"seqn","fsd010","fsd160","fsd170n","fsd180","fsd190","fsd200","fsd655","fsd660c","fsd665","fsq650","fsd660m","fsd670","hhfdsec","adfdsec","chfdsec"
5313,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5314,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5315,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5316,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5317,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5318,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5320,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5321,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5322,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5323,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5324,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5325,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5326,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5327,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5328,3,2,1,1,12,1,NA,NA,NA,NA,NA,NA,4,4,NA
5329,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5330,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5331,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5332,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5333,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5334,2,2,3,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
5335,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5336,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5337,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
5338,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
5339,2,2,1,2,NA,NA,2,NA,NA,NA,NA,NA,2,1,2
5340,1,1,3,1,12,1,1,1,6,NA,NA,NA,1,1,1
5341,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5342,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5343,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5344,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5345,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
5346,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5347,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5348,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5349,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5350,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,2,3
5351,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5352,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5353,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5354,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5355,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5356,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5357,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5358,3,2,4,1,3,1,NA,NA,NA,NA,NA,NA,4,4,4
5359,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5360,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5361,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5362,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
5363,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5364,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
5365,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5366,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5367,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2
5368,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
5369,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5370,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,1
5371,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
5372,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5373,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
5374,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5375,2,2,3,1,12,1,1,2,6,NA,NA,NA,3,3,2
5376,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5377,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
5378,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5379,2,1,NA,NA,NA,NA,1,2,3,NA,NA,NA,3,2,2
5380,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5381,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5382,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5383,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5384,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5385,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5386,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
5387,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5388,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
5389,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5390,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5391,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5392,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5393,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5394,1,2,1,2,NA,NA,NA,NA,NA,2,NA,NA,1,1,1
5395,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5396,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5397,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
5398,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5399,1,2,3,1,1,1,NA,NA,NA,NA,NA,NA,2,1,2
5400,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,1
5401,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5402,1,1,NA,NA,NA,NA,1,1,3,NA,NA,NA,1,1,1
5403,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1
5404,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,1
5405,1,1,4,1,12,1,NA,NA,NA,NA,NA,NA,3,3,3
5406,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5407,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5408,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5409,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5410,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
5411,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5412,1,2,7,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
5413,1,1,NA,NA,NA,NA,1,1,3,NA,NA,NA,1,1,1
5414,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5415,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5416,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5417,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5418,1,2,NA,NA,NA,NA,1,2,5,NA,NA,NA,1,1,1
5419,1,1,NA,NA,NA,NA,1,1,3,NA,NA,NA,3,2,2
5420,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1
5421,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5422,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1
5423,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5424,2,1,2,1,4,2,NA,NA,NA,1,1,3,2,2,1
5425,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5426,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5427,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5428,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1
5429,1,2,NA,NA,NA,NA,1,2,6,NA,NA,NA,1,1,1
5430,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5431,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5432,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5433,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5434,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5435,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5436,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5437,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5438,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5439,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
5440,2,1,1,1,6,1,1,1,2,NA,NA,NA,2,2,1
5441,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5442,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5443,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1
5444,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
5445,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5446,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
5447,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5448,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5449,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,2
5450,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5451,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5452,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5453,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5454,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5455,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5456,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5457,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5458,2,1,4,1,12,1,1,1,3,NA,NA,NA,1,1,1
5459,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5460,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5461,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5462,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5463,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
5464,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5465,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5466,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
5467,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5468,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5469,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5470,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5471,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5472,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5473,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5474,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5475,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5476,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5477,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5478,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5479,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5481,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5482,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
5483,1,2,3,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1
5484,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5485,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5486,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5487,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
5488,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5489,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
5490,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5491,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5492,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5493,1,2,1,1,6,1,NA,NA,NA,NA,NA,NA,1,1,1
5494,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5495,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
5496,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5497,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3
5498,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5499,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5500,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
5501,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,3,2
5502,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5503,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5504,3,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,4,3
5505,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5506,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1
5507,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5508,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5509,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5510,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5511,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5512,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5513,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5514,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5515,3,2,1,1,12,1,NA,NA,NA,NA,NA,NA,4,4,3
5516,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5517,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
5518,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5519,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5520,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5521,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5522,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5523,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5524,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5526,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2
5527,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
5528,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5529,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5530,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5531,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
5532,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5533,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5534,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5535,1,1,2,1,6,1,1,1,5,NA,NA,NA,3,3,3
5536,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5537,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
5538,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5539,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5540,3,2,4,1,3,2,NA,NA,NA,NA,NA,NA,4,4,4
5541,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5542,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5543,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
5544,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
5545,3,1,1,2,NA,NA,2,NA,NA,NA,NA,NA,4,3,4
5546,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5547,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
5548,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5549,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5550,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5551,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5552,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5553,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5554,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5555,1,2,2,1,12,1,NA,NA,NA,NA,NA,NA,1,1,NA
5556,2,9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3
5557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5558,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5559,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5560,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5561,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5562,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5563,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
5564,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5565,1,1,1,1,6,2,NA,NA,NA,1,2,2,3,3,2
5566,2,2,4,1,12,1,NA,NA,NA,NA,NA,NA,4,4,4
5567,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5568,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5569,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
5570,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5571,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5572,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
5573,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5574,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
5575,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5576,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
5577,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5579,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5580,1,1,1,2,NA,NA,1,1,5,NA,NA,NA,1,1,1
5581,1,1,NA,NA,NA,NA,1,2,6,NA,NA,NA,1,1,1
5582,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5583,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
5584,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5585,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5586,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5587,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
5588,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1
5589,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
5590,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5591,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5592,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5593,2,1,NA,NA,NA,NA,1,1,4,NA,NA,NA,1,1,1
5594,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5595,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5596,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5597,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
5598,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
5599,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4
5600,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5601,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3
5602,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5603,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,1
5604,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5605,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5606,1,2,6,1,12,1,NA,NA,NA,1,1,3,2,2,1
5607,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5608,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5609,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
5610,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5611,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5612,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5613,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
5614,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5615,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5616,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5617,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5618,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5619,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5620,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5621,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5622,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5623,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5624,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5625,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5626,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5627,3,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,3,3,2
5628,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5630,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
5631,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA
5632,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
5633,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
5634,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4
5635,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
5636,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1
5637,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
5638,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
