"seqn","inq020","inq012","inq030","inq060","inq080","inq090","inq132","inq140","inq150","ind235","indfmmpi","indfmmpc","inq244","ind247"
57605,1,2,1,2,2,2,2,2,2,2,0.49,1,2,1
57606,1,1,2,2,2,2,2,1,2,9,4.12,3,NA,NA
57607,1,2,2,2,2,2,2,1,1,6,1.3,1,1,NA
57608,1,2,2,2,2,2,2,2,2,9,4.12,3,2,2
57609,1,2,2,2,2,2,2,2,2,4,0.7,1,2,1
57610,1,2,1,2,2,1,2,2,2,11,4.03,3,NA,NA
57611,1,2,2,2,2,1,2,2,1,2,0.27,1,2,1
57612,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
57613,1,2,2,2,2,2,2,2,2,6,1.12,1,NA,NA
57614,1,2,2,2,2,2,2,2,2,8,1.86,3,2,1
57615,2,1,1,1,2,1,2,2,1,6,1.36,2,NA,NA
57616,1,2,2,2,2,2,2,2,2,5,0.84,1,2,1
57617,1,1,2,2,2,2,2,2,2,12,5,3,NA,NA
57618,1,2,2,2,2,2,2,1,2,11,4.19,3,NA,NA
57619,7,2,7,7,7,7,7,7,7,77,NA,7,7,NA
57620,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
57621,1,2,2,2,2,2,2,1,2,9,2.72,3,NA,NA
57622,2,2,1,2,2,1,2,2,2,4,0.62,1,2,1
57623,1,2,2,2,2,2,2,2,2,5,1.09,1,NA,NA
57624,2,2,1,2,1,2,2,2,2,8,4.43,3,NA,NA
57625,2,2,1,2,1,2,2,2,2,4,1.48,2,2,1
57626,1,1,2,2,1,2,2,1,2,12,5,3,NA,NA
57627,1,2,2,2,2,2,2,2,2,3,0.54,1,2,1
57628,1,2,2,2,2,2,2,2,1,5,1.11,1,2,1
57629,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA
57630,1,2,2,2,2,2,2,2,2,1,0,1,2,1
57631,1,2,1,2,1,2,2,2,2,7,1.74,2,NA,NA
57632,1,2,2,2,2,2,1,2,2,6,1.36,2,2,1
57633,2,2,1,2,2,2,2,2,2,2,0.75,1,2,1
57634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57635,1,1,2,2,2,2,2,2,2,10,3.93,3,2,3
57636,2,2,1,2,1,2,2,1,2,8,4.43,3,NA,NA
57637,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
57638,1,2,2,2,2,2,2,2,2,1,0,1,2,1
57639,1,2,2,2,2,2,2,2,2,9,2.33,3,NA,NA
57640,2,2,1,2,2,2,2,1,2,7,2.47,3,NA,NA
57641,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
57642,1,2,2,2,2,2,2,2,2,8,1.86,3,2,4
57643,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
57644,1,2,2,2,2,2,2,2,2,77,NA,7,2,1
57645,1,2,2,2,2,2,2,2,2,1,0,1,2,1
57646,2,2,2,2,2,2,2,2,2,3,0.44,1,2,1
57647,1,2,2,1,2,1,2,2,2,6,1.81,2,2,1
57648,2,2,1,2,1,2,2,1,2,9,4.12,3,NA,NA
57649,1,2,2,2,2,2,2,2,1,10,3.93,3,NA,NA
57650,1,2,2,2,2,2,2,2,2,8,2.18,3,NA,NA
57651,1,2,2,2,2,2,2,2,2,3,0.82,1,2,1
57652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57653,2,2,1,2,2,2,2,2,2,8,3.29,3,NA,NA
57654,1,2,1,2,2,2,1,2,1,6,0.76,1,2,1
57655,1,2,2,2,2,2,2,2,2,3,0.66,1,2,1
57656,1,2,2,2,2,2,2,2,2,10,2.99,3,NA,NA
57657,2,2,2,2,2,1,1,2,2,5,0.91,1,2,1
57658,1,2,2,2,2,2,2,2,2,77,NA,7,2,1
57659,1,2,2,2,2,2,2,2,2,4,0.98,1,1,NA
57660,1,2,2,2,2,2,2,2,2,5,0.93,1,2,1
57661,1,2,2,2,2,2,2,2,2,11,4.59,3,NA,NA
57662,1,2,2,2,2,2,2,2,2,5,1.09,1,NA,NA
57663,1,2,2,2,2,1,2,2,2,2,0.19,1,2,1
57664,1,1,2,2,2,2,2,1,2,12,5,3,NA,NA
57665,1,2,2,2,2,2,2,2,2,6,3.1,3,NA,NA
57666,1,2,2,2,2,2,2,2,2,7,1.4,2,NA,NA
57667,1,2,2,2,2,2,2,2,2,3,0.82,1,2,1
57668,1,2,2,2,2,2,1,2,2,4,0.82,1,2,4
57669,2,2,1,2,1,2,2,2,2,4,1.66,2,NA,NA
57670,1,1,1,2,2,1,2,2,1,9,2.33,3,2,1
57671,1,2,2,2,2,2,2,2,1,2,0.26,1,2,1
57672,2,2,1,2,2,2,2,1,2,6,2.38,3,NA,NA
57673,1,2,2,2,2,2,2,1,2,11,3.68,3,NA,NA
57674,1,2,1,1,1,2,2,2,1,12,4.9,3,NA,NA
57675,1,1,2,2,2,2,2,2,2,11,4.08,3,NA,NA
57676,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
57677,2,2,2,2,2,2,2,2,2,7,1.22,1,2,1
57678,1,2,2,2,2,2,1,2,2,6,1.16,1,2,1
57679,1,2,1,2,2,2,2,2,2,4,1.05,1,2,1
57680,1,2,2,2,2,2,2,2,2,11,2.89,3,NA,NA
57681,1,2,2,2,2,2,2,2,2,77,NA,1,2,1
57682,1,2,1,1,2,2,2,2,2,5,1.11,1,2,1
57683,1,2,2,2,2,2,2,2,1,8,2.18,3,NA,NA
57684,1,1,2,2,2,2,2,2,2,7,1.85,2,NA,NA
57685,1,2,2,2,2,2,2,2,1,8,3.29,3,NA,NA
57686,2,2,1,2,1,2,2,2,2,6,1.77,2,2,3
57687,1,2,2,2,2,2,2,2,2,11,2.84,3,NA,NA
57688,2,2,1,2,1,2,2,1,2,6,2.22,3,NA,NA
57689,1,2,2,1,2,2,2,1,2,12,5,3,NA,NA
57690,2,2,1,1,2,2,2,2,2,2,0.49,1,2,1
57691,1,2,2,2,2,2,2,2,2,5,2.22,3,NA,NA
57692,1,2,2,2,2,2,2,2,2,6,0.98,1,2,1
57693,1,1,2,2,2,2,2,2,2,77,NA,3,1,NA
57694,1,2,2,2,2,2,2,2,2,3,0.37,1,2,1
57695,1,2,2,2,2,2,2,2,2,5,2.22,3,NA,NA
57696,1,2,2,2,2,2,2,2,9,3,1.11,1,2,1
57697,2,2,1,2,2,2,2,1,2,7,3.32,3,NA,NA
57698,1,1,2,2,2,2,2,2,1,3,0.74,1,NA,NA
57699,2,1,1,2,2,2,2,1,2,3,0.91,1,2,99
57700,2,2,2,2,2,2,2,2,2,3,0.89,1,2,1
57701,1,2,2,2,2,2,2,2,2,6,1.64,2,2,1
57702,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
57703,1,2,2,2,2,2,2,2,2,7,1.9,3,NA,NA
57704,2,2,1,2,1,2,2,2,2,5,2.22,3,NA,NA
57705,1,2,2,2,2,2,2,1,2,10,4.94,3,NA,NA
57706,1,2,2,2,2,2,2,2,1,4,0.98,1,2,99
57707,1,2,2,2,2,2,2,2,1,2,0.4,1,2,1
57708,1,2,2,2,2,2,2,1,1,6,1.73,2,NA,NA
57709,2,1,2,1,2,2,2,2,2,4,1.24,1,2,1
57710,1,2,2,2,2,2,2,2,2,10,2.79,3,NA,NA
57711,1,2,2,2,2,2,2,2,2,4,0.71,1,2,1
57712,1,2,2,2,2,2,2,2,1,6,1.36,2,NA,NA
57713,2,2,1,1,1,2,2,1,2,4,1.66,2,NA,NA
57714,1,1,2,2,2,2,2,7,2,8,3.29,3,NA,NA
57715,1,1,2,1,1,2,2,2,2,8,2.18,3,NA,NA
57716,1,2,2,2,2,2,2,2,2,11,4.35,3,NA,NA
57717,2,2,1,2,2,2,2,2,2,3,0.99,1,2,1
57718,1,2,1,2,2,1,2,1,2,6,1.16,1,NA,NA
57719,1,1,2,2,2,2,2,2,2,3,0.3,1,2,1
57720,1,1,1,1,2,2,2,2,2,11,3.25,3,NA,NA
57721,2,1,2,2,2,1,1,2,2,2,0.19,1,2,1
57722,1,2,2,2,2,2,2,2,2,4,0.87,1,NA,NA
57723,1,2,2,2,2,2,2,2,2,8,2.07,3,NA,NA
57724,1,1,2,1,2,2,2,2,2,3,0.72,1,2,1
57725,1,2,2,2,2,2,2,2,1,8,2.18,3,NA,NA
57726,2,2,2,2,2,2,2,2,1,2,0.33,1,2,1
57727,1,2,2,2,2,2,2,1,2,8,2.45,3,NA,NA
57728,2,2,2,2,2,2,2,2,2,1,0,1,2,1
57729,1,1,2,2,2,2,2,2,2,5,0.89,1,2,1
57730,1,1,1,2,2,2,1,2,2,6,0.98,1,2,2
57731,1,1,2,2,2,2,1,2,2,7,2.23,3,NA,NA
57732,1,2,2,2,2,2,2,2,2,3,0.49,1,2,1
57733,2,2,1,2,2,2,2,2,2,3,0.66,1,2,1
57734,2,2,1,2,1,2,2,2,2,6,1.38,2,2,1
57735,2,2,1,1,1,2,2,2,2,6,1.44,2,1,NA
57736,1,2,2,2,2,2,2,2,2,11,5,3,NA,NA
57737,1,2,2,2,2,2,2,2,2,7,1.44,2,2,1
57738,1,2,2,2,2,2,2,1,1,8,3.21,3,NA,NA
57739,2,2,2,1,2,2,1,2,2,3,0.59,1,2,77
57740,1,1,2,2,2,2,2,1,2,7,3.88,3,NA,NA
57741,2,1,2,2,2,2,2,2,2,6,1.02,1,2,1
57742,1,2,2,2,2,2,2,2,1,4,0.61,1,2,1
57743,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
57744,1,2,2,1,2,2,2,2,2,2,0.2,1,2,1
57745,1,1,1,2,2,2,2,2,2,8,1.86,3,NA,NA
57746,1,2,1,2,2,1,2,2,2,2,0.42,1,2,1
57747,1,2,2,2,2,2,2,2,2,9,1.35,2,NA,NA
57748,1,2,2,2,2,2,2,1,1,99,NA,2,1,NA
57749,1,2,2,2,2,2,2,2,2,77,NA,3,2,1
57750,1,2,2,2,2,2,2,2,2,6,1.06,1,2,1
57751,1,2,1,2,2,2,2,2,1,99,NA,1,2,99
57752,1,2,2,2,2,2,2,2,1,10,2.99,3,NA,NA
57753,2,1,1,2,2,2,2,1,2,1,0,1,NA,NA
57754,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
57755,1,1,1,1,1,1,1,2,1,11,4.59,3,NA,NA
57756,1,2,1,2,2,2,2,2,2,2,0.49,1,2,1
57757,2,2,2,1,2,2,2,1,2,6,1.92,3,2,1
57758,1,2,2,2,2,2,2,2,1,3,0.5,1,2,1
57759,1,2,1,2,1,2,2,2,2,8,2.75,3,NA,NA
57760,2,2,2,2,2,2,1,2,2,5,0.97,1,2,1
57761,2,1,2,2,2,2,2,1,2,6,1.36,2,1,NA
57762,2,1,1,2,2,2,2,2,2,3,1,1,2,2
57763,1,2,2,1,2,2,2,1,2,8,1.86,3,1,NA
57764,1,2,2,2,2,2,2,1,2,9,2.33,3,NA,NA
57765,1,1,2,2,2,2,2,2,2,12,5,3,NA,NA
57766,1,2,2,2,2,2,2,2,2,4,0.71,1,2,1
57767,1,2,2,2,2,2,2,1,2,8,2.29,3,NA,NA
57768,2,2,1,1,1,2,2,1,2,NA,NA,NA,NA,NA
57769,1,2,2,1,2,2,2,2,2,4,0.67,1,2,1
57770,1,2,2,2,2,2,2,2,1,8,1.77,2,NA,NA
57771,1,2,2,2,2,2,2,1,2,12,4.19,3,NA,NA
57772,2,2,2,2,2,1,2,2,2,4,0.74,1,2,1
57773,1,1,1,2,2,2,2,2,2,8,1.86,3,NA,NA
57774,1,1,2,2,2,2,2,2,2,7,1.63,2,2,1
57775,2,2,1,2,1,2,2,1,2,7,3.43,3,NA,NA
57776,1,2,2,2,2,2,2,2,2,6,1.36,2,NA,NA
57777,2,1,1,2,2,2,2,1,2,8,3.7,3,NA,NA
57778,1,2,2,2,2,2,1,2,2,5,1.25,1,2,1
57779,1,2,2,2,2,2,2,2,2,4,0.74,1,2,1
57780,1,2,1,2,1,2,2,2,2,3,1.11,1,2,1
57781,1,1,2,2,2,2,2,2,2,8,3.29,3,NA,NA
57782,1,1,2,2,2,2,2,2,2,11,3.4,3,NA,NA
57783,1,1,2,2,2,2,2,2,1,6,0.74,1,2,1
57784,1,2,1,2,2,2,1,2,2,3,1.22,1,2,1
57785,1,2,2,2,2,2,2,2,2,11,5,3,NA,NA
57786,1,2,2,1,2,1,2,2,2,4,1.03,1,2,1
57787,1,2,2,2,2,2,2,1,1,6,2.77,3,NA,NA
57788,1,2,2,2,2,2,2,2,1,8,2.62,3,NA,NA
57789,1,2,2,2,1,2,2,2,2,11,4.92,3,NA,NA
57790,1,2,2,2,2,2,2,2,2,9,2.33,3,NA,NA
57791,1,2,2,2,2,2,2,1,2,77,NA,3,1,NA
57792,1,2,2,2,2,1,2,2,2,12,5,3,NA,NA
57793,1,2,2,2,2,2,2,2,2,8,2.62,3,NA,NA
57794,1,2,2,2,2,2,2,2,2,9,5,3,NA,NA
57795,1,2,2,2,2,2,2,2,2,99,NA,9,2,1
57796,1,2,2,2,2,2,2,2,1,8,1.81,2,NA,NA
57797,2,2,1,1,2,2,2,2,2,3,0.82,1,2,1
57798,1,2,2,2,2,2,2,2,2,77,NA,1,7,NA
57799,1,2,2,2,2,2,2,2,1,5,0.93,1,2,1
57800,1,2,2,2,2,2,2,2,2,5,1.65,2,NA,NA
57801,1,1,1,2,2,1,1,2,2,3,0.36,1,2,1
57802,2,1,1,2,1,2,2,2,2,5,1.65,2,NA,NA
57803,1,2,2,2,2,2,2,2,2,5,1.31,2,2,1
57804,2,2,1,1,1,1,2,2,1,8,2.62,3,1,NA
57805,1,2,2,2,2,2,2,2,1,7,1.22,1,NA,NA
57806,1,2,2,2,2,2,2,2,1,6,1.81,2,NA,NA
57807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57808,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
57809,1,2,2,2,2,2,2,2,2,5,1.09,1,NA,NA
57810,1,2,2,2,2,2,2,2,2,1,0.16,1,2,1
57811,1,2,2,2,2,2,1,2,2,2,0.26,1,2,1
57812,1,2,2,2,2,2,2,2,2,9,5,3,NA,NA
57813,1,2,2,2,2,2,2,2,2,5,0.98,1,2,1
57814,1,2,2,2,2,2,2,1,2,11,5,3,NA,NA
57815,1,1,2,2,2,2,2,1,2,12,5,3,NA,NA
57816,1,1,2,2,2,2,2,2,2,6,2.77,3,NA,NA
57817,1,2,1,2,1,2,2,1,2,7,3.05,3,NA,NA
57818,1,2,2,2,2,2,2,1,2,8,1.86,3,NA,NA
57819,1,2,2,2,2,2,2,2,2,3,0.99,1,2,1
57820,1,2,2,2,2,2,2,2,2,6,2.06,3,NA,NA
57821,1,2,2,2,2,2,2,2,2,7,1.81,2,2,1
57822,1,2,2,2,1,2,2,1,2,11,4.59,3,NA,NA
57823,1,2,2,2,2,2,2,2,2,7,2.88,3,NA,NA
57824,1,2,2,2,2,2,2,2,2,5,0.93,1,2,5
57825,1,2,2,2,2,2,2,2,2,3,0.82,1,2,1
57826,2,2,2,2,1,2,2,1,2,3,1.11,1,1,NA
57827,1,2,2,2,2,2,2,2,2,4,0.74,1,2,1
57828,2,2,2,2,2,2,1,2,2,3,0.56,1,2,1
57829,1,2,2,2,2,2,2,1,2,11,5,3,NA,NA
57830,1,1,2,2,2,2,2,2,2,3,1.16,1,2,1
57831,1,1,1,2,2,2,2,2,2,11,5,3,NA,NA
57832,1,2,2,2,2,2,2,2,2,4,0.74,1,2,99
57833,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
57834,1,1,2,2,2,2,2,2,2,5,0.81,1,2,1
57835,1,2,1,2,2,2,2,2,2,5,1.25,1,1,NA
57836,1,2,2,2,2,2,2,2,2,5,1.31,2,2,1
57837,1,2,2,2,2,2,2,1,2,77,NA,3,1,NA
57838,1,2,1,2,2,2,2,2,2,2,0.46,1,2,1
57839,1,2,2,2,2,2,2,2,2,7,4.1,3,NA,NA
57840,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
57841,1,1,2,2,2,2,2,2,2,3,0.3,1,2,1
57842,1,2,1,2,1,2,2,2,2,7,2.88,3,NA,NA
57843,1,1,7,7,7,7,7,7,1,99,NA,1,2,1
57844,1,2,1,2,1,2,2,1,1,12,5,3,NA,NA
57845,2,2,1,1,2,2,2,2,2,3,0.54,1,2,1
57846,2,2,1,2,2,2,2,1,2,7,2.47,3,NA,NA
57847,1,2,2,2,2,2,2,2,2,77,NA,3,7,NA
57848,1,2,1,2,2,2,2,2,1,3,0.66,1,2,1
57849,1,2,2,2,2,2,2,2,1,12,5,3,NA,NA
57850,2,2,1,2,2,2,2,2,2,99,NA,1,2,1
57851,1,1,2,2,2,2,2,1,2,10,2.36,3,NA,NA
57852,2,2,2,2,2,2,2,1,2,7,1.96,3,NA,NA
57853,1,1,2,2,2,2,2,2,2,3,0.37,1,2,1
57854,1,1,2,2,2,2,2,1,2,12,5,3,NA,NA
57855,2,2,1,2,1,2,2,1,2,4,1.77,2,NA,NA
57856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57857,1,2,2,2,2,1,2,2,2,2,0.83,1,2,1
57858,2,2,2,2,1,2,2,2,2,6,2.66,3,NA,NA
57859,1,2,1,2,1,2,2,1,2,12,5,3,NA,NA
57860,1,2,2,2,2,2,2,2,2,1,0.16,1,2,1
57861,1,2,1,2,2,2,2,2,1,7,1.63,2,2,1
57862,1,2,2,2,2,2,2,2,2,99,NA,1,2,1
57863,1,2,2,2,2,2,2,2,2,4,0.74,1,NA,NA
57864,1,2,2,2,2,2,2,2,2,3,0.47,1,2,1
57865,1,2,2,2,2,2,2,2,2,99,NA,1,2,2
57866,1,1,2,2,2,2,2,2,2,1,0,1,2,1
57867,1,2,2,2,2,2,2,2,2,11,4.35,3,NA,NA
57868,1,2,2,2,2,2,2,1,2,6,2.77,3,2,1
57869,1,2,1,2,2,1,2,2,2,7,1.4,2,2,77
57870,1,2,2,2,1,2,2,2,2,99,NA,3,1,NA
57871,1,2,1,2,2,2,2,1,2,12,4.33,3,NA,NA
57872,1,2,1,2,2,2,2,2,2,99,NA,3,1,NA
57873,1,2,2,2,2,2,2,2,2,7,3.32,3,NA,NA
57874,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
57875,1,2,2,2,2,1,2,2,2,12,5,3,NA,NA
57876,1,2,2,2,2,2,1,2,2,3,1.11,1,2,1
57877,1,1,2,2,2,2,2,1,2,4,0.88,1,NA,NA
57878,1,2,2,2,2,2,2,2,1,10,2.4,3,NA,NA
57879,2,2,1,2,1,2,2,1,2,6,2.14,3,NA,NA
57880,1,2,2,2,2,2,2,1,2,3,0.52,1,2,3
57881,1,2,2,2,2,2,2,2,2,4,0.76,1,2,1
57882,1,2,2,2,2,2,2,2,2,8,2.12,3,NA,NA
57883,1,2,1,2,2,1,2,2,2,4,1.05,1,2,1
57884,1,1,2,2,2,2,2,1,2,11,4.59,3,NA,NA
57885,1,2,2,2,2,2,2,2,2,99,NA,1,2,1
57886,1,1,2,2,2,2,2,1,2,12,5,3,NA,NA
57887,1,2,2,2,2,2,2,2,2,3,0.52,1,2,1
57888,2,2,1,2,1,2,2,1,2,9,3.95,3,NA,NA
57889,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
57890,2,2,2,2,2,2,2,2,2,77,NA,1,2,1
57891,1,1,2,2,2,2,2,2,2,8,1.86,3,2,1
57892,1,2,2,2,2,2,2,2,2,9,3.28,3,NA,NA
57893,1,1,2,2,2,2,2,2,2,3,0.72,1,NA,NA
57894,1,2,2,2,2,2,2,2,2,8,2.95,3,NA,NA
57895,1,1,2,2,2,2,2,1,2,99,NA,3,1,NA
57896,1,2,2,2,2,2,2,1,2,99,NA,3,1,NA
57897,1,1,2,2,2,1,2,2,1,6,1.36,2,2,1
57898,1,2,1,2,2,1,2,2,1,4,0.82,1,2,1
57899,1,2,2,2,2,2,2,2,2,7,1.44,2,2,1
57900,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
57901,2,1,2,2,2,2,2,2,2,6,0.78,1,2,1
57902,1,2,2,2,2,2,2,2,2,10,2.94,3,NA,NA
57903,1,2,2,2,2,2,2,1,2,12,5,3,1,NA
57904,1,2,2,2,2,2,2,2,2,9,2.72,3,NA,NA
57905,1,2,2,2,2,2,2,2,1,6,1.64,2,NA,NA
57906,2,2,1,2,1,2,2,1,2,5,2.11,3,NA,NA
57907,1,2,2,2,2,2,2,1,2,8,2.95,3,NA,NA
57908,1,2,2,2,2,2,2,2,2,6,2.06,3,2,1
57909,1,2,2,2,2,2,2,2,2,7,2.1,3,NA,NA
57910,1,1,2,2,2,2,2,2,2,7,1.9,3,NA,NA
57911,1,1,2,2,2,2,2,1,2,12,5,3,NA,NA
57912,1,1,2,2,2,2,2,1,1,9,2.61,3,NA,NA
57913,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
57914,2,2,1,2,2,2,2,1,2,7,3.88,3,NA,NA
57915,1,2,2,2,2,2,2,2,2,8,1.36,2,2,1
57916,2,2,1,2,1,2,2,1,2,9,4.12,3,NA,NA
57917,2,2,2,2,2,2,2,2,2,1,0,1,2,1
57918,1,2,2,2,2,2,2,1,2,10,4.94,3,NA,NA
57919,1,2,2,2,2,2,2,1,2,11,5,3,NA,NA
57920,2,2,1,2,2,2,2,2,2,3,0.94,1,2,1
57921,1,2,2,2,2,2,2,2,1,5,1.48,2,1,NA
57922,1,2,2,2,2,2,1,2,2,3,0.66,1,2,1
57923,1,2,1,1,2,1,2,1,2,5,0.65,1,1,NA
57924,1,2,2,2,2,2,2,2,1,9,2.72,3,2,1
57925,1,2,2,2,2,2,2,2,2,4,0.65,1,2,4
57926,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
57927,2,2,1,2,2,2,2,2,2,4,1.07,1,2,1
57928,2,2,2,2,2,2,2,2,2,7,1.22,1,1,NA
57929,1,2,1,2,1,1,2,2,1,99,NA,1,2,1
57930,1,2,2,1,1,2,2,1,1,9,3.38,3,NA,NA
57931,1,2,2,2,2,2,2,2,2,5,1.09,1,NA,NA
57932,1,1,2,2,2,2,2,2,2,12,5,3,NA,NA
57933,1,2,2,2,2,2,2,2,2,11,4.98,3,NA,NA
57934,2,2,1,2,1,2,2,1,2,11,5,3,NA,NA
57935,2,2,1,2,2,1,1,2,1,3,0.79,1,2,3
57936,1,2,2,2,2,2,2,2,2,6,2.77,3,NA,NA
57937,2,1,2,2,2,2,2,2,1,3,0.45,1,2,1
57938,1,2,2,2,2,2,2,2,2,5,1.65,2,2,1
57939,1,2,1,2,1,2,2,1,2,6,1.86,3,NA,NA
57940,1,2,2,2,2,2,2,2,2,7,3.88,3,NA,NA
57941,1,2,2,2,2,2,2,2,2,77,NA,3,7,NA
57942,1,2,2,2,2,2,2,2,2,5,0.81,1,2,1
57943,2,1,1,2,2,1,2,2,2,3,0.99,1,2,1
57944,1,2,2,2,2,2,2,2,2,5,1.09,1,2,1
57945,1,1,1,2,1,2,2,1,2,10,5,3,NA,NA
57946,1,2,2,2,2,1,2,2,2,3,0.66,1,2,1
57947,1,1,2,2,2,2,2,2,2,6,1.36,2,2,1
57948,2,1,1,2,2,2,2,1,2,1,0,1,NA,NA
57949,1,2,1,1,1,2,2,2,2,8,1.3,1,2,3
57950,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
57951,1,1,2,2,2,2,2,1,2,77,NA,7,7,NA
57952,1,2,2,1,2,2,2,1,2,12,4.65,3,NA,NA
57953,1,2,2,2,2,2,2,2,2,1,0.32,1,2,99
57954,1,2,2,1,2,2,2,1,1,6,1.16,1,1,NA
57955,1,2,2,2,2,2,2,2,2,8,2.18,3,NA,NA
57956,2,2,1,2,1,2,2,1,2,11,5,3,NA,NA
57957,1,2,2,2,2,1,2,2,1,5,2.22,3,NA,NA
57958,1,2,2,2,2,2,2,2,2,3,0.79,1,2,1
57959,2,2,1,2,2,2,2,2,2,8,3.13,3,NA,NA
57960,1,1,2,2,2,2,2,2,2,8,1.63,2,2,1
57961,1,2,2,2,2,2,1,2,2,99,NA,9,2,1
57962,2,2,1,2,1,2,2,1,2,9,4.12,3,NA,NA
57963,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
57964,1,2,2,2,2,2,2,2,2,8,2.09,3,NA,NA
57965,1,2,2,2,2,2,2,2,1,3,1.22,1,NA,NA
57966,1,2,1,1,2,2,2,2,1,9,2.76,3,NA,NA
57967,1,2,2,2,2,1,2,2,2,6,1.4,2,2,1
57968,1,2,2,2,2,2,2,2,1,5,0.55,1,2,1
57969,1,2,2,2,2,2,2,1,2,10,2.44,3,NA,NA
57970,1,2,2,2,2,2,2,2,2,6,1.3,1,1,NA
57971,1,2,2,2,2,2,2,2,2,5,0.93,1,NA,NA
57972,1,2,2,2,2,2,2,2,2,7,1.22,1,2,1
57973,2,2,2,2,2,2,2,2,1,1,0,1,2,1
57974,1,2,2,2,2,2,2,1,2,99,NA,3,NA,NA
57975,1,2,2,2,2,2,2,2,2,4,0.54,1,2,1
57976,1,2,1,1,2,2,2,2,2,3,0.54,1,2,1
57977,1,1,2,2,2,2,2,2,2,1,0,1,NA,NA
57978,1,2,2,2,2,2,2,2,2,7,3.77,3,NA,NA
57979,2,1,2,2,2,2,2,2,2,77,NA,1,2,1
57980,1,1,2,2,1,2,2,1,1,12,5,3,NA,NA
57981,1,1,1,2,2,2,2,2,2,7,2.47,3,NA,NA
57982,2,2,1,2,1,2,2,1,2,5,1.65,2,1,NA
57983,1,2,2,2,2,2,2,1,2,11,3.49,3,NA,NA
57984,1,2,2,2,2,2,2,2,2,7,1.3,1,2,1
57985,1,2,1,2,2,2,2,2,2,99,NA,3,NA,NA
57986,1,1,2,2,2,2,2,1,1,12,5,3,NA,NA
57987,2,2,1,2,2,2,2,2,2,3,1.22,1,2,1
57988,2,2,1,2,2,1,2,2,2,2,0.75,1,2,1
57989,1,2,2,2,2,2,2,1,1,5,2.22,3,NA,NA
57990,1,2,2,2,2,2,2,2,1,10,2.99,3,NA,NA
57991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57992,2,2,1,2,2,2,2,2,2,3,1.11,1,2,1
57993,1,2,2,2,2,2,2,1,1,8,3.21,3,NA,NA
57994,1,2,2,2,2,2,2,2,2,5,2.22,3,NA,NA
57995,1,2,2,2,2,2,2,2,2,1,0,1,2,1
57996,1,2,2,2,2,2,2,2,2,3,0.47,1,NA,NA
57997,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
57998,1,2,2,2,2,2,2,2,2,1,0.04,1,2,1
57999,2,1,1,2,2,2,2,2,2,6,1.84,2,1,NA
58000,1,2,2,2,2,2,2,2,2,6,1.64,2,NA,NA
58001,1,2,2,2,2,2,2,2,2,4,0.87,1,NA,NA
58002,2,2,2,2,2,2,2,2,1,1,0,1,2,2
58003,1,2,2,2,2,2,2,2,1,8,2.18,3,NA,NA
58004,1,2,1,2,1,2,2,1,2,7,1.63,2,NA,NA
58005,1,2,1,1,1,2,2,1,1,11,3.77,3,NA,NA
58006,2,2,1,2,2,2,2,2,2,3,0.91,1,2,1
58007,1,2,2,2,2,2,2,2,2,2,0.39,1,2,1
58008,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA
58009,1,2,2,2,2,2,2,2,2,10,3.93,3,NA,NA
58010,1,2,2,2,2,2,2,2,1,5,1.56,2,2,1
58011,1,2,2,2,2,2,2,2,2,5,2.13,3,NA,NA
58012,2,1,2,2,2,2,2,2,1,1,0.16,1,2,1
58013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58014,1,2,2,2,2,2,2,2,2,99,NA,1,2,1
