"seqn","cbd010","cbq020","cbq030","cbq040","cbq050","cbq060","cbd070","cbd090","cbd110","cbd120","cbd130","cbq140","cbd150","cbd160","cbd170","cbd180","cbq190"
55791,2,1,1,1,5,5,400,0,25,15,0,2,10,7,30,14,14
55792,2,4,3,4,5,5,0,0,128,200,0,6,10,0,NA,666,NA
55793,1,2,3,1,1,1,600,0,0,200,60,2,5,7,90,5,5
55794,2,2,3,3,5,3,85,0,428,85,0,2,15,2,120,9,9
55795,2,3,4,3,5,4,214,0,0,0,0,2,5,7,60,666,NA
55796,2,1,1,3,1,3,321,0,171,150,0,1,10,5,180,3,3
55797,2,1,2,3,1,4,700,50,50,100,0,2,15,6,45,13,7
55798,2,1,2,3,1,4,214,0,30,25,0,2,20,7,45,666,NA
55799,2,1,1,4,5,3,400,0,0,80,0,2,3,7,60,5,5
55800,2,3,3,4,5,3,100,0,0,25,0,3,20,0,NA,0,NA
55801,2,1,1,1,2,3,50,0,0,10,0,3,30,7,45,666,NA
55802,2,3,2,2,3,2,100,NA,107,40,20,4,5,3,60,4,2
55803,2,1,1,3,5,3,300,50,50,0,100,1,20,2,120,2,2
55804,2,1,3,1,5,3,450,0,50,20,0,3,15,7,90,7,7
55805,2,1,1,3,5,1,900,250,0,100,0,3,15,6,120,6,6
55806,2,1,1,1,5,1,999999,999999,0,999999,0,2,10,5,60,5,5
55807,2,1,1,1,1,1,1071,40,0,400,0,2,10,3,60,3,3
55808,2,1,1,5,5,1,300,50,0,100,0,4,5,4,45,0,NA
55809,2,2,4,3,5,1,125,30,0,64,0,3,15,4,120,4,4
55810,2,2,1,1,5,1,200,0,200,0,0,3,30,7,60,7,7
55811,2,1,1,1,5,5,428,85,0,0,0,1,15,7,120,7,7
55812,2,1,3,3,1,5,857,0,0,50,0,2,30,7,45,10,7
55813,2,2,2,2,5,2,500,0,0,40,10,2,10,5,120,5,5
55814,2,1,1,1,5,2,250,60,128,120,0,2,10,6,60,5,5
55815,2,1,2,3,5,2,400,0,75,20,0,3,5,4,45,2,2
55816,1,3,2,3,4,2,800,100,0,200,50,4,5,4,45,0,NA
55817,2,1,1,1,1,1,500,0,0,100,30,2,2,5,120,5,5
55818,2,1,1,1,5,1,800,0,0,60,20,3,5,7,120,5,5
55819,2,4,4,4,1,1,300,0,0,400,0,1,5,3,60,0,NA
55820,2,1,1,3,5,2,300,0,75,0,50,3,10,7,120,4,4
55821,2,1,1,1,1,3,500,0,0,50,0,2,20,7,60,14,14
55822,2,2,2,1,5,1,642,0,321,50,16,4,10,7,120,14,14
55823,2,2,2,1,5,4,300,0,50,115,70,3,5,5,60,7,5
55824,2,1,1,1,5,1,1,0,0,100,100,3,60,6,60,14,14
55825,2,1,1,3,1,4,300,0,0,128,85,3,10,5,60,7,5
55826,2,1,2,3,5,1,700,0,0,100,0,2,10,7,60,7,7
55827,2,1,1,1,1,2,250,0,0,0,0,4,60,7,30,7,7
55828,2,1,1,2,5,1,200,20,50,20,50,4,45,3,120,3,3
55829,2,1,1,1,5,4,642,42,100,250,60,2,5,5,60,10,8
55830,2,1,1,5,5,1,300,0,0,100,12,3,20,4,60,4,4
55831,2,1,1,1,1,1,500,0,0,25,0,1,20,7,90,7,7
55832,2,3,3,4,5,3,1000,0,428,300,200,2,15,7,60,12,12
55833,2,1,1,2,5,1,200,0,50,85,40,3,60,5,60,0,NA
55834,2,1,1,5,1,4,550,0,0,20,0,3,10,7,60,7,7
55835,2,1,2,2,5,1,200,0,0,200,0,3,5,5,60,4,4
55836,2,1,2,3,1,1,400,75,100,250,0,2,5,6,60,9,9
55837,2,1,2,2,2,3,250,25,0,0,40,2,5,7,60,7,7
55838,2,1,1,1,5,1,200,0,0,300,100,3,5,2,60,2,2
55839,2,1,1,3,1,4,642,0,0,128,0,3,30,7,60,7,7
55840,2,1,1,2,5,5,300,20,0,80,0,3,15,7,60,7,7
55841,2,1,2,1,1,1,999999,999999,0,250,0,2,10,7,60,9,9
55842,1,1,1,3,5,3,428,0,214,50,25,2,10,0,NA,3,3
55843,2,1,1,3,5,4,800,0,0,200,50,2,5,5,60,5,5
55844,2,4,3,2,5,5,250,40,42,171,150,3,5,2,120,7,2
55845,2,1,1,3,5,5,857,0,0,0,0,2,25,7,120,7,7
55846,2,1,1,4,4,3,530,0,0,50,514,4,10,3,60,7,3
55847,2,2,1,3,1,1,300,0,50,30,0,3,10,7,90,7,7
55848,2,1,3,1,5,1,150,0,30,75,0,4,7,0,NA,666,NA
55849,2,3,1,2,1,3,300,50,0,10,0,1,5,7,35,666,NA
55850,1,1,1,4,1,1,220,0,180,85,0,2,20,7,180,7,7
55851,1,2,2,3,5,3,300,20,40,257,42,3,15,4,60,7,4
55852,2,1,1,1,1,4,740,0,0,0,0,3,10,7,120,7,7
55853,2,3,5,1,5,1,225,0,0,300,60,4,20,1,20,666,NA
55854,2,3,3,2,5,3,75,0,0,100,0,2,5,2,60,666,NA
55855,2,2,1,3,4,2,250,60,60,85,0,3,3,7,120,5,5
55856,2,1,1,3,5,2,200,0,30,30,0,3,15,4,30,2,2
55857,2,1,2,4,5,4,10,0,514,50,0,2,20,7,60,2,2
55858,2,3,1,3,1,2,300,0,100,30,20,4,5,3,180,4,4
55859,2,1,1,1,5,2,500,0,0,0,0,4,10,7,120,21,21
55860,2,1,1,1,5,1,400,0,0,50,0,3,10,4,35,4,4
55861,2,1,1,3,5,77,777777,777777,777777,777777,777777,77,77777,777,77777,777,NA
55862,2,1,1,1,5,1,300,20,0,300,0,2,5,3,90,13,13
55863,2,1,1,3,1,3,650,150,0,50,35,3,10,7,90,7,7
55864,2,1,1,3,5,3,400,0,0,0,25,2,5,7,120,7,7
55865,2,3,3,4,5,4,100,0,250,25,0,2,15,6,60,6,6
55866,2,2,2,3,2,3,1100,0,0,40,0,1,15,4,180,4,4
55867,2,1,1,1,5,2,1714,428,535,0,0,1,20,7,180,7,7
55868,2,1,1,3,5,5,400,0,0,0,0,2,5,7,60,7,7
55869,2,1,1,1,5,3,400,0,100,300,200,3,15,5,90,3,3
55870,2,2,1,1,1,1,300,10,100,75,30,1,5,4,120,0,NA
55871,2,1,3,1,5,1,800,0,0,150,40,3,5,5,60,7,5
55872,1,1,3,3,1,1,700,250,100,250,50,3,2,7,120,14,14
55873,2,3,3,1,5,2,688,50,0,60,0,3,45,5,90,5,5
55874,2,1,1,2,5,1,250,20,0,2,0,4,120,7,120,7,7
55875,2,1,1,1,1,5,200,0,0,200,0,3,15,7,60,7,7
55876,2,1,2,4,5,4,0,0,500,214,0,2,10,6,120,5,5
55877,2,1,1,1,5,1,428,85,0,40,0,2,15,7,180,7,7
55878,2,1,1,3,1,1,250,0,0,50,0,2,20,7,60,14,14
55879,2,1,1,1,5,1,400,0,0,0,171,3,10,5,90,5,5
55880,2,1,1,3,3,3,200,0,0,0,0,2,10,7,60,7,7
55881,2,1,1,1,5,3,1071,0,0,428,0,2,10,5,60,0,NA
55882,1,1,1,1,5,2,500,100,0,40,0,2,2,7,120,6,6
55883,2,3,3,3,5,5,342,0,0,0,0,1,15,7,90,7,7
55884,1,2,1,3,5,3,200,25,0,300,0,2,5,2,60,4,4
55885,2,1,1,2,3,2,428,0,64,0,42,2,15,7,180,2,2
55886,2,4,2,2,5,1,200,100,100,0,0,4,10,7,60,0,NA
55887,2,1,1,4,1,5,150,10,5,0,0,2,15,7,30,666,NA
55888,2,1,1,1,5,5,214,0,107,0,0,1,10,7,60,7,7
55889,2,1,1,3,5,4,400,0,0,100,0,4,10,7,60,7,7
55890,2,1,1,1,5,1,257,0,0,428,0,2,10,1,80,1,1
55891,2,1,1,1,3,1,200,0,0,60,0,4,10,3,120,0,NA
55892,2,1,1,1,5,1,1000,0,428,100,0,1,15,7,60,15,15
55893,2,1,1,3,5,4,857,0,342,0,0,2,10,5,90,5,5
55894,2,1,1,2,5,1,350,0,0,10,20,2,8,7,60,7,7
55895,2,2,2,4,5,4,50,0,400,40,0,3,10,5,90,0,NA
55896,2,1,1,1,5,1,400,0,100,200,60,3,20,4,180,7,5
55897,2,1,1,1,5,1,200,0,0,20,20,2,10,3,60,3,3
55898,1,1,3,2,1,1,0,0,900,150,60,3,15,5,60,7,5
55899,1,1,1,1,1,1,407,0,342,342,0,2,5,5,180,0,NA
55900,2,1,1,1,5,2,500,0,0,500,160,2,5,4,180,14,14
55901,1,1,1,1,1,4,214,42,25,10,0,3,10,5,30,666,NA
55902,2,2,2,3,5,2,192,0,0,50,0,2,10,5,30,5,5
55903,2,3,3,2,5,1,600,0,400,200,0,3,15,4,60,0,NA
55904,2,1,1,1,5,1,700,0,0,300,100,2,10,4,120,3,3
55905,2,3,3,3,4,1,250,0,20,85,0,2,5,2,45,2,2
55906,2,2,2,2,4,3,257,0,0,999999,0,2,25,3,60,0,NA
55907,2,1,3,1,5,3,428,0,150,0,0,1,10,7,5,0,NA
55908,2,1,2,1,1,1,400,50,30,75,200,4,10,0,NA,1,1
55909,2,1,2,5,5,5,130,25,15,0,0,4,30,7,20,666,NA
55910,2,1,2,4,1,4,600,0,0,999999,0,2,5,7,60,15,12
55911,2,1,1,1,5,1,400,0,0,35,0,3,15,2,60,2,2
55912,1,1,1,3,1,5,500,0,0,1000,0,1,7,5,60,5,5
55913,2,1,1,1,5,2,500,0,0,500,160,2,5,4,180,14,14
55914,1,1,1,2,1,5,400,0,0,100,0,2,10,5,60,5,5
55915,2,1,4,4,5,4,40,0,0,75,0,4,10,3,90,666,NA
55916,2,1,1,4,3,5,400,0,0,70,0,2,10,7,120,4,4
55917,NA,3,3,3,5,1,150,0,0,100,0,2,5,7,30,666,NA
55918,2,2,2,2,5,4,642,0,0,75,0,1,10,2,90,3,3
55919,1,2,1,4,5,2,300,0,130,20,0,3,20,2,180,0,NA
55920,2,1,1,1,3,3,999999,999999,100,342,0,3,10,3,30,3,3
55921,2,1,1,1,1,1,200,0,0,150,0,2,4,7,30,18,18
55922,2,2,1,2,5,1,600,0,200,700,40,2,10,3,120,5,3
55923,2,1,1,4,5,2,514,128,0,107,0,2,15,7,60,7,7
55924,2,1,1,1,1,1,300,30,0,0,0,2,20,7,60,20,20
55925,2,1,1,4,2,3,200,60,200,171,0,4,10,4,25,7,4
55926,1,1,1,2,1,2,350,0,50,30,20,2,10,3,60,1,1
55927,2,2,2,2,5,2,500,0,0,40,10,2,10,5,120,5,5
55928,2,2,3,2,5,1,800,0,0,0,0,3,10,7,60,3,3
55929,2,2,1,1,5,1,200,0,0,0,0,2,15,3,90,4,4
55930,2,3,4,2,5,2,428,20,50,428,0,3,15,5,120,7,5
55931,1,1,3,1,1,1,428,0,214,150,100,1,10,5,90,10,8
55932,2,1,2,2,1,5,750,214,200,200,50,1,10,6,120,7,7
55933,1,1,1,3,5,5,1000,150,0,90,0,2,5,6,60,12,12
55934,2,1,1,4,5,4,535,0,0,100,0,2,5,4,60,7,6
55935,2,1,1,1,5,5,400,0,0,0,0,1,30,7,120,7,7
55936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55937,2,1,1,3,1,1,857,214,0,685,0,3,15,3,45,5,5
55938,2,1,1,2,1,1,428,0,0,100,0,2,10,6,30,7,6
55939,2,1,1,1,1,1,530,0,0,100,0,2,5,7,90,8,8
55940,2,2,3,2,5,2,400,0,30,100,0,4,30,7,120,2,2
55941,2,1,1,1,5,1,700,100,200,0,0,1,10,7,120,7,7
55942,2,1,1,3,3,5,200,0,50,400,100,4,2,5,40,5,5
55943,2,2,1,4,1,1,300,0,300,428,0,2,15,3,120,2,2
55944,2,1,2,3,2,4,500,0,0,400,0,5,10,4,120,7,7
55945,1,2,2,2,5,3,300,100,300,200,200,4,10,5,90,7,5
55946,1,1,1,1,5,2,321,0,321,300,200,2,10,5,90,5,5
55947,1,2,2,2,1,1,400,200,100,100,100,2,15,5,60,5,5
55948,2,2,3,1,5,4,160,42,0,180,0,1,15,7,60,7,7
55949,2,1,5,1,5,1,800,20,0,107,0,3,30,7,60,5,5
55950,2,2,2,2,5,4,428,0,214,0,0,3,20,7,120,21,21
55951,2,2,2,4,1,2,50,0,200,300,30,3,10,2,60,2,2
55952,2,4,3,4,2,4,30,0,10,107,0,5,60,0,NA,3,0
55953,1,1,1,4,5,5,1000,90,0,400,0,2,15,4,60,1,1
55954,2,2,3,1,5,1,150,50,0,200,0,2,10,2,60,666,NA
55955,1,1,1,1,3,1,999999,999999,999999,999999,999999,2,10,5,120,4,4
55956,2,1,1,1,1,1,600,100,0,50,300,3,10,1,60,14,1
55957,1,1,1,1,1,3,300,100,100,300,0,1,7,1,120,0,NA
55958,2,1,1,3,4,3,200,0,50,50,100,4,5,5,60,5,5
55959,2,3,2,3,5,3,214,0,42,85,0,2,10,5,120,7,5
55960,2,1,5,1,5,1,800,20,0,107,0,3,30,7,60,5,5
55961,1,2,2,1,5,1,400,0,0,400,500,1,10,0,180,2,0
55962,2,2,2,3,1,2,400,0,0,200,0,1,20,3,120,7,7
55963,2,1,1,1,1,2,1000,0,125,225,0,1,15,6,60,10,10
55964,1,1,1,1,1,5,700,0,0,250,50,2,5,7,60,5,5
55965,1,1,1,5,1,1,200,0,5,0,0,4,10,3,120,666,NA
55966,2,1,2,2,1,1,550,75,100,80,0,2,5,6,90,20,20
55967,2,3,1,4,5,3,30,0,214,437,0,2,10,5,120,5,5
55968,2,2,1,1,5,1,800,257,40,200,40,1,20,7,120,7,7
55969,2,1,1,3,5,3,999999,999999,999999,30,0,2,20,7,90,7,7
55970,2,1,3,1,5,1,450,0,0,100,0,1,5,6,180,19,19
55971,2,1,1,1,4,4,400,0,0,100,0,1,10,5,45,6,5
55972,2,1,1,1,1,2,600,428,30,400,0,2,5,4,75,4,4
55973,2,2,3,3,1,1,120,0,0,150,30,4,5,3,20,666,NA
55974,2,1,3,3,5,1,428,0,85,100,0,3,60,2,90,7,3
55975,2,1,3,1,5,1,800,0,0,150,40,3,5,5,60,7,5
55976,2,1,1,1,1,1,700,0,300,100,0,2,10,7,60,7,7
55977,2,1,1,4,3,1,300,0,171,200,60,2,10,7,90,7,7
55978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55979,2,1,1,2,3,2,428,0,64,0,42,2,15,7,180,2,2
55980,2,1,1,1,5,1,300,0,0,200,40,3,10,7,75,7,7
55981,1,1,1,2,5,4,428,85,21,25,0,2,5,7,60,5,5
55982,2,1,2,1,1,2,999999,999999,999999,25,0,1,10,7,60,7,7
55983,2,1,2,2,1,1,400,0,0,100,0,4,25,7,60,6,6
55984,2,1,2,3,5,1,171,0,0,42,0,2,10,0,NA,3,2
55985,2,1,2,2,5,4,240,0,100,25,0,2,10,7,90,7,7
55986,2,1,2,1,5,1,400,0,0,214,0,2,10,5,30,3,3
55987,2,1,1,1,1,3,1071,50,0,40,0,1,15,6,90,6,6
55988,2,1,1,3,5,5,364,0,35,0,0,3,15,7,45,7,7
55989,2,3,3,4,5,3,1000,0,428,300,200,2,15,7,60,12,12
55990,2,1,1,1,1,1,1100,200,200,350,100,3,10,7,180,5,5
55991,2,1,1,1,5,1,857,128,0,214,0,2,30,7,90,21,21
55992,2,1,1,3,5,3,500,0,0,300,0,2,20,7,90,2,2
55993,2,1,1,1,5,3,150,20,0,40,0,2,8,7,120,7,7
55994,2,1,2,2,5,1,350,0,300,100,0,4,20,7,180,9,9
55995,1,2,1,3,5,4,500,100,0,75,75,2,30,6,90,12,6
55996,2,2,3,4,5,3,500,70,150,20,0,2,15,0,NA,2,2
55997,2,3,1,1,2,2,600,0,0,200,60,4,30,3,120,0,NA
55998,1,1,1,3,1,1,200,25,0,0,0,3,5,3,120,666,NA
55999,2,2,1,3,4,2,771,171,107,257,60,2,20,7,60,7,7
56000,2,1,1,3,3,4,200,20,10,320,0,2,5,5,60,5,5
56001,2,1,1,1,5,3,400,75,50,20,30,3,15,4,60,4,4
56002,2,2,2,3,4,2,530,0,60,60,0,3,10,7,45,10,10
56003,2,1,1,4,5,5,642,0,250,20,0,2,10,7,180,7,7
56004,2,3,5,2,5,1,85,0,428,60,0,1,10,7,90,4,4
56005,1,1,2,1,5,2,400,45,0,0,0,1,45,7,45,666,NA
56006,2,1,1,2,5,1,257,0,42,20,0,2,10,6,60,7,7
56007,1,1,1,4,5,5,250,0,0,0,0,4,10,7,45,7,7
56008,2,1,2,2,5,3,1000,75,0,200,50,2,10,2,60,6,1
56009,2,4,1,4,5,4,428,0,0,0,0,2,15,7,60,7,7
56010,2,3,3,4,1,5,200,0,0,50,0,1,15,7,60,666,NA
56011,2,1,1,4,5,4,500,0,100,0,25,2,15,7,120,4,4
56012,2,3,3,3,5,5,428,0,0,0,0,2,10,7,90,7,7
56013,2,2,2,2,5,4,450,125,105,230,75,1,10,5,120,5,5
56014,2,3,2,3,5,3,200,50,50,200,50,2,5,1,45,7,1
56015,2,3,2,2,5,2,1071,85,85,128,0,2,20,5,60,6,5
56016,1,1,1,1,2,3,350,0,50,100,170,3,10,6,120,0,NA
56017,2,1,1,1,1,3,350,50,200,100,0,3,10,5,45,5,5
56018,2,1,1,1,1,1,428,85,0,300,0,2,45,5,90,4,4
56019,1,1,1,3,1,3,500,20,20,50,25,3,30,7,60,3,3
56020,2,1,2,2,5,5,600,0,0,75,0,2,15,5,60,6,5
56021,2,3,3,2,5,2,250,30,100,75,0,3,15,3,60,0,NA
56022,2,2,2,3,5,1,200,35,0,0,0,2,5,5,75,5,5
56023,2,1,2,1,5,1,150,0,50,0,0,2,10,7,120,2,2
56024,2,1,1,4,5,2,300,0,0,200,30,4,5,7,45,7,7
56025,2,1,1,5,1,3,225,20,0,18,0,3,30,4,75,666,NA
56026,2,1,1,3,1,3,214,42,85,42,10,2,10,7,30,666,NA
56027,2,1,1,1,5,1,700,123,39,150,0,3,10,7,60,7,7
56028,2,1,1,1,1,2,250,0,0,0,0,4,60,7,30,7,7
56029,2,1,3,4,1,4,150,20,0,30,0,1,5,7,60,7,7
56030,2,1,1,3,4,5,500,0,0,100,45,2,10,5,60,3,3
56031,2,1,1,4,5,2,500,0,400,100,60,3,5,5,60,1,1
56032,2,1,1,3,1,4,600,100,100,500,30,1,10,5,90,19,19
56033,2,1,3,4,5,4,400,130,999999,200,0,3,10,5,120,14,12
56034,2,2,2,3,5,2,428,171,20,40,40,3,20,6,60,6,6
56035,2,1,1,3,2,2,428,0,214,12,30,2,15,3,240,7,7
56036,1,1,1,3,1,1,700,150,200,80,0,2,5,7,90,7,7
56037,2,1,2,1,5,5,600,50,0,150,50,2,5,7,90,7,7
56038,1,1,1,1,5,3,857,0,0,70,50,2,10,7,90,7,7
56039,2,3,3,4,5,1,200,0,160,535,170,4,15,0,NA,0,NA
56040,1,1,1,4,1,5,400,100,0,200,0,2,20,5,60,5,5
56041,2,1,1,1,5,1,200,50,25,75,0,2,35,6,60,14,14
56042,1,1,1,1,1,1,857,0,0,175,0,1,4,3,90,7,3
56043,2,1,2,2,5,1,428,0,30,428,85,3,5,7,180,0,NA
56044,2,1,1,2,5,2,200,0,200,50,30,3,10,7,120,7,7
56045,2,1,1,1,5,4,500,0,0,75,0,2,15,4,60,7,4
56046,2,1,2,5,5,3,600,0,0,35,35,2,5,5,60,2,2
56047,2,1,1,1,5,1,1071,857,0,0,0,2,10,5,120,2,2
56048,2,1,3,2,1,3,857,0,0,999999,85,1,10,6,90,6,6
56049,2,4,3,3,5,1,300,0,0,60,0,4,10,5,60,0,NA
56050,2,1,1,1,3,4,100,0,500,300,0,2,10,7,90,9,9
56051,2,2,1,3,1,1,1200,0,0,999999,0,2,5,7,60,0,NA
56052,2,3,3,3,3,3,685,0,100,171,0,2,15,7,60,7,7
56053,2,2,2,1,1,4,230,0,30,300,50,2,10,2,30,666,NA
56054,2,3,1,3,1,1,600,0,30,0,20,2,5,7,60,2,2
56055,2,1,1,3,5,3,557,0,0,0,0,2,20,7,90,7,7
56056,2,1,2,2,5,2,428,107,50,428,0,1,5,5,90,3,3
56057,2,1,2,1,1,5,857,214,100,500,50,2,10,3,120,3,3
56058,2,1,1,4,5,1,300,0,0,25,0,2,10,3,60,2,2
56059,2,1,3,2,5,1,600,20,100,84,50,2,2,5,45,0,NA
56060,2,4,2,4,4,3,600,50,100,50,25,2,30,6,60,0,NA
56061,2,1,1,1,1,4,1500,100,150,30,0,4,20,7,60,7,7
56062,2,1,1,2,5,4,170,0,50,0,0,4,15,7,60,666,NA
56063,2,2,2,3,4,3,100,0,0,17,0,4,20,2,60,666,NA
56064,2,1,1,1,1,1,428,85,0,300,0,2,45,5,90,4,4
56065,2,1,1,3,4,5,500,0,0,100,45,2,10,5,60,3,3
56066,2,1,3,4,5,3,1285,0,0,50,0,1,10,2,60,2,2
56067,1,3,3,4,5,5,30,0,0,50,0,3,5,999,60,666,NA
56068,2,2,2,4,4,4,400,0,315,70,60,2,20,6,90,21,21
56069,2,1,1,1,1,4,1500,428,0,0,0,1,15,7,120,7,7
56070,2,1,1,1,5,1,700,0,0,40,0,2,10,7,120,7,7
56071,2,2,1,1,5,5,150,0,0,50,0,3,5,4,60,4,4
56072,2,1,1,2,5,5,250,0,0,60,0,1,10,7,60,5,5
56073,2,1,1,3,5,3,471,0,150,0,0,2,10,7,50,7,7
56074,1,2,2,2,1,2,300,75,0,150,0,3,NA,5,60,5,5
56075,2,1,1,3,4,4,857,0,0,999999,0,2,5,4,180,7,7
56076,2,1,1,1,5,1,400,0,0,85,85,3,10,7,60,7,6
56077,2,5,5,1,5,1,200,0,0,100,50,5,10,0,NA,666,NA
56078,2,3,1,5,5,1,650,0,0,0,0,3,10,5,120,7,7
56079,2,1,1,1,5,1,500,0,0,999999,0,2,10,7,60,7,7
56080,2,1,1,4,5,1,600,0,200,40,0,2,45,7,90,21,21
56081,2,2,2,2,5,3,200,0,0,0,0,2,20,2,60,2,2
56082,2,1,3,5,5,1,600,0,0,0,50,2,5,7,60,7,7
56083,2,1,1,1,5,3,600,0,0,999999,0,2,5,7,60,6,6
56084,2,1,3,2,3,2,400,100,30,250,0,3,5,4,60,6,3
56085,2,1,1,3,4,3,230,0,0,60,0,3,15,7,180,7,7
56086,2,4,2,3,5,5,0,0,0,20,0,4,10,1,90,666,NA
56087,2,1,1,1,5,1,500,0,0,0,0,3,10,6,60,7,7
56088,2,1,1,1,5,3,200,30,0,50,40,2,5,7,60,7,7
56089,2,1,1,3,1,4,642,0,0,128,0,3,30,7,60,7,7
56090,1,1,3,4,1,3,500,0,70,200,0,1,5,7,120,7,7
56091,2,1,2,1,1,4,771,0,60,128,0,1,15,6,60,5,5
56092,2,1,2,4,4,4,560,100,0,55,0,3,5,5,60,7,5
56093,2,1,1,3,5,5,900,30,0,0,0,3,35,7,120,7,7
56094,2,1,1,99,99,99,999999,999999,999999,999999,999999,99,99999,999,99999,999,NA
56095,2,3,3,2,5,3,428,42,0,100,0,2,15,5,120,7,6
56096,2,1,2,1,5,4,514,0,0,0,0,2,15,7,90,7,7
56097,2,1,1,5,1,5,150,0,80,30,30,3,45,4,45,3,3
56098,1,2,2,3,5,3,999999,999999,0,999999,999999,3,5,4,45,3,3
56099,1,1,1,2,1,1,150,0,300,0,125,2,20,7,90,1,1
56100,2,2,1,2,2,3,600,0,0,30,0,2,30,6,60,6,6
56101,2,1,2,1,5,1,1285,214,0,257,0,2,7,0,NA,5,5
56102,2,1,1,2,5,4,857,128,500,300,30,2,5,6,60,16,15
56103,2,1,1,4,1,1,342,0,428,171,0,2,10,7,180,7,7
56104,2,1,1,2,1,4,400,0,0,30,0,2,10,7,120,7,7
56105,1,2,2,3,5,5,500,0,0,200,0,4,20,6,120,5,5
56106,2,3,1,5,5,1,771,0,80,40,20,2,5,7,99999,0,NA
56107,2,1,1,1,5,1,300,0,0,15,0,1,5,7,60,7,7
56108,2,1,1,2,5,1,400,0,0,200,0,3,15,7,60,7,7
56109,2,1,1,2,1,5,500,0,0,40,0,4,15,6,120,6,6
56110,2,2,2,3,2,3,999999,999999,999999,200,0,3,10,7,99999,7,7
56111,2,3,3,3,5,2,280,0,100,60,0,3,15,7,120,7,6
56112,2,2,2,1,1,2,550,50,0,250,100,3,5,7,60,7,7
56113,1,1,1,2,5,4,600,100,150,150,25,3,10,5,120,6,5
56114,1,1,1,4,1,5,214,20,30,107,0,2,5,7,30,666,NA
56115,2,3,3,1,5,4,400,0,0,0,0,4,25,7,180,7,7
56116,2,1,1,1,1,1,600,100,0,50,300,3,10,1,60,14,1
56117,2,1,1,2,3,1,786,0,0,50,0,2,15,7,120,7,7
56118,2,2,1,3,5,3,1071,342,0,0,0,2,30,7,120,7,7
56119,2,3,1,1,5,1,2357,125,0,60,40,4,5,6,60,15,15
56120,2,1,2,5,1,5,535,128,214,428,0,2,5,5,75,9,7
56121,2,1,2,4,5,3,450,0,0,0,0,3,10,7,60,21,21
56122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56123,2,3,3,4,5,3,200,0,0,100,0,2,10,0,NA,666,NA
56124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56125,1,2,2,4,1,2,642,214,214,535,107,2,3,5,45,10,8
56126,2,1,2,4,2,4,400,0,0,0,0,2,20,7,180,10,10
56127,2,1,1,1,1,2,1928,150,200,0,0,1,15,7,180,7,7
56128,2,4,4,3,1,5,50,0,0,100,0,2,30,0,NA,666,NA
56129,2,1,2,3,5,3,600,0,0,40,0,4,30,6,120,7,7
56130,2,2,1,3,1,1,300,0,50,30,0,3,10,7,90,7,7
56131,1,1,1,2,5,4,428,85,21,25,0,2,5,7,60,5,5
56132,2,1,1,5,5,3,214,0,0,100,0,3,15,7,60,7,7
56133,2,1,2,4,1,4,100,20,0,100,0,3,30,7,60,7,7
56134,1,2,1,3,4,3,900,0,0,0,0,2,20,7,120,7,7
56135,2,1,2,2,1,4,642,214,0,100,0,2,15,6,40,7,6
56136,1,2,2,3,5,3,150,0,10,30,0,4,5,7,60,7,7
56137,2,1,1,1,5,3,535,0,120,200,0,2,10,7,120,7,7
56138,2,1,1,4,5,3,857,428,0,0,0,2,5,7,15,7,7
56139,1,1,1,4,1,1,220,0,180,85,0,2,20,7,180,7,7
56140,2,1,1,2,1,2,214,0,50,85,42,2,20,7,45,7,7
56141,2,1,1,4,3,5,400,0,0,70,0,2,10,7,120,4,4
56142,2,1,1,3,4,5,500,0,0,100,45,2,10,5,60,3,3
56143,2,1,1,4,4,1,250,0,300,40,15,3,15,4,120,4,4
56144,2,1,1,3,5,3,400,0,0,200,0,2,5,4,120,4,4
56145,2,1,1,1,5,3,642,214,0,30,128,4,10,5,120,3,2
56146,2,1,2,2,1,2,250,0,0,100,0,2,20,6,60,7,6
56147,1,1,2,3,1,4,300,0,0,100,0,2,45,7,60,14,14
56148,2,2,2,3,1,2,400,0,0,200,0,1,20,3,120,7,7
56149,2,1,1,1,1,3,450,0,60,150,0,1,10,4,90,4,4
56150,2,1,1,4,5,2,200,0,0,50,37,3,10,5,60,5,5
56151,NA,2,2,1,5,3,0,0,0,0,0,3,10,7,30,666,NA
56152,2,1,1,1,5,1,1700,200,500,800,100,1,10,3,40,10,10
56153,2,1,1,5,1,5,100,0,0,0,0,3,10,7,60,7,7
56154,2,1,1,1,4,3,200,0,100,40,0,3,30,4,120,4,4
56155,2,1,1,1,1,5,342,0,128,50,0,2,10,7,60,5,5
56156,2,2,2,2,5,3,999999,999999,0,30,0,5,10,7,60,21,20
56157,1,1,1,2,1,4,400,0,50,200,0,2,15,3,120,7,3
56158,1,3,1,3,1,4,400,50,0,0,0,2,10,7,120,0,NA
56159,2,1,1,1,1,2,1000,0,125,225,0,1,15,6,60,10,10
