"seqn","cbd010","cbq020","cbq030","cbq040","cbq050","cbq060","cbd070","cbd090","cbd110","cbd120","cbd130","cbq140","cbd150","cbd160","cbd170","cbd180","cbq190"
53082,2,2,4,2,5,1,500,150,100,535,15,4,3,4,60,0,NA
53083,2,2,4,3,1,4,250,0,0,250,0,3,10,4,60,12,8
53084,2,1,1,1,5,5,200,0,0,100,0,4,5,3,60,666,NA
53085,2,1,1,1,5,1,500,150,50,150,0,2,10,7,60,7,5
53086,2,1,2,5,5,3,600,0,0,35,35,2,5,5,60,2,2
53087,1,1,1,3,3,4,500,50,150,200,0,2,15,4,60,3,3
53088,2,2,3,1,5,3,250,50,0,100,0,3,15,5,60,0,NA
53089,1,3,3,3,2,5,150,40,0,128,0,3,10,7,60,666,NA
53090,2,1,1,1,5,1,400,0,30,50,50,3,60,7,60,21,21
53091,2,1,1,1,5,3,857,0,200,300,0,1,10,6,120,0,NA
53092,2,1,1,1,5,1,160,0,0,0,0,1,20,2,120,7,2
53093,1,1,1,4,5,3,60,0,0,25,0,4,10,7,90,666,NA
53094,2,1,1,1,5,5,632,0,0,0,80,3,30,7,90,1,1
53095,2,2,1,2,5,1,250,0,0,60,0,1,15,7,120,666,NA
53096,2,3,3,3,5,1,777777,777777,777777,777777,777777,77,77777,777,77777,777,NA
53097,2,1,1,1,5,1,788,0,0,20,0,4,20,7,120,7,7
53098,2,1,1,2,5,2,120,15,0,130,0,2,15,3,60,666,NA
53099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53100,2,1,1,1,1,3,400,0,0,500,30,2,10,3,60,1,1
53101,2,2,2,1,5,1,130,0,20,15,0,4,10,6,45,17,6
53102,2,1,1,1,5,1,130,0,0,50,0,2,5,6,30,6,6
53103,2,1,2,3,4,5,400,0,200,200,60,2,20,5,60,5,5
53104,1,2,1,1,5,1,400,150,0,100,0,1,15,3,60,14,14
53105,2,1,1,1,1,2,500,50,150,200,40,2,10,4,15,7,4
53106,2,1,1,2,5,2,600,0,0,100,0,2,10,6,60,9,7
53107,2,3,1,3,5,1,350,0,0,30,0,1,2,7,90,7,7
53108,2,1,1,1,5,5,450,35,0,0,0,3,10,7,120,7,7
53109,2,3,3,2,5,1,150,0,0,280,0,3,5,1,60,1,1
53110,2,1,1,1,1,3,428,80,0,100,0,2,10,6,180,7,6
53111,2,1,1,2,5,1,760,0,0,60,0,3,10,5,30,0,NA
53112,2,1,2,3,5,1,1071,0,0,0,0,2,10,7,180,7,7
53113,2,1,1,3,5,5,280,0,0,150,30,2,2,2,25,7,3
53114,2,1,1,2,1,1,642,0,110,0,0,1,15,7,120,7,7
53115,2,1,2,2,5,3,514,0,300,214,0,2,15,7,90,21,21
53116,2,3,1,3,5,3,100,0,25,0,30,4,15,3,45,3,3
53117,2,1,2,4,1,4,100,20,0,100,0,3,30,7,60,7,7
53118,2,3,5,5,4,4,40,0,15,5,0,4,15,2,60,666,NA
53119,2,1,2,1,5,1,400,0,0,50,0,3,60,5,60,7,5
53120,2,1,1,1,5,2,500,0,0,30,0,2,5,7,45,7,7
53121,2,1,2,3,4,1,500,100,300,75,50,2,15,5,60,5,5
53122,2,1,2,1,1,1,700,75,75,200,30,1,5,5,120,5,5
53123,2,1,1,1,1,1,700,300,0,50,30,3,5,7,180,7,7
53124,2,1,2,3,1,4,535,50,0,75,0,2,40,7,90,7,7
53125,2,1,1,1,1,1,500,100,100,0,20,2,5,7,90,7,7
53126,2,1,2,3,5,3,535,128,137,30,0,2,10,5,30,4,4
53127,2,2,2,1,5,4,300,0,50,115,70,3,5,5,60,7,5
53128,2,1,1,3,5,1,642,0,0,0,0,2,60,7,40,14,14
53129,2,1,3,2,5,3,500,0,200,428,214,2,5,7,120,7,7
53130,2,1,1,2,1,3,300,0,42,100,20,2,5,5,60,5,5
53131,2,3,1,1,5,1,200,0,65,150,0,4,45,7,240,7,4
53132,2,1,1,1,5,1,400,0,100,200,60,3,20,4,180,7,5
53133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53134,2,2,2,2,5,3,642,0,0,100,0,2,60,7,60,6,6
53135,2,1,2,3,1,4,400,50,10,100,15,2,5,4,30,666,NA
53136,2,1,2,2,1,3,1285,214,0,428,107,2,10,4,60,5,3
53137,2,1,1,1,1,1,400,0,200,60,0,3,10,5,60,2,2
53138,2,1,2,4,5,3,1000,0,50,100,0,2,5,7,120,14,14
53139,2,1,1,4,3,3,300,0,75,50,0,2,10,5,120,2,2
53140,1,1,1,1,1,1,400,60,100,0,0,3,10,7,30,7,7
53141,2,1,1,4,5,4,642,107,0,0,0,1,120,7,120,7,7
53142,2,1,1,2,5,1,428,0,0,80,0,2,15,7,120,999,NA
53143,2,1,1,1,1,3,1285,0,0,1285,40,2,20,4,90,21,15
53144,2,2,2,4,2,4,128,12,42,171,128,2,1,3,90,666,NA
53145,2,2,1,4,5,3,200,0,200,800,0,2,5,7,60,5,5
53146,2,1,3,1,5,1,300,40,100,100,60,4,5,4,180,7,7
53147,2,2,2,4,5,4,642,0,0,0,0,2,10,7,60,7,7
53148,2,1,2,3,5,1,642,85,85,128,0,2,15,7,120,7,7
53149,2,1,2,4,1,4,100,20,0,100,0,3,30,7,60,7,7
53150,2,2,3,2,5,2,400,0,30,100,0,4,30,7,120,2,2
53151,2,1,1,1,5,1,857,0,0,214,0,3,20,5,120,7,7
53152,2,1,1,1,1,1,100,0,300,171,40,2,15,4,60,4,4
53153,2,4,4,1,5,1,85,0,0,999999,85,5,5,0,NA,0,NA
53154,2,1,4,3,1,4,235,0,20,0,0,2,10,7,10,666,NA
53155,2,1,1,3,1,3,1200,400,0,999999,40,3,2,4,60,8,8
53156,2,1,3,2,1,2,514,0,60,0,0,2,30,7,60,7,7
53157,2,1,1,2,1,5,600,0,0,200,50,1,5,7,120,16,16
53158,2,1,1,1,5,1,0,0,600,300,0,4,10,7,20,0,NA
53159,2,1,3,3,5,5,428,107,999999,15,0,2,20,6,120,2,2
53160,2,1,1,3,5,5,400,0,40,20,0,3,5,7,60,7,7
53161,2,1,1,1,5,3,200,30,0,50,40,2,5,7,60,7,7
53162,2,3,4,4,5,3,600,0,0,0,20,2,10,7,45,0,NA
53163,2,1,1,1,2,2,200,0,0,75,0,2,5,0,NA,7,0
53164,2,2,5,1,5,1,400,0,100,428,0,2,5,7,60,7,7
53165,2,2,2,3,5,2,305,0,0,50,0,4,25,7,120,0,NA
53166,1,1,1,4,1,5,1000,0,0,0,0,2,10,5,120,7,7
53167,2,3,3,1,1,3,800,0,0,65,0,2,40,5,60,0,NA
53168,2,2,3,3,1,5,999999,999999,0,0,0,3,10,4,90,666,NA
53169,2,2,3,1,5,1,428,0,0,214,0,2,10,5,60,7,5
53170,2,4,3,3,5,1,300,0,50,150,0,2,5,7,90,10,10
53171,1,1,1,1,5,3,300,0,150,80,50,3,5,4,90,1,1
53172,2,1,1,1,1,4,428,85,428,30,0,2,15,4,60,3,3
53173,1,1,1,1,5,1,0,0,450,15,0,2,5,7,45,7,7
53174,2,1,4,4,5,3,400,125,0,100,0,2,5,7,120,7,7
53175,2,1,1,1,5,1,514,0,0,120,0,1,15,6,120,6,6
53176,2,1,1,3,1,1,1071,428,0,128,0,2,5,7,60,6,6
53177,2,2,2,1,1,1,342,0,0,321,15,3,5,7,60,5,5
53178,2,1,3,5,5,3,0,0,0,10,0,6,99999,0,NA,666,NA
53179,2,1,1,1,5,2,857,0,321,100,0,2,5,7,60,6,6
53180,2,3,3,3,5,3,999999,999999,0,999999,999999,2,10,4,99999,666,NA
53181,2,1,2,1,1,5,535,0,0,321,0,2,20,3,60,21,13
53182,2,1,1,3,4,3,250,0,50,0,0,4,15,7,120,3,3
53183,2,3,2,3,1,4,300,0,100,20,0,3,10,7,90,7,7
53184,2,1,2,1,5,4,100,0,10,300,20,5,3,2,120,11,9
53185,2,1,2,2,5,2,400,150,100,60,60,3,10,7,60,14,14
53186,NA,1,3,1,5,1,85,0,0,2,0,2,20,0,NA,666,NA
53187,1,1,1,1,5,1,300,10,500,1157,100,3,10,4,90,5,4
53188,2,2,2,3,1,1,250,0,85,85,0,2,120,0,NA,666,NA
53189,1,1,1,4,5,4,400,45,325,200,0,3,20,7,60,21,21
53190,2,1,3,3,2,4,999999,999999,999999,0,0,99,10,7,99999,3,3
53191,2,1,1,3,1,1,250,0,0,250,0,4,10,5,60,666,NA
53192,2,2,3,1,5,3,250,50,0,100,0,3,15,5,60,0,NA
53193,2,2,2,4,5,4,500,0,0,0,0,4,10,7,60,7,7
53194,2,2,3,4,1,4,600,0,0,120,0,1,5,7,90,7,7
53195,2,1,1,4,1,3,257,21,0,128,0,3,10,6,120,21,21
53196,2,1,1,3,5,4,1071,214,428,214,214,3,5,4,30,4,4
53197,2,1,1,3,5,4,857,0,342,0,0,2,10,5,90,5,5
53198,1,2,2,2,5,2,450,0,100,40,20,2,15,5,90,4,4
53199,7,77,77,77,77,77,777777,777777,777777,777777,777777,77,77777,777,77777,777,NA
53200,2,1,1,1,5,2,642,85,0,70,50,1,10,4,60,5,5
53201,2,1,1,1,5,2,500,0,0,0,0,4,10,7,120,21,21
53202,2,1,1,1,5,5,300,0,0,30,0,2,5,7,60,7,7
53203,2,1,1,2,5,5,535,64,150,0,0,1,15,7,60,7,7
53204,2,1,2,1,1,1,1000,0,200,100,10,4,5,7,90,10,10
53205,2,1,1,1,4,2,750,0,0,75,75,1,5,6,60,4,4
53206,2,3,2,3,5,1,214,0,0,75,0,2,15,7,60,7,7
53207,2,2,1,3,3,3,428,0,0,321,0,2,20,7,120,21,21
53208,2,2,1,3,1,4,428,85,85,214,60,2,10,4,60,4,4
53209,2,1,1,4,1,4,520,100,0,150,30,2,10,7,60,10,10
53210,2,1,1,3,5,2,700,0,0,45,0,1,10,7,60,5,5
53211,1,1,1,1,5,3,100,80,600,100,0,3,60,7,120,7,7
53212,2,1,1,1,5,1,428,0,0,0,0,1,15,7,120,7,7
53213,2,2,3,1,1,4,300,50,0,50,0,3,15,5,120,0,NA
53214,2,2,2,1,5,1,857,50,0,50,50,2,10,5,60,5,5
53215,1,1,1,3,5,5,857,128,0,428,0,1,20,7,120,7,7
53216,1,1,1,1,5,4,600,200,500,150,50,3,3,4,90,3,1
53217,2,3,3,1,1,3,464,30,0,20,0,4,60,7,60,0,NA
53218,2,1,2,1,5,3,600,50,0,200,100,3,10,5,45,14,12
53219,2,1,1,1,1,5,300,20,15,0,0,3,15,7,120,7,7
53220,2,3,4,4,5,4,342,0,0,47,0,2,10,3,60,666,NA
53221,2,1,1,1,1,5,428,0,0,200,100,2,15,5,60,7,5
53222,1,1,1,2,1,1,200,50,100,50,25,3,10,6,90,10,10
53223,2,1,1,1,5,1,80,0,0,80,20,4,8,5,120,5,5
53224,1,1,2,4,5,3,300,0,50,50,50,3,15,5,60,5,5
53225,2,2,1,2,5,1,500,0,0,40,25,1,5,5,120,7,5
53226,2,1,1,4,4,5,42,0,0,0,0,2,5,7,15,666,NA
53227,1,1,1,3,1,2,257,0,171,100,0,1,5,7,60,5,5
53228,2,1,1,1,5,5,600,0,400,100,0,3,30,7,180,7,7
53229,2,1,1,3,2,3,500,50,100,200,50,2,5,5,90,4,4
53230,2,1,2,5,1,4,300,0,100,60,0,3,20,7,120,7,7
53231,2,2,2,4,5,5,200,0,0,25,0,2,10,7,90,7,7
53232,2,1,1,3,5,4,600,0,350,0,15,3,45,7,120,9,9
53233,1,1,1,4,1,1,500,25,0,100,0,3,15,6,60,7,6
53234,2,1,2,2,1,3,500,50,50,75,25,2,10,5,60,6,5
53235,2,1,3,3,1,1,857,0,200,999999,0,1,10,5,60,9,8
53236,2,3,2,3,4,1,250,35,25,40,20,4,15,1,180,0,NA
53237,2,1,2,3,5,4,200,0,0,777777,0,2,20,7,60,14,7
53238,2,2,2,3,5,2,685,257,0,257,0,2,10,6,120,7,7
53239,2,1,1,1,5,2,150,0,0,50,0,3,20,7,60,7,7
53240,2,1,3,1,4,3,428,0,0,214,42,2,5,5,60,14,14
53241,2,1,1,1,4,3,150,25,40,20,0,4,15,4,120,666,NA
53242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53243,2,1,2,2,5,1,450,50,30,50,0,3,45,6,120,7,6
53244,2,1,1,3,2,3,999999,999999,999999,999999,999999,1,10,7,60,2,2
53245,2,2,3,2,5,2,400,0,0,150,50,3,5,4,120,5,4
53246,2,1,1,3,1,4,400,0,107,85,0,4,35,7,120,7,7
53247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53248,2,1,1,2,5,1,1000,0,999999,200,50,2,10,4,60,14,11
53249,2,1,1,4,5,1,428,0,0,21,20,4,3,7,60,666,NA
53250,2,2,3,1,5,2,857,257,80,0,0,1,10,7,120,7,7
53251,1,3,4,3,3,5,20,0,0,45,0,6,12,7,2,666,NA
53252,2,1,1,1,5,1,400,0,0,16,0,3,5,7,90,21,20
53253,2,1,1,1,1,1,120,0,0,100,0,1,5,2,45,2,2
53254,2,1,2,2,1,3,400,0,0,0,0,2,15,7,90,7,7
53255,2,1,3,1,1,1,50,0,100,200,0,3,10,0,NA,0,NA
53256,2,3,1,4,5,1,300,0,0,30,0,4,10,5,60,5,5
53257,2,1,1,1,1,1,800,0,100,300,40,2,5,7,90,7,7
53258,2,3,3,2,5,1,600,0,400,200,0,3,15,4,60,0,NA
53259,2,1,1,4,1,1,200,0,0,100,0,2,15,0,NA,0,NA
53260,1,1,1,3,1,5,125,0,50,128,30,4,3,4,60,4,4
53261,2,1,1,1,1,4,150,0,0,50,0,2,30,0,NA,666,NA
53262,2,2,2,4,5,5,400,0,0,0,0,2,5,7,60,7,7
53263,NA,2,2,2,5,2,128,0,0,0,0,2,5,7,30,666,NA
53264,2,1,1,3,5,4,600,0,350,0,15,3,45,7,120,9,9
53265,2,2,2,2,5,1,300,38,0,245,0,3,5,0,NA,0,NA
53266,2,2,2,2,5,1,428,64,0,100,0,2,5,7,90,0,NA
53267,1,2,3,1,1,1,600,0,0,200,60,2,5,7,90,5,5
53268,2,1,1,1,2,1,250,25,50,30,0,2,20,6,60,7,6
53269,2,2,3,4,5,3,200,0,0,0,0,3,10,5,90,0,NA
53270,2,1,1,1,5,1,220,0,0,100,0,2,20,5,120,6,6
53271,2,1,1,2,2,2,2142,342,0,128,100,3,90,6,90,14,12
53272,2,1,1,4,5,5,600,20,0,0,20,2,10,7,60,7,7
53273,2,1,1,3,4,5,500,0,0,100,45,2,10,5,60,3,3
53274,2,1,3,4,5,5,857,0,0,0,0,1,10,7,180,7,7
53275,1,1,1,1,5,1,260,0,0,120,20,3,15,7,120,1,1
53276,2,2,2,2,5,2,300,42,50,0,0,2,10,7,120,7,7
53277,2,1,1,1,5,3,400,0,0,200,0,1,15,7,60,7,7
53278,2,1,1,1,5,5,400,200,0,45,0,2,5,7,60,7,7
53279,2,1,1,1,5,1,150,0,0,130,0,4,5,0,NA,0,NA
53280,2,1,1,3,5,2,400,0,0,50,0,4,10,7,30,5,5
53281,2,2,1,3,1,1,1200,0,0,999999,0,2,5,7,60,0,NA
53282,2,3,1,3,5,5,100,0,48,0,0,4,4,7,60,666,NA
53283,1,2,1,1,5,3,600,0,0,428,0,3,5,6,60,6,6
53284,2,2,1,1,5,1,800,257,40,200,40,1,20,7,120,7,7
53285,2,1,3,3,1,3,500,0,150,30,60,4,10,6,90,4,4
53286,2,1,2,4,2,5,300,0,100,50,0,2,15,5,45,666,NA
53287,2,3,1,1,5,1,200,25,300,200,50,3,7,4,120,3,3
53288,1,1,1,3,1,1,180,20,0,0,0,2,5,7,60,666,NA
53289,2,1,1,2,1,3,250,25,0,20,0,3,10,7,60,21,20
53290,2,1,1,1,1,1,700,100,280,0,20,3,10,7,60,2,2
53291,2,1,1,5,1,4,180,0,0,50,0,3,20,7,45,666,NA
53292,2,3,1,1,5,1,223,0,55,60,30,4,5,4,120,4,4
53293,1,1,1,4,4,5,240,0,50,100,0,2,5,5,15,666,NA
53294,2,1,1,4,3,4,857,0,342,128,0,1,20,7,120,7,7
53295,2,1,3,3,4,1,300,75,0,60,0,3,5,5,10,2,2
53296,2,3,3,3,5,1,50,0,75,10,0,4,2,6,90,6,6
53297,2,2,2,2,2,3,450,50,100,214,0,3,15,4,60,3,3
53298,2,2,2,2,5,3,500,75,0,0,0,1,15,7,120,7,7
53299,2,2,2,2,1,1,200,0,75,150,0,3,10,6,30,0,NA
53300,2,2,3,1,1,1,342,0,0,100,0,2,3,5,60,7,5
53301,2,1,1,2,5,2,85,21,42,10,0,4,10,4,120,4,4
53302,2,4,1,1,5,1,200,0,0,400,0,2,15,5,60,5,5
53303,2,1,3,3,5,3,471,0,64,171,0,2,5,6,120,7,6
53304,2,3,3,2,5,3,75,0,0,100,0,2,5,2,60,666,NA
53305,2,1,2,2,5,3,428,0,0,50,0,1,30,7,120,7,7
53306,2,1,1,3,5,1,642,0,0,0,0,2,60,7,40,14,14
53307,1,1,1,1,1,1,1000,0,100,100,0,1,7,5,120,1,1
53308,2,1,1,5,5,4,100,0,0,0,0,2,30,7,180,666,NA
53309,2,1,2,1,1,1,400,0,0,200,0,2,15,5,120,5,4
53310,2,2,1,1,5,1,428,42,200,250,60,3,10,6,90,3,3
53311,2,1,1,3,5,3,200,0,0,100,0,2,15,1,90,2,2
53312,2,2,3,4,4,2,800,0,128,857,0,2,5,6,120,4,4
53313,1,1,1,2,5,4,1000,0,0,5,0,2,5,7,120,16,16
53314,2,1,3,1,5,3,450,0,50,20,0,3,15,7,90,7,7
53315,2,1,1,1,5,3,321,0,30,200,50,2,0,6,30,7,6
53316,1,1,2,2,5,2,400,0,0,0,30,4,5,7,180,7,7
53317,2,1,1,4,5,2,300,25,0,0,10,3,15,5,45,14,14
53318,2,1,3,3,5,3,40,0,350,400,0,2,20,5,90,12,12
53319,2,2,2,2,1,2,428,42,0,90,0,3,60,7,120,7,7
53320,2,1,3,1,5,3,600,0,20,40,0,2,20,7,120,7,7
53321,2,3,3,4,5,3,1000,0,428,300,200,2,15,7,60,12,12
53322,1,1,1,3,5,1,321,77,0,257,85,1,5,5,60,6,6
53323,2,1,1,2,1,4,557,85,214,300,0,2,10,7,60,3,3
53324,2,1,1,1,5,1,350,0,0,80,0,4,10,6,60,7,7
53325,1,2,4,1,2,2,600,42,128,257,42,2,10,3,120,3,3
53326,2,3,3,3,3,3,685,0,100,171,0,2,15,7,60,7,7
53327,2,1,1,3,5,1,400,0,0,60,0,2,10,7,120,7,7
53328,2,3,1,3,3,3,857,321,0,40,0,4,3,5,90,3,3
53329,2,3,3,4,5,3,300,0,0,0,0,3,5,7,120,7,7
53330,2,2,2,3,5,2,214,0,0,12,17,2,20,7,120,14,7
53331,2,1,1,2,5,4,257,0,0,0,0,2,20,7,30,7,7
53332,2,1,1,1,1,1,428,42,0,100,0,2,3,5,60,7,5
53333,2,1,1,4,5,4,642,107,0,0,0,1,120,7,120,7,7
53334,2,1,3,3,5,3,300,0,30,20,0,3,5,5,60,5,5
53335,2,3,3,3,5,4,642,128,0,0,0,1,5,7,90,7,7
53336,2,1,1,1,2,1,300,80,200,100,40,3,15,7,120,7,7
53337,2,1,2,2,5,2,857,0,0,0,0,2,35,7,120,7,7
53338,2,2,1,1,3,1,200,30,20,15,0,2,10,4,60,2,2
53339,2,3,1,4,4,1,428,0,300,428,50,2,15,5,40,1,1
53340,2,1,2,2,5,1,0,0,200,80,40,3,5,5,120,3,3
53341,2,1,1,3,5,5,30,0,0,20,0,2,5,7,60,666,NA
53342,2,1,1,2,1,1,700,35,0,60,0,2,5,7,60,2,2
53343,2,1,1,2,5,2,400,0,85,0,0,2,15,7,120,7,7
53344,2,1,3,1,4,2,514,0,80,514,0,1,10,2,45,3,3
53345,2,1,1,3,5,1,0,0,500,20,0,4,20,7,60,12,12
53346,2,3,3,1,1,1,600,0,0,200,100,2,10,6,180,7,6
53347,2,1,3,1,5,1,428,0,0,100,0,2,5,7,60,11,11
53348,2,1,1,3,1,2,350,0,0,0,0,4,10,7,180,5,5
53349,2,1,1,1,1,1,700,180,0,1,80,3,7,4,120,4,4
53350,2,1,1,3,5,3,557,128,0,80,0,3,20,5,120,4,4
53351,2,2,2,2,2,3,200,15,60,500,0,2,15,3,30,0,NA
53352,2,1,1,1,5,1,219,0,0,0,4,2,10,1,45,0,NA
53353,1,1,2,1,5,5,578,0,0,0,150,2,60,6,90,7,7
53354,2,1,2,3,5,1,450,0,30,200,0,3,15,7,180,2,2
53355,2,1,1,1,5,1,250,0,100,150,50,4,5,4,90,0,NA
53356,2,1,2,2,5,1,400,0,30,50,24,4,10,7,120,4,4
53357,2,1,1,2,2,3,600,150,50,50,50,2,15,6,75,6,6
53358,2,1,1,1,5,2,642,244,78,0,0,1,15,7,120,7,7
53359,2,1,1,4,5,4,500,0,0,0,20,2,15,7,90,7,7
53360,2,1,1,1,5,3,1071,385,25,150,75,1,25,7,120,7,7
53361,2,1,1,3,1,1,1800,0,0,40,100,2,10,7,180,7,7
53362,2,1,1,1,5,5,800,0,300,500,0,2,30,5,120,12,12
53363,2,1,3,4,1,4,428,0,214,257,0,2,10,7,120,7,7
53364,2,1,2,2,1,3,700,0,100,0,200,3,0,5,45,5,5
53365,2,1,3,5,3,2,200,20,75,230,30,4,25,5,60,2,2
53366,NA,1,5,1,1,1,80,0,0,360,20,1,5,1,90,666,NA
53367,2,3,4,2,3,2,428,85,0,214,0,3,10,3,120,3,3
53368,2,2,1,3,1,3,535,85,100,80,20,2,10,3,60,3,3
53369,2,1,2,1,5,4,514,0,0,0,0,2,15,7,90,7,7
53370,2,1,1,3,5,1,0,0,500,20,0,4,20,7,60,12,12
53371,2,4,5,1,5,2,100,0,0,200,4,2,2,6,20,666,NA
53372,1,1,1,2,4,5,200,0,0,300,50,3,10,3,120,3,3
53373,2,1,1,1,1,1,250,0,0,0,0,2,60,7,99999,21,21
53374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53375,2,1,2,3,4,5,750,100,0,250,0,3,3,6,60,7,6
53376,2,1,1,3,5,3,250,0,0,50,0,2,10,3,60,3,3
53377,2,2,3,2,5,4,350,0,150,50,85,1,5,1,30,1,1
53378,2,2,3,3,5,2,400,0,0,20,0,3,20,3,180,7,7
53379,2,1,1,1,5,5,300,0,0,171,10,2,3,0,NA,666,NA
53380,2,1,1,1,5,3,600,0,0,200,50,2,60,7,60,14,14
53381,2,4,4,2,4,5,15,7,150,12,0,5,5,5,5,666,NA
53382,2,1,2,1,1,3,300,50,200,85,10,2,20,7,60,6,5
53383,2,3,3,1,5,1,100,0,0,100,0,3,10,3,30,666,NA
53384,2,1,1,1,5,1,800,0,0,60,20,3,5,7,120,5,5
53385,2,1,1,2,1,5,150,20,0,25,0,3,5,7,60,7,7
53386,2,1,2,2,2,3,160,60,40,514,250,3,20,3,180,2,2
53387,2,1,1,2,5,4,500,100,0,150,0,2,15,5,90,5,5
53388,9,1,1,5,5,1,1000,0,0,0,257,2,20,7,120,2,2
53389,2,2,2,3,5,1,200,35,0,0,0,2,5,5,75,5,5
53390,2,3,4,4,5,3,600,0,0,0,20,2,10,7,45,0,NA
53391,2,1,1,3,1,1,450,0,0,100,0,3,7,6,90,6,6
53392,2,1,2,2,5,1,240,0,0,50,0,2,10,7,120,7,7
53393,2,4,1,3,5,1,321,0,0,107,0,2,5,5,90,5,5
53394,2,1,1,3,5,5,857,0,0,0,0,2,25,7,120,7,7
53395,2,1,4,1,1,1,428,0,0,300,0,2,5,4,90,14,14
53396,2,1,4,1,1,1,428,0,0,300,0,2,5,4,90,14,14
53397,2,1,3,3,1,3,100,0,0,30,0,3,5,7,60,2,2
53398,2,1,1,1,5,3,642,214,0,30,128,4,10,5,120,3,2
53399,2,1,1,3,5,3,1285,150,0,80,0,2,15,7,120,3,3
53400,2,1,1,3,1,3,1200,400,0,999999,40,3,2,4,60,8,8
53401,2,3,1,3,1,1,500,100,0,0,30,4,20,7,60,5,5
53402,2,1,1,1,4,1,557,85,0,225,30,2,20,7,120,7,7
53403,2,1,1,1,1,4,500,65,100,300,0,2,15,5,90,5,5
53404,2,1,2,3,2,4,500,0,0,400,0,5,10,4,120,7,7
53405,2,1,2,1,1,1,300,40,100,15,0,4,10,7,60,6,6
53406,1,3,1,3,1,4,400,50,0,0,0,2,10,7,120,0,NA
53407,2,2,3,1,5,2,999999,999999,200,120,30,2,10,5,60,5,5
53408,1,1,1,3,1,3,428,40,25,999999,999999,4,60,7,60,2,2
53409,2,2,1,1,3,1,200,30,20,15,0,2,10,4,60,2,2
53410,2,1,1,3,5,4,1000,35,0,45,30,2,5,7,60,7,7
53411,2,1,1,1,5,3,357,0,0,8,0,3,5,7,60,4,4
53412,2,1,1,3,1,5,260,0,171,85,0,1,10,7,90,1,1
53413,2,1,1,4,1,5,999999,999999,999999,999999,999999,99,99999,7,99999,0,NA
53414,2,1,1,1,1,5,1071,0,214,25,0,1,15,7,90,5,5
53415,2,1,1,1,4,1,200,0,0,30,0,1,10,0,NA,14,7
53416,1,1,1,2,5,5,600,20,0,0,50,2,10,7,60,2,1
53417,2,1,2,1,1,5,642,50,0,428,100,2,8,4,60,0,NA
53418,1,4,3,4,3,4,300,0,0,42,0,3,10,5,60,666,NA
53419,2,1,1,1,1,1,400,0,100,70,0,2,20,6,45,6,6
53420,2,1,1,4,5,1,300,60,0,160,0,4,120,3,60,666,NA
53421,2,2,2,1,5,1,300,0,0,100,40,4,15,2,60,1,1
53422,2,2,1,1,5,2,700,60,0,0,0,4,30,7,120,7,7
53423,2,1,3,3,5,1,400,0,0,0,0,3,5,7,180,0,NA
53424,2,1,1,2,5,2,514,51,214,300,0,2,10,7,40,7,7
53425,2,1,1,3,1,5,428,0,0,600,0,1,5,4,60,4,4
53426,2,3,4,3,1,3,771,0,214,30,0,2,30,7,120,7,7
53427,2,1,1,1,1,2,999999,999999,999999,999999,0,2,5,3,60,6,4
53428,2,3,2,2,5,2,999999,999999,0,0,0,2,5,7,60,666,NA
53429,2,1,1,1,5,1,1071,0,0,27,0,3,15,7,180,7,7
53430,2,2,2,3,5,1,200,35,0,0,0,2,5,5,75,5,5
53431,1,1,1,3,2,4,1000,100,0,0,0,3,5,7,60,4,4
53432,2,1,1,4,5,5,140,0,0,0,0,4,15,7,180,3,3
53433,2,2,3,3,1,1,342,0,514,50,0,2,30,6,60,6,6
53434,1,2,1,1,1,1,500,100,85,60,20,1,10,4,90,5,5
53435,2,1,1,1,1,5,600,0,200,999999,0,3,20,3,120,3,3
53436,2,1,1,1,5,2,150,0,0,0,0,2,30,7,60,14,14
53437,2,1,1,2,5,2,1000,0,0,110,0,2,10,7,120,5,5
53438,2,2,4,1,5,1,350,100,0,15,0,1,10,6,60,7,6
53439,2,1,2,2,1,5,750,214,200,200,50,1,10,6,120,7,7
53440,2,1,1,1,5,3,350,0,250,535,0,2,10,6,60,14,14
53441,2,1,1,2,5,1,200,0,0,50,0,2,10,7,60,6,6
53442,2,1,1,3,2,4,400,100,0,0,0,2,5,5,150,1,1
53443,1,1,1,3,5,3,200,25,0,0,0,2,20,2,120,7,7
53444,2,4,3,5,5,3,428,214,0,0,0,1,5,0,NA,0,NA
53445,1,1,2,4,2,2,400,0,100,25,0,4,5,6,120,4,4
53446,2,3,1,3,5,3,300,0,0,50,0,3,10,7,120,7,7
53447,2,1,2,2,2,3,160,60,40,514,250,3,20,3,180,2,2
53448,2,1,1,3,1,3,200,30,0,60,0,3,15,7,120,2,2
53449,1,3,1,1,1,1,250,0,0,100,0,3,15,1,120,0,NA
