"seqn","ocd150","ocq180","ocq210","ocd231","ocd241","ocq260","ocq265","ocd270","ocq290g","ocq290q","ocq380","ocd390g","ocd391","ocd392","ocd395","ocq510","ocq520","ocq530","ocq540","ocq550","ocq560","ocq570","ocq580"
53911,1,70,NA,21,1,5,5,132,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
53912,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,19,20,12,9,NA,1,0,2,NA,1,1
53913,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,11,17,84,2,NA,2,NA,2,NA,2,NA
53914,1,18,2,14,2,5,4,36,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
53915,1,23,2,8,22,1,5,0,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,0,2,NA
53918,1,80,NA,18,13,1,4,84,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
53919,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,16,24,2,NA,1,0,2,NA,2,NA
53920,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,17,144,2,NA,2,NA,2,NA,2,NA
53923,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53924,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,12,1,39,1,12,1,12,1,12,1,12
53925,1,1,2,15,8,5,5,24,2,NA,NA,1,15,8,24,2,NA,2,NA,2,NA,2,NA
53928,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,22,20,240,NA,NA,NA,NA,NA,NA,NA,NA
53929,1,30,1,4,19,1,1,24,2,NA,NA,1,1,1,36,1,5,1,5,1,2,2,NA
53931,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53933,1,24,2,16,17,3,1,1,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
53935,1,16,2,5,22,1,1,60,2,NA,NA,2,NA,NA,NA,2,NA,1,30,2,NA,2,NA
53936,1,42,NA,10,3,1,1,12,2,NA,NA,2,NA,NA,NA,2,NA,1,7,2,NA,1,7
53937,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,15,120,2,NA,2,NA,2,NA,1,10
53940,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,17,120,NA,NA,NA,NA,NA,NA,NA,NA
53942,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,19,240,1,20,1,20,2,NA,2,NA
53946,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,21,252,2,NA,2,NA,2,NA,2,NA
53947,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,20,432,1,40,2,NA,1,36,2,NA
53949,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,16,14,60,2,NA,2,NA,2,NA,2,NA
53950,1,40,NA,16,13,1,1,24,2,NA,NA,2,NA,NA,NA,1,1,1,3,2,NA,1,1
53952,1,40,NA,8,13,1,1,72,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
53954,1,32,1,5,21,1,3,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,1
53955,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,22,9,2,NA,2,NA,2,NA,2,NA
53956,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,4,19,444,1,5,1,5,2,NA,1,5
53957,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,16,24,2,NA,2,NA,2,NA,2,NA
53958,1,45,NA,8,1,1,5,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
53961,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,4,19,204,1,1,2,NA,2,NA,2,NA
53963,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,11,17,60,2,NA,2,NA,2,NA,2,NA
53965,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,4,120,2,NA,2,NA,2,NA,2,NA
53967,1,32,2,16,11,1,3,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
53968,1,24,1,19,1,1,1,12,2,NA,NA,1,21,1,36,2,NA,2,NA,2,NA,2,NA
53970,1,40,NA,16,10,1,1,60,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
53971,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,17,16,120,1,6,2,NA,2,NA,1,5
53972,1,30,2,12,16,1,5,144,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
53973,1,40,NA,14,14,1,1,84,2,NA,NA,2,NA,NA,NA,1,17,2,NA,1,12,2,NA
53974,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,21,144,1,12,2,NA,1,4,1,12
53975,1,40,NA,11,1,1,1,96,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
53978,1,60,NA,14,12,5,1,180,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
53979,1,40,NA,15,6,3,1,4,2,NA,NA,1,8,16,36,2,NA,2,NA,2,NA,2,NA
53980,2,NA,2,8,22,1,1,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
53981,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53983,1,40,NA,8,17,1,1,36,2,NA,NA,2,NA,NA,NA,1,0,2,NA,2,NA,2,NA
53987,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,6,21,12,9,NA,2,NA,1,1,1,1
53989,1,10,2,18,13,1,4,12,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
53990,1,42,NA,18,13,1,2,288,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
53991,1,30,2,18,13,1,1,72,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
53994,1,14,1,21,12,3,1,192,2,NA,NA,2,NA,NA,NA,1,1,2,NA,2,NA,2,NA
53995,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,20,15,120,2,NA,2,NA,2,NA,2,NA
53996,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,20,216,2,NA,2,NA,2,NA,2,NA
53998,1,30,1,14,14,5,1,180,2,NA,NA,1,18,13,120,2,NA,2,NA,2,NA,2,NA
53999,1,15,2,19,17,1,1,108,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,1,2,NA
54000,1,25,1,4,19,1,1,0,2,NA,NA,1,18,13,24,1,2,2,NA,2,NA,1,6
54001,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,16,10,300,2,NA,2,NA,2,NA,2,NA
54002,1,14,2,12,14,1,1,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54003,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,18,13,1,2,NA,2,NA,2,NA,2,NA
54004,1,50,NA,2,19,1,5,36,2,NA,NA,2,NA,NA,NA,1,8,1,3,1,5,2,NA
54006,1,15,2,8,16,1,4,1,2,NA,NA,1,4,19,24,1,2,1,2,2,NA,1,2
54007,1,50,NA,18,13,1,1,4,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54008,1,40,NA,15,2,4,1,168,2,NA,NA,2,NA,NA,NA,1,1,2,NA,2,NA,2,NA
54010,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,1,420,2,NA,2,NA,2,NA,2,NA
54011,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,17,120,NA,NA,NA,NA,NA,NA,NA,NA
54012,1,60,NA,6,21,1,1,60,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,6,1,3
54017,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,8,336,NA,NA,NA,NA,NA,NA,NA,NA
54020,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54021,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,12,19,36,1,4,1,1,2,NA,1,4
54022,1,55,NA,15,17,1,5,144,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54023,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54024,1,25,2,13,2,5,5,144,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54025,1,20,1,17,13,1,4,60,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54027,1,40,NA,16,12,1,3,108,2,NA,NA,1,10,17,240,1,6,2,NA,2,NA,1,4
54030,1,48,NA,6,21,1,3,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54032,1,40,NA,4,19,1,1,1,1,8,NA,2,NA,NA,NA,1,22,1,22,1,2,1,22
54033,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,22,180,2,NA,2,NA,1,8,2,NA
54034,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,16,11,12,1,5,2,NA,1,5,1,5
54035,1,60,NA,18,14,1,1,60,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54036,1,35,NA,10,17,1,1,96,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54038,1,50,NA,8,1,1,1,48,1,3,NA,2,NA,NA,NA,1,15,2,NA,1,25,1,25
54040,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,18,2,2,NA,2,NA,2,NA,2,NA
54041,1,70,NA,14,14,1,4,180,2,NA,NA,1,18,1,180,1,15,1,15,2,NA,2,NA
54042,1,24,2,4,19,1,1,384,2,NA,NA,2,NA,NA,NA,1,32,1,32,2,NA,1,32
54043,1,53,NA,19,15,1,1,36,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,25
54046,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15,8,84,2,NA,2,NA,2,NA,2,NA
54047,1,45,NA,4,19,1,1,48,2,NA,NA,2,NA,NA,NA,1,9,2,NA,2,NA,2,NA
54048,1,20,2,1,18,5,1,384,1,4,NA,1,2,21,324,1,27,1,35,1,27,1,10
54050,1,40,NA,15,8,3,1,108,2,NA,NA,1,13,7,288,2,NA,2,NA,2,NA,2,NA
54051,1,24,2,17,14,4,1,24,2,NA,NA,1,5,20,540,1,45,2,NA,1,45,1,45
54054,1,12,2,16,11,1,1,192,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54055,1,55,NA,19,20,1,1,120,1,8,NA,2,NA,NA,NA,1,8,2,NA,1,10,2,NA
54057,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,8,16,6,2,NA,2,NA,2,NA,2,NA
54058,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,14,14,3,2,NA,2,NA,2,NA,2,NA
54060,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,98,98,77777,2,NA,2,NA,2,NA,2,NA
54061,1,40,NA,6,17,1,4,7,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54062,1,40,NA,15,8,4,1,204,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54063,1,40,NA,16,8,2,1,60,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54064,1,56,NA,8,16,1,1,4,2,NA,NA,1,5,4,120,2,NA,2,NA,2,NA,2,NA
54065,1,40,NA,7,14,1,5,9,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,30
54066,1,50,NA,5,12,1,1,84,2,NA,NA,1,21,12,120,2,NA,2,NA,1,0,2,NA
54067,1,38,NA,5,21,1,1,3,2,NA,NA,1,5,19,12,1,1,1,1,1,1,2,NA
54068,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,18,13,60,2,NA,2,NA,2,NA,1,1
54069,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,17,132,1,4,2,NA,2,NA,2,NA
54070,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,16,144,NA,NA,NA,NA,NA,NA,NA,NA
54073,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,11,17,60,NA,NA,NA,NA,NA,NA,NA,NA
54075,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,15,264,2,NA,2,NA,2,NA,2,NA
54076,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,21,204,NA,NA,NA,NA,NA,NA,NA,NA
54077,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,12,16,132,2,NA,2,NA,2,NA,2,NA
54078,1,45,NA,16,6,4,1,96,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54080,1,40,NA,16,1,3,1,84,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54081,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54082,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,11,60,2,NA,2,NA,2,NA,2,NA
54083,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,17,36,2,NA,2,NA,2,NA,2,NA
54085,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,4,480,2,NA,2,NA,2,NA,1,30
54086,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,19,240,1,5,1,15,1,20,1,3
54088,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,18,96,1,3,1,8,1,8,1,2
54089,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,21,60,NA,NA,NA,NA,NA,NA,NA,NA
54090,1,25,2,15,22,4,1,312,2,NA,NA,1,19,20,276,1,30,2,NA,1,50,1,50
54091,1,50,NA,4,1,5,1,360,1,1,NA,2,NA,NA,NA,1,30,2,NA,2,NA,1,30
54092,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,17,120,2,NA,2,NA,2,NA,2,NA
54093,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,6,21,360,2,NA,2,NA,2,NA,2,NA
54094,1,43,NA,5,21,1,1,180,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,15
54095,1,59,NA,16,11,1,1,60,2,NA,NA,1,20,15,108,2,NA,2,NA,2,NA,1,2
54096,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,6,180,2,NA,2,NA,2,NA,2,NA
54097,1,9,2,8,16,1,2,7,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54102,1,9,2,8,17,1,1,2,2,NA,NA,2,NA,NA,NA,2,NA,1,0,1,0,1,0
54104,1,35,NA,15,8,3,1,276,2,NA,NA,2,NA,NA,NA,1,12,2,NA,2,NA,2,NA
54105,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,21,60,NA,NA,NA,NA,NA,NA,NA,NA
54106,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,21,204,1,17,1,17,1,17,1,17
54107,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,10,120,2,NA,2,NA,2,NA,2,NA
54108,1,40,NA,19,15,5,5,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54109,1,40,NA,4,19,1,1,12,2,NA,NA,1,8,22,180,1,2,2,NA,1,15,2,NA
54110,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,18,144,1,12,1,12,2,NA,1,2
54112,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,6,480,2,NA,2,NA,2,NA,2,NA
54113,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,7,22,96,1,10,1,10,1,4,2,NA
54114,1,25,2,18,14,1,4,12,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54116,1,45,NA,19,11,1,4,12,2,NA,NA,1,13,17,84,2,NA,2,NA,2,NA,2,NA
54119,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54123,1,43,NA,4,1,5,1,48,2,NA,NA,2,NA,NA,NA,1,1,1,18,2,NA,1,15
54124,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,16,6,120,2,NA,2,NA,2,NA,2,NA
54125,1,42,NA,18,13,1,2,48,1,8,NA,2,NA,NA,NA,1,0,1,1,2,NA,2,NA
54127,1,32,1,5,21,1,1,84,2,NA,NA,2,NA,NA,NA,1,3,2,NA,2,NA,1,7
54129,1,45,NA,16,1,3,1,324,2,NA,NA,2,NA,NA,NA,1,0,2,NA,2,NA,1,0
54130,1,22,1,16,10,1,2,264,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54131,1,44,NA,16,10,3,1,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54132,1,24,2,10,22,1,1,1,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54133,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,18,13,144,2,NA,2,NA,1,4,2,NA
54135,1,40,NA,21,1,4,1,108,2,NA,NA,2,NA,NA,NA,1,5,1,25,2,NA,2,NA
54136,1,42,NA,11,2,1,1,24,2,NA,NA,1,16,6,84,2,NA,2,NA,2,NA,2,NA
54137,1,55,NA,4,19,5,1,360,2,NA,NA,2,NA,NA,NA,1,10,2,NA,2,NA,2,NA
54138,1,50,NA,18,13,1,1,4,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54139,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,20,288,1,24,2,NA,1,24,1,24
54140,1,30,2,6,21,1,1,192,2,NA,NA,1,6,21,396,2,NA,2,NA,1,33,1,33
54141,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,12,16,60,2,NA,2,NA,2,NA,2,NA
54142,1,45,NA,11,1,1,1,156,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,1
54143,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,17,240,2,NA,2,NA,2,NA,2,NA
54146,1,40,NA,4,19,1,1,180,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54147,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54148,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,19,24,1,2,2,NA,1,2,1,2
54149,1,40,NA,8,17,1,3,60,1,2,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54150,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,16,0,2,NA,2,NA,2,NA,2,NA
54152,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,22,13,240,1,15,1,20,1,20,2,NA
54153,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,21,240,2,NA,2,NA,2,NA,2,NA
54154,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,13,10,480,NA,NA,NA,NA,NA,NA,NA,NA
54157,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,16,11,6,2,NA,2,NA,2,NA,2,NA
54158,1,20,1,19,20,1,1,18,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54159,1,50,NA,5,1,1,1,72,2,NA,NA,2,NA,NA,NA,2,NA,1,13,2,NA,2,NA
54160,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,16,8,72,2,NA,2,NA,2,NA,1,5
54161,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,4,19,72,1,5,2,NA,1,1,2,NA
54162,1,60,NA,4,19,4,1,264,1,1,NA,2,NA,NA,NA,1,4,1,4,2,NA,2,NA
54164,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,21,84,2,NA,2,NA,2,NA,2,NA
54166,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,15,48,2,NA,2,NA,2,NA,2,NA
54168,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,14,21,60,1,5,2,NA,1,4,2,NA
54169,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,16,60,2,NA,2,NA,2,NA,2,NA
54170,1,80,NA,2,22,1,1,372,1,12,NA,2,NA,NA,NA,1,1,2,NA,1,1,1,1
54171,1,28,2,8,17,1,4,8,2,NA,NA,1,4,19,30,1,2,2,NA,2,NA,2,NA
54172,1,30,2,19,22,1,1,6,2,NA,NA,1,14,17,24,1,4,2,NA,1,10,1,1
54173,1,50,NA,5,1,1,1,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54175,1,40,NA,4,1,5,1,60,2,NA,NA,1,1,18,120,1,15,1,15,2,NA,1,10
54176,1,9,1,4,19,1,5,36,1,1,NA,2,NA,NA,NA,1,6,1,6,1,4,1,4
54182,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,16,360,2,NA,2,NA,2,NA,2,NA
54185,1,34,2,8,16,1,1,18,2,NA,NA,1,19,15,12,2,NA,2,NA,2,NA,1,1
54186,1,54,NA,16,11,1,1,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54189,1,40,NA,15,14,1,1,60,1,2,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54191,1,40,NA,4,19,1,1,3,2,NA,NA,1,6,21,24,2,NA,2,NA,2,NA,2,NA
54192,1,50,NA,5,21,1,1,372,2,NA,NA,2,NA,NA,NA,1,31,1,31,1,31,1,31
54193,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,13,36,1,3,2,NA,2,NA,2,NA
54194,1,50,NA,15,5,3,1,36,2,NA,NA,2,NA,NA,NA,1,0,2,NA,2,NA,2,NA
54196,2,NA,1,16,10,1,1,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54197,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,18,60,NA,NA,NA,NA,NA,NA,NA,NA
54199,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54200,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,20,228,1,19,2,NA,1,19,1,19
54201,1,26,2,18,13,1,2,10,1,6,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,10
54205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,11,1,96,2,NA,2,NA,2,NA,2,NA
54206,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7,16,204,NA,NA,NA,NA,NA,NA,NA,NA
54207,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,8,276,2,NA,2,NA,1,3,1,3
54208,2,NA,1,4,19,1,1,5,2,NA,NA,2,NA,NA,NA,1,11,2,NA,1,11,1,11
54209,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54213,1,30,1,8,10,5,4,516,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54215,1,60,NA,15,5,3,1,36,2,NA,NA,2,NA,NA,NA,2,NA,1,3,2,NA,1,3
54216,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,14,17,12,2,NA,2,NA,1,1,2,NA
54219,1,55,NA,16,1,1,1,48,2,NA,NA,2,NA,NA,NA,1,4,2,NA,2,NA,2,NA
54220,1,40,NA,3,20,4,1,7,1,4,NA,2,NA,NA,NA,2,NA,1,0,1,0,1,0
54221,1,2,2,15,12,4,1,14,2,NA,NA,2,NA,NA,NA,1,0,2,NA,2,NA,1,1
54222,1,40,NA,15,8,1,1,240,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54223,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,8,396,NA,NA,NA,NA,NA,NA,NA,NA
54224,1,40,NA,8,16,1,5,36,2,NA,NA,1,8,16,84,2,NA,2,NA,2,NA,2,NA
54225,1,60,NA,9,22,1,1,48,1,5,NA,2,NA,NA,NA,2,NA,2,NA,1,10,2,NA
54226,1,20,2,4,20,1,1,8,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,1,1,1
54227,2,NA,2,20,15,6,1,84,2,NA,NA,1,8,16,420,2,NA,2,NA,2,NA,2,NA
54228,1,50,NA,19,15,5,1,84,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,13
54232,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,17,180,NA,NA,NA,NA,NA,NA,NA,NA
54234,1,42,NA,18,16,1,3,12,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54236,1,40,NA,16,10,1,1,7,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54237,1,40,NA,4,17,1,1,36,2,NA,NA,1,16,11,36,2,NA,2,NA,2,NA,2,NA
54238,1,50,NA,5,9,1,1,4,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54239,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,22,396,1,33,2,NA,1,33,1,33
54240,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,8,16,60,2,NA,2,NA,2,NA,1,2
54241,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54242,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,21,48,2,NA,2,NA,2,NA,2,NA
54245,1,40,NA,19,6,1,1,36,2,NA,NA,1,15,8,240,2,NA,1,20,1,20,2,NA
54246,1,32,2,8,10,1,1,1,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54248,1,25,2,18,14,1,1,24,2,NA,NA,2,NA,NA,NA,1,0,2,NA,2,NA,1,2
54250,1,38,NA,18,13,1,2,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54251,1,30,2,14,14,5,1,264,2,NA,NA,2,NA,NA,NA,1,17,1,17,1,17,1,17
54253,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,19,15,48,2,NA,2,NA,2,NA,2,NA
54254,1,32,1,5,10,1,1,60,1,0,NA,3,22,15,60,1,3,1,3,1,1,2,NA
54255,1,40,NA,10,17,1,1,36,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54256,1,20,2,9,17,2,1,300,2,NA,NA,2,NA,NA,NA,1,10,2,NA,1,10,1,25
54257,1,57,NA,8,16,1,4,0,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
54258,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,8,17,7,2,NA,2,NA,2,NA,2,NA
54259,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,1,420,NA,NA,NA,NA,NA,NA,NA,NA
