"seqn","inq020","inq012","inq030","inq060","inq080","inq090","inq132","inq140","inq150","ind235","indfmmpi","indfmmpc","inq300","ind310","inq320"
93703,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
93704,1,2,2,2,2,2,2,1,1,12,5,3,1,NA,1
93705,2,1,1,2,2,2,2,2,2,2,0.49,1,2,3,1
93706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93707,1,2,1,2,2,1,2,2,2,11,2.2,3,2,1,1
93708,2,2,2,1,1,2,2,2,2,5,1.46,2,1,NA,1
93709,2,2,1,2,2,1,2,2,2,3,0.96,1,2,1,3
93710,1,2,2,2,2,2,2,2,2,9,2.94,3,2,1,1
93711,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
93712,1,2,2,2,2,2,2,2,2,4,0.76,1,2,1,1
93713,2,2,1,2,2,2,2,2,2,7,2.99,3,2,1,1
93714,1,2,2,2,2,2,2,2,2,6,1.29,1,2,2,1
93715,2,1,1,2,1,1,1,2,2,6,0.9,1,2,1,1
93716,1,2,2,2,2,2,2,1,2,11,4.11,3,1,NA,1
93717,1,2,2,2,2,2,2,2,2,1,0,1,2,1,4
93718,1,2,1,2,2,1,2,2,1,12,5,3,2,1,1
93719,1,2,2,2,2,2,2,2,1,11,3.88,3,2,1,1
93720,1,2,2,2,2,2,2,2,2,6,1.47,2,2,1,1
93721,1,2,2,2,2,2,2,2,2,7,2.19,3,2,1,1
93722,1,2,2,2,2,2,2,2,2,5,1.69,2,2,1,1
93723,1,1,2,2,2,2,2,2,2,8,3.33,3,1,NA,1
93724,1,2,1,2,2,1,2,2,2,5,0.46,1,2,1,1
93725,1,1,2,2,2,2,2,1,2,12,5,3,1,NA,1
93726,1,2,1,2,1,2,2,2,2,4,1.48,2,2,1,1
93727,1,2,1,2,2,2,2,1,2,8,2.92,3,1,NA,1
93728,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
93729,1,2,1,2,2,1,2,2,2,3,0.87,1,2,1,1
93730,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
93731,1,2,2,1,2,2,2,2,1,11,2.86,3,1,NA,1
93732,2,2,1,2,2,2,2,2,2,3,1.13,1,2,1,1
93733,1,1,2,2,2,2,1,1,2,8,1.26,1,2,1,1
93734,1,1,2,2,2,2,2,2,1,10,3.29,3,1,NA,1
93735,2,2,2,1,2,2,2,2,2,3,0.53,1,2,1,4
93736,1,1,2,2,2,2,2,2,2,99,NA,9,2,99,1
93737,1,2,2,2,2,2,2,2,2,4,0.87,1,2,1,3
93738,1,2,2,2,1,2,2,2,2,8,1.46,2,2,1,1
93739,1,2,2,2,2,2,2,2,2,6,1.15,1,2,1,1
93740,2,2,2,2,2,1,2,2,2,2,0.74,1,2,1,3
93741,1,2,2,2,2,2,2,2,2,12,4.89,3,1,NA,1
93742,2,2,1,1,1,2,2,1,2,9,4.55,3,2,1,1
93743,1,2,2,2,2,2,2,2,2,7,3.46,3,2,1,9
93744,1,2,2,2,2,2,2,2,2,5,1.46,2,2,1,1
93745,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
93746,1,2,2,2,2,2,2,2,2,7,3.28,3,2,3,1
93747,1,2,2,2,2,2,1,2,1,5,1,1,2,1,1
93748,1,2,2,2,2,2,2,2,2,11,4.62,3,2,3,1
93749,1,1,2,2,2,2,2,2,2,8,1.26,1,2,1,1
93750,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
93751,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
93752,2,2,1,2,1,2,2,2,2,8,3.98,3,2,2,3
93753,1,1,2,2,2,2,2,2,2,7,1.22,1,2,3,1
93754,2,2,1,2,1,2,2,1,1,99,NA,1,2,2,1
93755,1,2,2,2,2,2,2,2,2,6,2.19,3,2,1,1
93756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93757,2,2,1,1,1,2,2,2,2,7,2.44,3,2,1,1
93758,2,2,2,2,2,1,2,2,2,3,0.81,1,2,1,4
93759,1,2,2,2,2,2,2,2,2,77,NA,7,7,NA,1
93760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93761,1,2,2,2,2,2,2,2,2,2,0.31,1,2,1,1
93762,2,2,1,2,1,2,1,2,2,3,1,1,2,1,2
93763,1,2,2,2,2,2,2,1,2,11,3.41,3,1,NA,1
93764,1,1,2,2,2,2,2,2,2,11,4.11,3,2,1,3
93765,1,2,2,2,2,2,2,2,1,9,1.42,2,2,1,1
93766,1,2,2,2,2,2,2,2,1,3,0.57,1,2,1,1
93767,1,2,1,2,2,1,2,2,2,6,1.65,2,2,1,1
93768,2,1,1,2,2,2,2,2,2,99,NA,3,1,NA,1
93769,1,1,2,2,2,2,2,2,2,8,1.91,3,1,NA,1
93770,2,2,1,2,2,2,1,2,2,3,0.8,1,2,1,3
93771,1,2,2,2,2,2,2,2,2,7,0.92,1,2,3,1
93772,2,2,1,2,2,2,2,2,2,2,0.7,1,2,1,4
93773,1,2,1,2,2,2,2,2,1,3,0.87,1,2,1,1
93774,1,2,2,2,2,2,2,2,2,10,3.53,3,1,NA,1
93775,1,1,2,2,2,2,2,2,2,6,2.49,3,2,1,1
93776,1,2,1,2,2,1,2,2,1,12,5,3,2,1,1
93777,1,2,2,2,1,2,2,1,2,6,2.49,3,1,NA,1
93778,1,2,1,2,2,2,2,2,2,12,5,3,1,NA,1
93779,1,2,2,2,2,2,2,2,2,9,1.82,2,2,1,1
93780,1,2,2,2,2,2,2,2,1,6,1.27,1,2,2,1
93781,1,2,2,2,2,2,2,2,2,4,1.48,2,2,1,1
93782,1,2,2,2,2,2,2,2,2,9,2.94,3,2,1,1
93783,2,2,2,2,2,2,2,2,2,3,0.41,1,2,99,1
93784,1,2,1,2,2,2,2,2,2,6,1.03,1,2,1,1
93785,2,2,1,2,1,2,2,1,2,8,4.46,3,1,NA,1
93786,1,2,2,2,2,2,2,2,2,3,0.59,1,2,1,1
93787,1,2,1,2,2,2,2,2,2,3,0.39,1,1,NA,3
93788,1,2,1,2,2,2,2,2,2,7,3.58,3,1,NA,1
93789,1,2,2,2,2,2,2,1,2,11,5,3,1,NA,1
93790,1,1,2,2,2,2,2,1,1,11,3.06,3,1,NA,2
93791,1,2,2,1,2,2,2,2,1,9,2.94,3,2,3,1
93792,2,2,2,2,2,2,2,2,2,1,0,1,2,1,9
93793,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
93794,1,2,2,2,2,2,2,2,2,11,4.04,3,1,NA,1
93795,1,2,2,2,2,2,2,2,2,8,1.67,2,2,1,2
93796,2,2,1,2,2,2,2,2,2,4,1.44,2,2,1,1
93797,1,1,2,2,2,2,2,1,2,11,5,3,1,NA,1
93798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93799,1,2,2,2,2,2,2,2,1,10,4.06,3,1,NA,1
93800,2,2,1,2,2,2,2,1,2,7,2.97,3,1,NA,1
93801,1,2,2,2,2,2,2,2,2,10,4.43,3,2,1,1
93802,2,2,2,2,2,2,2,2,2,2,0.35,1,2,1,2
93803,1,2,2,2,1,2,1,2,2,9,1.82,2,2,1,1
93804,1,2,2,2,2,2,2,1,2,5,0.96,1,2,1,1
93805,2,2,1,2,2,2,2,1,2,11,5,3,1,NA,1
93806,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
93807,1,2,2,2,2,2,2,2,2,12,4.3,3,2,1,1
93808,1,1,2,2,2,2,2,1,1,12,3.26,3,1,NA,1
93809,1,2,2,2,2,2,2,2,2,7,1.51,2,2,1,1
93810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93811,1,1,2,2,2,2,2,2,2,7,1.76,2,2,1,1
93812,1,1,1,2,1,2,2,1,2,10,4.37,3,1,NA,1
93813,1,2,2,1,2,2,2,2,2,99,NA,1,2,1,1
93814,1,2,2,2,2,2,2,2,2,10,2.45,3,2,1,1
93815,1,1,2,2,2,2,2,2,1,99,NA,1,2,1,1
93816,2,2,2,2,2,2,2,2,2,1,0,1,2,1,3
93817,1,2,2,2,2,2,2,2,2,12,5,3,2,2,1
93818,1,2,2,2,2,2,2,2,2,99,NA,3,1,NA,1
93819,1,2,2,2,2,2,2,2,1,4,0.52,1,2,1,1
93820,1,2,2,2,2,2,2,2,2,9,2.04,3,2,1,1
93821,1,1,2,1,2,2,2,9,2,7,0.79,1,2,2,1
93822,1,2,2,2,2,2,2,2,2,6,1.22,1,2,1,1
93823,9,1,1,2,2,2,2,2,2,5,1.4,2,1,NA,3
93824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93825,1,2,1,2,1,2,2,1,2,7,2.19,3,1,NA,1
93826,2,2,1,1,2,2,2,2,2,7,2.33,3,2,1,1
93827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93828,1,1,2,2,2,2,1,2,2,5,1,1,2,1,1
93829,1,1,2,1,2,2,2,2,1,11,4.62,3,2,1,1
93830,1,2,1,1,1,2,2,2,2,11,5,3,2,3,1
93831,1,2,2,2,2,2,2,2,2,7,3.26,3,2,1,1
93832,1,1,2,2,2,2,2,2,2,12,5,3,2,3,1
93833,1,2,2,2,2,2,2,2,1,10,2.87,3,1,NA,1
93834,1,2,2,2,2,2,1,2,2,2,0.28,1,2,1,3
93835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93836,1,2,2,2,2,2,2,2,1,9,2.44,3,2,1,1
93837,1,2,2,2,2,2,2,2,1,4,0.82,1,2,1,1
93838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93840,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
93841,1,2,2,2,2,2,2,1,2,11,5,3,1,NA,1
93842,1,2,2,2,2,2,2,2,2,5,1.48,2,2,1,1
93843,1,2,1,2,9,9,2,2,2,12,3.75,3,1,NA,1
93844,2,2,1,2,2,2,2,2,2,2,0.38,1,2,1,1
93845,1,2,1,2,2,1,9,1,1,8,1.16,1,2,1,1
93846,1,2,2,2,2,2,2,2,1,3,0.46,1,2,1,1
93847,1,2,1,2,2,1,2,2,2,99,NA,1,2,1,1
93848,2,2,2,2,2,2,2,2,2,1,0,1,2,1,3
93849,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
93850,1,1,1,2,1,2,2,1,2,11,2.92,3,1,NA,1
93851,2,1,1,2,2,2,2,1,2,7,2.22,3,1,NA,1
93852,1,2,2,2,2,2,2,2,2,7,2.99,3,2,1,1
93853,1,2,2,2,2,2,2,2,2,5,0.57,1,2,1,1
93854,1,1,2,2,2,2,2,2,2,10,3.53,3,1,NA,1
93855,2,2,1,2,1,2,2,1,2,8,3.95,3,1,NA,1
93856,1,2,1,1,2,1,2,2,2,9,2.39,3,2,1,1
93857,1,2,2,2,2,2,2,2,2,8,2.01,3,2,1,1
93858,2,2,1,2,2,1,2,2,2,4,0.61,1,2,1,1
93859,1,2,1,2,2,2,2,1,2,6,1.2,1,1,NA,1
93860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93861,2,2,1,1,1,2,2,2,1,8,2.92,3,2,2,1
93862,1,2,2,1,2,2,2,2,2,11,1.69,2,2,1,1
93863,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
93864,1,2,2,2,2,2,2,2,1,5,0.73,1,2,77,4
93865,1,2,2,2,2,2,2,1,2,12,3.75,3,2,2,1
93866,1,2,2,2,2,2,2,2,2,77,NA,7,2,1,4
93867,1,2,1,2,2,2,2,2,1,12,2.68,3,1,NA,1
93868,1,2,1,1,2,1,2,2,2,NA,NA,NA,NA,NA,1
93869,2,2,1,2,2,2,2,2,2,3,0.8,1,2,1,1
93870,1,2,1,2,2,2,2,2,2,12,3.64,3,1,NA,1
93871,2,2,2,1,2,2,1,2,1,3,0.58,1,2,1,2
93872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93873,1,2,2,2,2,2,2,2,1,4,0.53,1,2,1,1
93874,1,2,2,2,2,2,2,2,2,6,0.71,1,2,1,3
93875,1,1,2,2,2,2,2,2,2,2,0.49,1,2,1,3
93876,1,2,1,2,2,1,1,2,1,4,0.69,1,2,1,1
93877,2,1,1,2,1,2,2,2,2,10,3.28,3,1,NA,1
93878,2,2,1,1,2,1,2,2,2,3,0.81,1,2,1,3
93879,1,2,1,1,2,2,1,2,2,5,0.83,1,2,1,1
93880,1,2,2,2,2,2,2,2,1,6,0.98,1,2,1,2
93881,9,2,2,2,2,2,2,2,1,5,0.73,1,2,1,1
93882,1,1,2,2,2,2,2,1,2,99,NA,9,9,NA,2
93883,1,2,2,2,2,2,2,2,1,99,NA,1,2,1,3
93884,1,2,2,2,2,2,2,1,2,99,NA,3,1,NA,1
93885,1,2,2,2,2,2,2,2,2,10,2.13,3,2,2,2
93886,2,2,1,2,2,1,2,1,2,6,2.57,3,2,1,1
93887,2,2,1,2,2,2,2,2,2,4,1.4,2,2,1,1
93888,1,1,2,2,2,2,2,2,2,12,2.57,3,1,NA,1
93889,1,2,2,2,2,2,2,2,2,4,0.63,1,2,1,1
93890,1,2,2,2,2,2,2,2,2,12,4.08,3,1,NA,1
93891,9,9,2,2,2,2,2,2,2,99,NA,9,2,99,2
93892,2,2,1,2,2,2,2,2,2,12,5,3,2,1,1
93893,1,2,1,2,2,2,2,1,2,12,3.64,3,2,2,1
93894,2,2,1,2,2,2,2,2,7,99,NA,7,2,1,1
93895,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
93896,1,2,2,2,2,1,2,2,2,9,1.63,2,2,1,1
93897,1,2,2,2,2,2,1,2,2,4,1.02,1,2,4,1
93898,1,2,1,2,2,2,2,2,2,6,0.72,1,2,1,1
93899,1,1,1,2,2,2,2,2,2,6,1.74,2,2,1,1
93900,1,2,2,2,2,2,2,2,2,7,1.43,2,2,1,1
93901,1,1,2,2,2,2,1,2,1,5,0.71,1,2,1,1
93902,1,2,2,2,2,2,2,2,2,77,NA,9,2,99,1
93903,2,2,1,1,2,2,2,2,2,6,2.04,3,2,2,1
93904,1,2,2,2,2,2,2,1,1,99,NA,2,1,NA,1
93905,1,1,2,2,2,2,2,1,2,12,4.88,3,1,NA,1
93906,1,2,2,1,2,2,2,1,2,10,2.41,3,2,2,2
93907,1,2,2,2,1,2,2,2,1,5,1.79,2,2,1,1
93908,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,6
93909,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
93910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93911,1,1,2,2,2,2,2,2,2,11,2.86,3,2,1,1
93912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93913,1,2,2,2,2,2,2,2,2,77,NA,3,7,NA,2
93914,1,1,2,1,2,2,2,1,2,12,4.88,3,1,NA,1
93915,1,2,1,1,1,2,1,2,1,11,4.39,3,1,NA,1
93916,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
93917,1,2,2,2,2,2,2,2,1,4,0.81,1,2,1,1
93918,1,2,2,2,2,2,2,2,2,5,0.98,1,2,2,1
93919,1,2,2,2,2,2,2,1,2,12,3.02,3,1,NA,1
93920,1,1,2,2,2,2,2,2,2,6,1.85,2,1,NA,1
93921,1,1,2,2,2,2,1,2,1,5,1.39,2,1,NA,1
93922,1,2,2,2,2,2,2,2,2,3,0.59,1,2,2,4
93923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93924,2,2,1,1,2,2,2,2,2,4,1.34,2,2,1,6
93925,1,2,2,2,2,2,2,2,2,10,2.5,3,2,3,1
93926,1,2,1,2,2,2,2,2,2,99,NA,3,1,NA,1
93927,1,2,2,1,2,2,2,2,2,5,0.96,1,2,1,1
93928,1,1,2,2,2,2,2,2,2,99,NA,9,2,1,1
93929,1,2,2,2,2,2,2,2,2,11,4.62,3,1,NA,1
93930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93931,1,2,2,2,2,2,1,2,2,3,0.29,1,2,1,1
93932,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
93933,1,2,2,2,2,2,2,2,2,4,0.68,1,1,NA,3
93934,1,2,2,2,2,2,2,2,2,8,2.15,3,2,2,2
93935,1,2,2,2,2,2,2,2,2,2,0.29,1,2,1,1
93936,1,1,2,2,2,2,2,1,1,7,1.71,2,1,NA,1
93937,1,2,2,2,2,2,2,2,1,9,3.4,3,2,1,1
93938,1,2,2,2,1,2,2,2,2,9,2.89,3,1,NA,1
93939,1,2,2,2,2,2,2,2,2,7,2.97,3,2,1,1
93940,1,2,1,2,2,2,2,2,2,12,3.64,3,1,NA,1
93941,1,1,2,2,2,2,2,2,2,12,2.57,3,1,NA,1
93942,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
93943,2,2,1,2,1,2,2,1,2,10,5,3,1,NA,1
93944,1,2,2,2,2,2,2,2,2,7,2.25,3,2,2,1
93945,1,2,1,2,2,9,2,2,2,2,0.69,1,2,1,4
93946,1,2,2,2,2,2,2,2,2,5,1.46,2,2,1,1
93947,1,1,2,2,2,2,2,2,1,9,3.69,3,2,3,1
93948,1,2,2,2,2,2,2,2,2,1,0,1,2,1,2
93949,1,1,2,2,2,2,2,2,2,11,5,3,2,2,1
93950,1,1,2,2,2,2,2,2,2,99,NA,3,2,2,1
93951,1,2,1,2,2,2,2,2,2,4,0.67,1,2,1,1
93952,1,2,2,2,2,2,1,2,2,6,1.09,1,2,1,1
93953,1,2,2,2,2,2,2,2,1,5,0.77,1,2,1,1
93954,1,2,2,2,2,1,2,2,2,8,1.67,2,2,1,1
93955,2,2,1,2,2,1,2,2,2,3,0.9,1,2,1,6
93956,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
93957,1,2,2,2,2,2,2,2,1,7,1.43,2,2,1,8
93958,1,2,2,2,2,2,2,2,2,8,1.39,2,2,1,3
93959,1,2,2,1,2,2,2,2,2,6,1.46,2,2,1,1
93960,2,2,1,1,2,2,2,2,2,3,0.75,1,2,1,6
93961,1,1,2,2,2,2,2,1,2,8,2.31,3,1,NA,1
93962,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
93963,2,2,1,2,1,2,2,1,2,6,2.08,3,1,NA,1
93964,1,2,2,2,2,2,2,1,2,9,2.89,3,1,NA,1
93965,1,2,2,2,2,2,2,2,2,99,NA,3,2,1,2
93966,1,2,2,2,2,2,2,2,1,8,1.29,1,2,1,1
93967,1,1,2,2,2,2,2,2,2,4,0.68,1,2,1,1
93968,1,2,2,1,2,2,2,2,2,5,1.99,3,2,1,1
93969,1,2,2,2,2,2,2,2,2,4,0.72,1,2,1,1
93970,1,2,2,2,2,2,2,2,2,99,NA,3,9,NA,1
93971,1,2,2,2,2,2,2,2,2,12,3.82,3,2,1,1
93972,1,2,2,2,2,2,2,2,2,8,2.64,3,2,1,1
93973,1,2,2,2,2,2,2,2,2,4,0.53,1,2,1,1
93974,2,1,2,2,2,2,2,1,2,5,1.66,2,1,NA,1
93975,1,2,2,2,2,2,2,2,1,7,2.02,3,1,NA,1
93976,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,6
93977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93978,1,2,2,2,2,2,2,2,2,7,2.19,3,2,2,1
93979,1,2,2,2,2,2,2,2,2,7,1.71,2,2,1,1
93980,1,2,2,2,2,2,2,1,2,11,5,3,1,NA,1
93981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93982,2,2,2,2,2,2,2,2,2,1,0,1,2,1,1
93983,2,2,1,2,2,2,2,1,1,6,1.85,2,1,NA,1
93984,1,2,2,2,2,2,2,2,2,8,1.91,3,2,1,1
93985,1,2,1,2,1,2,7,2,2,5,0.75,1,2,1,1
93986,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
93987,1,1,2,2,2,2,1,2,1,5,0.71,1,2,1,1
93988,1,1,2,2,2,2,2,2,2,4,0.61,1,2,1,1
93989,1,1,2,2,2,2,2,1,2,12,4.78,3,1,NA,1
93990,2,2,1,2,1,2,2,2,2,7,2.22,3,2,3,1
93991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93992,1,2,2,2,2,2,2,2,2,9,2.44,3,2,1,1
93993,2,2,1,2,2,1,2,2,2,5,1.01,1,2,1,1
93994,1,2,2,2,2,2,2,2,1,1,0.09,1,2,1,1
93995,1,2,2,2,2,2,2,2,2,12,4.27,3,1,NA,1
93996,1,2,2,2,2,2,2,2,2,99,NA,9,9,NA,7
93997,1,1,2,2,2,2,2,1,2,6,0.64,1,1,NA,1
93998,1,2,1,2,1,2,2,2,1,8,1.95,3,2,1,2
93999,1,1,2,1,2,2,1,2,1,12,4.97,3,1,NA,1
94000,1,2,1,1,1,2,2,2,2,8,2.15,3,1,NA,1
94001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94002,1,1,2,2,2,2,2,2,2,11,3.35,3,2,1,1
94003,1,2,1,2,1,2,2,2,2,6,2.49,3,2,1,1
94004,1,2,2,2,2,2,1,2,2,11,2.96,3,2,4,2
94005,1,2,2,1,2,2,2,2,2,6,0.82,1,2,1,1
94006,1,2,2,2,2,2,2,2,1,12,5,3,2,3,1
94007,2,2,1,2,1,2,2,1,2,8,4.18,3,1,NA,1
94008,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
94009,1,2,2,2,2,2,2,2,1,10,2.45,3,2,1,1
94010,1,2,1,2,2,2,2,1,1,4,1.17,1,1,NA,1
94011,1,2,2,2,2,2,2,1,2,8,1.91,3,2,3,1
94012,1,2,2,2,2,2,2,2,2,6,1.22,1,2,1,1
94013,1,2,1,2,2,2,2,2,2,11,3.75,3,2,4,1
94014,1,2,2,2,2,2,2,2,2,12,3.64,3,2,1,1
94015,1,1,2,1,2,2,1,2,1,5,0.98,1,2,1,1
94016,2,1,1,2,2,2,2,2,2,4,1.03,1,2,1,1
94017,1,1,2,1,2,2,2,1,2,12,5,3,1,NA,1
94018,1,2,2,2,2,2,2,2,2,8,1.1,1,2,1,1
94019,1,2,1,2,1,2,2,2,2,8,2.43,3,1,NA,1
94020,1,2,2,2,2,2,2,1,2,7,1.09,1,2,1,1
94021,2,2,1,2,2,1,2,2,2,2,0.49,1,2,1,1
94022,1,2,2,2,2,2,2,2,2,4,0.68,1,2,1,7
94023,1,2,2,2,2,2,2,2,2,9,2.44,3,1,NA,1
94024,1,2,2,2,2,2,2,2,1,6,1.03,1,2,1,1
94025,1,1,2,2,2,2,2,2,2,11,3.71,3,1,NA,1
94026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94027,1,2,2,2,2,2,2,2,2,99,NA,9,2,99,1
94028,1,2,2,2,2,2,2,2,1,10,3.94,3,1,NA,1
94029,1,1,2,2,2,2,2,2,2,5,1.99,3,2,2,1
94030,1,2,2,2,2,2,2,2,2,11,3.82,3,2,3,1
94031,2,2,1,2,1,2,2,2,2,3,0.99,1,2,1,1
94032,1,2,1,1,2,1,2,2,1,9,1.77,2,2,1,1
94033,1,2,2,2,2,2,2,1,2,11,3.9,3,1,NA,1
94034,2,2,2,2,2,2,2,2,2,3,0.41,1,2,99,1
94035,1,2,2,2,2,2,2,2,2,2,0.24,1,2,1,1
94036,1,2,2,2,2,2,2,2,2,4,0.72,1,2,1,1
94037,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,2
94038,1,1,2,2,2,2,2,2,1,3,0.73,1,2,1,1
94039,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
94040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94041,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
94042,1,2,2,2,2,2,2,2,2,99,NA,3,2,2,2
94043,1,1,2,2,2,1,2,2,2,12,5,3,1,NA,1
94044,1,2,2,2,1,2,2,2,2,8,1.46,2,2,1,1
94045,2,2,1,2,2,2,2,2,2,3,0.9,1,2,1,4
94046,1,2,2,2,2,2,2,2,2,6,1.2,1,2,2,1
94047,1,2,2,2,2,2,2,2,2,8,1.71,2,1,NA,1
94048,2,1,1,2,1,2,2,1,2,7,3.08,3,1,NA,1
94049,2,2,1,1,2,1,2,2,2,5,0.98,1,2,1,2
94050,2,2,1,2,1,2,2,2,2,3,1,1,2,1,1
94051,2,1,1,2,1,2,2,1,2,5,1.99,3,1,NA,1
94052,1,2,2,2,2,2,2,2,2,4,0.73,1,2,1,1
94053,1,2,2,2,2,2,2,2,2,8,1.46,2,2,1,2
94054,2,1,1,1,2,2,2,2,2,7,1.43,2,2,4,1
94055,1,2,1,1,1,1,2,2,1,11,2.46,3,2,1,1
94056,1,2,2,2,2,2,2,2,1,8,1.53,2,1,NA,1
94057,1,2,1,2,1,2,2,2,2,5,1.79,2,1,NA,1
94058,1,2,1,2,1,2,2,2,2,6,1.63,2,2,1,1
94059,1,2,2,2,2,2,2,2,2,4,0.92,1,2,1,6
94060,1,1,2,1,2,2,2,2,2,7,1.76,2,2,1,1
94061,1,2,2,2,2,2,2,2,2,5,0.83,1,2,1,1
94062,1,2,2,1,2,2,2,2,1,11,4.05,3,2,1,1
94063,1,2,2,2,2,2,2,2,1,2,0.29,1,2,3,1
94064,1,2,2,2,2,2,2,2,2,5,0.57,1,2,1,1
94065,2,2,1,2,2,2,2,2,2,5,1.79,2,2,1,1
94066,1,2,2,2,2,2,2,1,2,11,3.02,3,1,NA,1
94067,1,2,2,2,2,2,2,2,2,7,1.22,1,2,1,2
94068,2,2,1,2,1,2,2,1,2,11,5,3,1,NA,1
94069,1,2,2,2,2,2,2,2,2,7,2.02,3,2,2,1
94070,1,2,2,2,2,2,2,1,2,12,4.15,3,1,NA,1
94071,1,2,2,2,2,2,2,2,2,10,3.53,3,1,NA,1
94072,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
94073,2,2,1,2,2,2,2,2,2,8,3.78,3,2,1,1
94074,1,2,2,2,2,2,2,2,2,9,4.55,3,1,NA,1
94075,1,1,2,2,2,2,2,2,1,6,1.2,1,2,1,1
94076,1,2,2,2,2,2,2,2,1,3,0.39,1,2,1,1
94077,2,2,1,2,2,2,2,1,2,6,2.49,3,1,NA,1
94078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94079,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
94080,2,2,1,2,2,2,2,1,2,6,1.7,2,1,NA,1
94081,1,1,1,2,1,2,2,1,2,12,4.39,3,2,5,9
94082,2,2,1,2,2,2,2,1,2,8,2.96,3,1,NA,1
94083,1,2,2,2,2,2,2,2,1,9,1.62,2,2,1,1
94084,1,2,2,2,2,2,2,2,2,8,2.96,3,2,3,1
94085,2,2,1,2,1,2,2,2,2,4,1.11,1,2,2,1
94086,2,2,1,2,1,2,2,1,2,6,2.17,3,1,NA,1
94087,1,1,2,2,2,2,2,2,2,1,0,1,2,1,2
94088,1,2,2,2,2,2,2,1,2,11,3.12,3,1,NA,1
94089,1,2,1,2,2,2,2,2,2,2,0.36,1,2,1,1
94090,1,2,2,2,2,2,2,2,1,12,5,3,2,1,1
94091,1,2,2,2,2,2,2,2,2,12,4.39,3,2,1,1
