"seqn","inq020","inq012","inq030","inq060","inq080","inq090","inq132","inq140","inq150","ind235","indfmmpi","indfmmpc","inq300","ind310","inq320"
95017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95019,1,1,2,2,2,2,2,2,1,3,0.49,1,2,1,1
95020,2,2,2,2,1,2,2,2,2,6,2.39,3,2,5,3
95021,1,2,2,2,2,2,2,2,2,9,2.16,3,1,NA,1
95022,1,2,2,1,2,2,2,1,2,10,2.41,3,2,2,2
95023,1,1,2,2,2,2,2,2,2,10,1.94,3,2,3,1
95024,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
95025,1,2,2,2,2,2,1,1,2,9,3.65,3,1,NA,2
95026,2,2,2,2,2,2,2,2,1,1,0.12,1,2,1,4
95027,2,2,2,2,2,2,2,2,1,77,NA,3,2,1,3
95028,2,2,1,2,2,1,2,2,2,5,1.01,1,2,1,1
95029,1,2,2,2,2,2,1,2,2,5,1.04,1,2,1,1
95030,1,2,2,2,2,2,2,2,1,99,NA,2,2,3,1
95031,1,1,2,2,2,2,2,1,2,11,5,3,2,1,1
95032,1,2,2,2,1,2,2,2,2,11,2.92,3,1,NA,1
95033,1,2,1,2,2,1,2,2,2,7,1.27,1,1,NA,1
95034,1,2,2,2,2,2,2,1,2,10,4.43,3,1,NA,1
95035,1,1,2,2,2,2,2,1,2,77,NA,7,2,77,1
95036,1,2,1,2,2,2,2,2,2,8,3.13,3,2,1,1
95037,1,2,2,2,2,2,2,2,2,4,1.48,2,2,1,1
95038,1,1,2,2,2,2,2,2,1,7,1.25,1,2,1,1
95039,1,2,2,2,2,2,2,1,2,3,0.99,1,2,1,5
95040,1,2,2,2,2,2,2,2,2,8,2.92,3,2,1,1
95041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95042,1,2,1,2,2,2,2,2,2,4,0.93,1,2,4,1
95043,1,2,2,2,2,2,2,2,2,7,1.73,2,2,1,1
95044,1,1,1,2,1,2,2,2,2,8,2.92,3,1,NA,1
95045,2,2,1,2,1,2,2,1,2,11,5,3,1,NA,1
95046,2,2,1,2,2,2,2,2,2,3,0.96,1,2,1,2
95047,1,1,1,2,2,2,2,1,2,99,NA,3,1,NA,1
95048,1,1,2,2,2,2,2,2,2,9,3.69,3,2,3,1
95049,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,9
95050,1,1,2,2,2,2,2,2,1,9,3.55,3,2,2,1
95051,1,2,2,2,2,2,2,2,2,10,4.16,3,2,3,1
95052,1,1,2,1,2,2,2,9,2,7,0.79,1,2,2,1
95053,2,2,1,2,2,1,2,2,2,6,1.2,1,2,1,2
95054,1,2,1,2,2,1,2,2,2,6,1.02,1,2,1,1
95055,1,2,2,2,2,2,1,2,2,99,NA,9,2,99,1
95056,1,2,2,2,2,2,1,1,1,5,1.06,1,2,1,3
95057,2,1,1,2,1,2,2,2,2,10,4.52,3,1,NA,1
95058,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
95059,2,2,2,2,2,2,2,2,2,1,0,1,2,1,3
95060,1,2,2,2,2,2,2,2,2,7,1.76,2,2,1,1
95061,1,2,2,2,2,2,2,2,2,10,2.63,3,2,2,1
95062,2,2,1,2,2,2,2,2,2,2,0.74,1,2,1,7
95063,2,2,2,2,2,2,1,2,2,2,0.31,1,2,1,1
95064,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
95065,1,2,2,2,2,2,2,2,1,6,1.37,2,2,1,1
95066,2,2,1,2,2,2,2,2,2,1,0.16,1,2,77,1
95067,1,2,2,2,2,2,2,2,2,8,2.64,3,2,1,1
95068,2,2,1,2,1,2,2,1,2,4,1.51,2,1,NA,1
95069,1,2,2,2,2,2,2,2,2,6,1.47,2,2,1,1
95070,1,1,2,2,2,2,2,2,2,99,NA,9,2,99,1
95071,1,2,1,2,2,2,2,2,2,99,NA,1,1,NA,1
95072,1,2,2,2,2,2,2,1,2,99,NA,2,1,NA,1
95073,1,2,1,2,1,2,2,2,2,10,4.01,3,1,NA,1
95074,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
95075,2,2,1,2,2,2,2,2,2,4,1.55,2,2,3,1
95076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95077,1,2,1,2,2,2,2,2,2,11,3.8,3,1,NA,1
95078,1,2,2,2,2,2,2,2,2,7,2.22,3,2,1,1
95079,1,2,2,2,2,2,2,2,1,11,2.55,3,2,1,2
95080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95081,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
95082,2,2,1,2,2,2,2,2,2,5,1.68,2,2,1,1
95083,1,2,2,2,2,2,2,1,2,7,1.41,2,2,1,1
95084,1,1,2,2,2,2,1,2,2,6,0.87,1,2,1,1
95085,1,2,2,2,2,2,2,2,2,9,2.89,3,1,NA,1
95086,1,2,2,2,2,2,2,2,2,1,0,1,2,3,1
95087,1,2,2,2,2,2,2,2,2,8,1.1,1,2,1,1
95088,1,1,2,2,2,2,2,2,2,8,1.67,2,2,1,1
95089,1,2,2,2,2,2,2,2,2,8,1.84,2,2,1,1
95090,1,2,2,2,2,2,2,2,2,10,2.87,3,2,3,1
95091,2,2,1,1,2,2,1,2,2,3,0.95,1,2,1,1
95092,1,1,1,9,1,2,2,7,7,77,NA,9,7,NA,1
95093,1,2,1,2,2,2,2,2,2,5,1.15,1,2,1,3
95094,1,2,2,2,2,2,2,2,2,4,0.87,1,2,1,2
95095,2,2,1,2,2,2,2,1,2,99,NA,2,1,NA,1
95096,1,2,2,2,2,2,2,2,2,9,1.78,2,1,NA,1
95097,1,1,1,2,1,2,2,1,2,10,4.37,3,1,NA,1
95098,9,1,1,2,2,2,2,2,2,5,1.4,2,1,NA,3
95099,1,2,1,2,2,2,2,2,2,11,3.8,3,1,NA,1
95100,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
95101,1,2,1,2,2,1,1,2,2,3,0.69,1,2,3,1
95102,1,2,2,1,2,2,2,2,2,8,1.95,3,2,2,1
95103,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
95104,1,2,2,2,2,2,2,2,1,9,2.56,3,2,1,1
95105,2,2,1,1,1,2,2,1,2,7,2.62,3,1,NA,1
95106,1,1,2,2,2,2,2,2,2,6,1.12,1,2,2,4
95107,1,2,2,2,2,2,2,2,2,3,0.29,1,2,2,1
95108,2,2,2,2,2,2,2,2,1,3,0.33,1,2,1,3
95109,1,2,2,2,2,2,2,2,2,7,1.43,2,2,1,1
95110,1,2,1,2,2,2,2,1,2,12,4.63,3,1,NA,1
95111,1,2,1,1,1,1,2,2,1,2,0.74,1,1,NA,1
95112,1,2,2,2,2,1,2,2,1,7,1.22,1,2,1,1
95113,1,2,2,2,1,2,1,2,1,11,3.07,3,2,3,1
95114,1,2,2,2,2,2,2,2,2,8,3.28,3,2,3,4
95115,1,2,2,2,2,2,2,2,2,3,0.49,1,2,1,1
95116,1,2,2,1,1,2,2,2,2,9,3.65,3,1,NA,1
95117,1,2,2,2,2,2,2,2,2,7,1.31,2,1,NA,1
95118,1,2,1,2,2,2,2,1,2,8,3.28,3,1,NA,1
95119,2,2,2,2,2,2,2,2,2,1,0,1,2,4,1
95120,2,2,1,2,2,1,1,2,2,7,0.95,1,2,1,1
95121,1,1,1,2,1,2,2,1,2,77,NA,2,7,NA,1
95122,1,2,2,2,2,2,2,1,2,10,2.87,3,1,NA,1
95123,1,2,2,2,2,2,2,2,1,11,5,3,1,NA,1
95124,1,2,2,2,2,2,2,2,2,3,0.99,1,2,1,4
95125,2,2,2,2,2,2,2,2,1,2,0.2,1,2,1,1
95126,1,1,2,2,2,2,2,2,2,99,NA,1,2,3,1
95127,1,2,2,2,2,2,2,1,1,8,1.46,2,1,NA,1
95128,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
95129,2,2,1,2,2,2,2,2,2,3,1.18,1,2,1,1
95130,1,1,2,2,2,2,2,2,2,77,NA,3,1,NA,1
95131,1,2,2,2,2,2,2,2,2,6,1.82,2,1,NA,1
95132,1,1,2,2,2,2,2,1,2,9,1.32,2,2,1,1
95133,1,2,2,2,2,2,2,2,2,4,0.81,1,2,1,1
95134,1,2,2,2,2,2,2,2,1,4,0.53,1,2,1,1
95135,2,2,1,2,2,2,2,2,2,4,1.29,1,2,1,1
95136,1,2,2,2,2,2,2,2,2,7,1.09,1,2,1,1
95137,1,2,2,2,2,2,2,1,1,12,5,3,1,NA,1
95138,1,2,1,2,2,2,2,2,2,10,3.58,3,2,1,1
95139,1,2,2,2,2,2,2,2,2,8,2.15,3,2,1,1
95140,1,2,2,1,2,2,2,1,2,10,2.41,3,2,2,2
95141,1,2,2,2,2,2,2,2,2,8,2.15,3,2,1,1
95142,1,2,2,2,2,2,1,2,2,8,1.67,2,2,1,1
95143,1,2,2,2,2,1,2,1,1,11,3.68,3,1,NA,1
95144,1,1,2,2,2,2,2,2,2,10,1.45,2,2,1,7
95145,1,2,2,2,2,2,2,1,2,7,1.09,1,2,1,1
95146,1,2,2,2,2,2,2,2,2,9,1.42,2,2,1,1
95147,1,1,2,2,2,2,2,1,2,9,1.32,2,2,1,1
95148,1,2,2,2,2,2,2,2,1,99,NA,1,2,1,3
95149,1,2,2,2,2,2,2,2,1,5,1.12,1,2,1,1
95150,1,2,1,2,1,2,2,2,2,6,1.5,2,2,1,1
95151,2,2,1,2,1,1,2,1,2,5,1.46,2,7,NA,1
95152,2,2,2,1,2,2,2,2,1,1,0.14,1,2,1,4
95153,1,2,2,2,2,2,2,2,2,6,1.2,1,2,1,1
95154,1,2,1,2,2,2,2,2,2,6,1.22,1,2,1,1
95155,1,2,2,2,2,2,1,2,2,4,0.4,1,2,2,1
95156,1,2,2,2,2,2,2,2,1,9,1.75,2,2,1,1
95157,1,2,2,1,2,2,2,2,2,77,NA,7,7,NA,1
95158,1,1,2,2,2,2,2,1,2,9,1.32,2,2,1,1
95159,1,2,2,2,2,2,2,1,1,12,3.87,3,1,NA,2
95160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95161,1,2,2,2,2,2,2,2,2,5,1.46,2,2,1,1
95162,1,2,2,2,2,2,2,2,1,11,2.77,3,2,3,1
95163,1,2,1,2,2,2,2,2,2,77,NA,1,2,1,6
95164,1,2,2,2,2,2,2,1,2,12,4.88,3,1,NA,1
95165,1,2,1,2,1,2,2,2,2,8,2.43,3,1,NA,1
95166,1,2,2,2,2,2,2,2,2,5,0.73,1,2,1,2
95167,1,2,2,2,2,2,2,2,1,7,1.29,1,2,1,1
95168,1,2,1,1,2,2,2,2,1,5,0.98,1,2,1,1
95169,1,2,2,2,2,2,2,2,2,7,1.73,2,2,1,1
95170,1,2,1,2,2,2,2,2,2,8,1.63,2,1,NA,1
95171,1,2,2,2,2,2,2,2,1,7,1.43,2,2,1,1
95172,1,2,2,2,2,2,2,2,1,8,2.18,3,2,1,3
95173,1,2,1,2,1,2,2,2,2,3,1,1,2,1,1
95174,1,2,2,2,2,2,2,2,1,4,0.47,1,2,1,1
95175,1,2,2,2,2,2,2,2,2,9,1.78,2,2,2,1
95176,1,2,2,2,2,2,1,2,1,99,NA,9,2,1,1
95177,2,2,2,2,2,1,2,2,2,1,0,1,2,1,6
95178,1,2,2,2,2,2,2,1,2,12,4.39,3,1,NA,1
95179,1,2,2,2,2,2,2,2,1,99,NA,9,2,1,2
95180,1,1,2,2,2,2,2,2,2,11,2.92,3,2,1,1
95181,1,1,2,2,2,2,2,1,2,12,4.78,3,1,NA,1
95182,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
95183,1,2,2,2,2,2,2,2,2,6,0.96,1,2,1,1
95184,1,2,2,2,2,2,2,2,2,77,NA,7,7,NA,1
95185,1,2,2,2,2,2,2,1,1,10,4.43,3,9,NA,1
95186,1,2,2,2,2,2,2,2,2,11,5,3,1,NA,1
95187,7,7,2,2,2,2,2,9,2,77,NA,3,2,1,1
95188,1,2,2,2,2,2,2,2,2,77,NA,7,2,1,3
95189,1,2,1,2,2,2,2,2,2,5,1.15,1,2,1,2
95190,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
95191,1,2,2,2,2,2,2,2,2,4,0.81,1,2,1,1
95192,1,2,2,2,2,1,2,2,1,11,2.33,3,2,1,1
95193,1,1,2,2,2,2,2,1,2,10,2.24,3,1,NA,1
95194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95195,2,1,2,2,2,2,2,2,2,2,0.35,1,2,1,2
95196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95197,1,2,1,2,2,1,1,2,2,7,1.72,2,2,1,1
95198,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
95199,1,2,2,2,1,2,2,2,2,10,3.53,3,2,1,1
95200,1,2,2,2,2,2,2,2,2,4,0.73,1,2,1,1
95201,1,2,2,2,2,2,2,2,2,12,3.39,3,1,NA,1
95202,1,2,9,2,2,2,2,1,2,99,NA,3,1,NA,2
95203,2,2,2,1,1,2,2,2,1,4,1.62,2,2,1,1
95204,1,2,2,2,2,2,2,2,2,77,NA,7,7,NA,1
95205,1,2,2,1,1,2,2,2,2,10,2.67,3,2,1,1
95206,1,2,2,2,2,2,2,2,2,9,1.78,2,1,NA,1
95207,2,2,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,1
95208,1,2,1,2,1,2,2,2,2,6,1.21,1,1,NA,1
95209,1,2,1,2,1,2,2,2,2,77,NA,3,7,NA,1
95210,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
95211,1,1,2,2,2,2,2,2,2,8,3.06,3,2,1,1
95212,1,1,2,2,2,2,2,1,2,12,4.39,3,1,NA,1
95213,1,2,2,2,2,2,2,2,2,11,5,3,2,3,1
95214,1,2,1,1,2,2,2,2,2,5,1.29,1,2,1,1
95215,1,1,2,2,2,2,2,2,2,4,1.48,2,2,1,1
95216,1,1,2,2,2,2,2,2,2,99,NA,3,1,NA,1
95217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95218,1,1,2,2,2,2,2,2,2,12,4.59,3,1,NA,1
95219,1,2,2,2,2,2,2,1,1,6,0.98,1,2,3,1
95220,1,2,2,2,2,2,1,2,2,6,1.2,1,2,1,1
95221,1,2,2,2,2,2,2,2,2,3,1.19,1,2,1,1
95222,1,2,1,2,2,2,2,2,2,99,NA,9,2,99,2
95223,1,2,2,2,2,2,2,2,2,9,1.42,2,2,1,1
95224,2,2,1,1,2,2,2,2,2,9,4.74,3,1,NA,1
95225,1,1,2,2,2,2,2,2,2,7,1.24,1,1,NA,1
95226,2,2,2,2,2,2,2,2,1,4,0.72,1,2,1,1
95227,2,1,2,2,2,2,2,1,2,10,3.46,3,2,3,1
95228,2,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
95229,1,1,2,1,2,2,2,1,2,12,5,3,1,NA,1
95230,1,2,2,2,2,2,1,2,2,99,NA,1,2,1,1
95231,1,2,2,2,2,2,2,2,2,7,1.33,2,2,1,1
95232,2,2,2,2,2,2,2,2,2,5,0.98,1,2,1,1
95233,1,2,2,2,2,2,2,2,2,7,1.22,1,2,1,2
95234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95235,1,2,2,2,2,2,2,2,2,99,NA,2,2,1,1
95236,1,2,1,2,2,1,2,2,2,99,NA,1,2,1,1
95237,1,2,2,2,2,2,2,1,2,4,1.4,2,2,1,1
95238,1,1,1,2,1,2,2,2,2,99,NA,3,2,3,1
95239,1,2,2,2,2,2,2,2,2,7,1.43,2,2,2,1
95240,1,1,2,1,2,2,2,9,2,7,0.79,1,2,2,1
95241,1,2,2,2,2,2,2,2,2,9,2.94,3,2,3,1
95242,1,2,2,2,2,2,2,1,1,5,1.18,1,1,NA,1
95243,1,1,1,2,1,2,2,1,2,7,1.76,2,2,1,1
95244,1,2,2,2,2,2,2,2,2,6,2.04,3,2,1,1
95245,1,1,2,2,2,2,2,2,1,11,2.16,3,2,1,1
95246,1,2,1,2,1,2,7,2,2,5,0.75,1,2,1,1
95247,1,1,1,2,2,1,2,2,1,4,0.95,1,2,1,1
95248,1,1,2,2,2,2,2,2,2,12,3.76,3,1,NA,1
95249,2,2,1,2,2,2,2,2,2,5,1.69,2,2,1,1
95250,1,2,2,2,2,2,2,2,2,77,NA,7,7,NA,1
95251,1,2,2,2,2,2,2,2,2,5,0.98,1,2,1,1
95252,2,2,1,2,1,2,2,2,2,4,1.33,2,2,1,1
95253,1,2,2,2,2,2,2,2,2,10,2.5,3,2,3,1
95254,1,2,2,2,2,2,2,2,2,5,0.75,1,2,1,3
95255,1,2,2,2,2,2,2,2,1,12,4.78,3,2,4,1
95256,1,2,1,2,2,2,2,2,2,3,1.01,1,2,1,3
95257,1,2,2,2,2,2,2,2,2,10,2.5,3,2,3,1
95258,2,2,2,1,2,2,2,2,2,5,1.79,2,2,1,2
95259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95260,1,2,2,2,2,2,2,2,2,7,3.48,3,2,3,1
95261,1,2,1,2,1,2,2,2,2,6,1.37,2,2,1,1
95262,2,2,2,1,2,1,2,1,2,6,1.47,2,2,1,1
95263,1,1,2,2,2,2,2,1,2,6,1.53,2,2,1,1
95264,2,1,2,2,2,2,2,1,2,1,0,1,7,NA,1
95265,1,2,2,1,2,2,2,2,2,5,1.18,1,1,NA,1
95266,1,2,1,1,1,2,1,2,1,11,4.39,3,1,NA,1
95267,1,2,2,2,2,2,2,2,2,7,1.43,2,2,1,1
95268,2,2,1,2,1,2,2,1,2,6,1.6,2,2,1,1
95269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95270,1,2,2,2,2,2,2,2,1,4,0.95,1,2,1,1
95271,1,2,2,2,2,2,2,2,2,3,0.48,1,2,1,4
95272,2,2,1,2,2,2,2,1,2,5,1.98,3,1,NA,1
95273,1,1,2,2,2,2,2,1,2,7,1.46,2,2,3,1
95274,1,1,2,2,2,2,2,2,2,8,2.6,3,2,1,1
95275,1,1,2,2,2,2,2,1,2,99,NA,3,1,NA,1
95276,1,2,2,2,2,2,2,1,1,9,3.79,3,2,3,1
95277,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
95278,1,2,2,2,2,2,2,2,2,99,NA,3,2,1,1
95279,1,2,2,2,2,2,2,2,2,6,1.13,1,1,NA,1
95280,1,2,2,2,2,2,2,2,2,99,NA,3,2,1,1
95281,2,2,1,1,1,2,2,2,2,7,3.31,3,2,1,1
95282,1,2,2,2,2,2,2,2,2,5,0.96,1,2,1,1
95283,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
95284,1,2,2,2,2,2,2,2,2,9,2.04,3,2,1,1
95285,1,2,2,2,2,2,2,2,2,2,0.24,1,2,1,1
95286,1,2,2,2,2,2,2,1,2,8,1.95,3,1,NA,1
95287,1,2,2,2,1,2,2,1,2,12,5,3,1,NA,1
95288,2,2,1,2,2,2,2,2,2,6,1.58,2,2,1,1
95289,1,2,2,2,1,2,2,2,1,5,1.46,2,2,1,1
95290,1,1,2,2,2,2,2,2,2,99,NA,9,2,1,1
95291,1,2,2,2,2,2,2,2,1,4,0.72,1,2,1,1
95292,1,2,2,2,2,2,2,2,2,8,1.46,2,2,1,1
95293,1,2,1,2,2,2,2,2,2,99,NA,1,1,NA,1
95294,1,2,2,2,2,2,2,2,2,7,1.21,1,2,1,1
95295,1,1,2,2,2,2,2,2,2,9,2.08,3,2,3,1
95296,1,1,1,1,2,2,2,1,2,12,5,3,1,NA,1
95297,1,1,1,9,1,2,2,7,7,77,NA,9,7,NA,1
95298,1,2,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,1
95299,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
95300,1,2,2,2,2,2,2,2,2,6,1.15,1,2,1,1
95301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95302,1,2,2,2,2,2,2,2,2,10,2.87,3,2,1,1
95303,1,2,2,2,2,2,1,2,2,4,0.96,1,2,1,1
95304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95305,1,2,2,2,2,2,2,2,2,8,2.35,3,2,1,1
95306,1,1,2,2,2,2,2,1,1,11,3.06,3,1,NA,2
95307,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
95308,1,2,1,1,1,1,2,1,2,10,4.37,3,2,1,1
95309,1,2,2,2,2,2,1,2,2,8,1.84,2,2,1,1
95310,1,2,2,2,2,2,2,2,2,12,5,3,2,1,1
95311,1,1,2,2,2,2,1,2,1,5,0.71,1,2,1,1
95312,1,2,2,2,2,2,2,2,2,10,5,3,1,NA,4
95313,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
95314,2,2,2,2,2,2,2,2,2,3,0.59,1,2,1,1
95315,2,1,1,2,1,2,2,2,2,5,0.98,1,2,1,2
95316,1,2,2,2,2,2,1,2,1,4,0.76,1,2,1,1
95317,1,1,2,2,2,2,2,2,2,7,1.22,1,2,1,4
95318,1,2,1,1,2,2,2,2,1,12,5,3,1,NA,1
95319,1,2,2,2,2,2,2,2,2,99,NA,2,2,1,1
95320,1,2,2,2,2,2,2,2,2,3,0.37,1,2,1,1
95321,1,2,1,1,2,1,2,2,2,NA,NA,NA,NA,NA,1
95322,1,2,1,2,2,2,2,2,2,7,2.22,3,2,1,1
95323,1,2,2,2,2,2,1,2,2,11,2.96,3,2,4,2
95324,1,1,1,2,1,2,2,1,2,8,3.33,3,1,NA,1
95325,2,2,2,2,2,2,2,2,2,4,0.94,1,1,NA,1
95326,1,2,1,2,1,2,2,1,2,9,3.98,3,1,NA,1
95327,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
95328,1,1,2,2,2,2,1,2,1,3,0.71,1,2,1,1
95329,1,2,2,2,2,2,2,1,2,8,1.91,3,2,3,1
95330,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
95331,1,2,2,2,2,2,2,2,1,6,1.33,2,2,1,1
95332,2,2,1,2,1,2,2,2,2,5,1.98,3,2,1,1
95333,1,1,2,2,2,2,2,2,2,9,2.04,3,1,NA,1
95334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95335,2,2,1,2,2,9,2,2,2,99,NA,1,2,1,1
95336,1,2,2,2,2,2,2,1,2,9,2.17,3,2,4,1
95337,1,2,1,2,2,2,2,2,2,6,1.07,1,2,1,1
95338,2,2,1,2,2,2,2,2,2,3,0.8,1,2,1,1
95339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95340,1,7,2,2,2,2,2,7,2,99,NA,7,2,1,1
95341,1,1,2,2,2,2,2,2,2,99,NA,3,2,1,1
95342,1,1,2,2,2,2,2,1,2,2,0.47,1,2,4,1
95343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95344,1,2,1,2,2,2,2,2,2,11,2.42,3,2,4,1
95345,2,2,1,2,2,1,2,2,2,5,0.98,1,2,1,1
95346,1,2,2,1,2,1,2,2,2,6,1.61,2,2,1,1
95347,1,1,2,2,2,2,2,2,2,4,0.73,1,2,1,1
95348,1,2,2,2,2,2,2,2,2,8,2.31,3,2,1,1
95349,1,2,2,2,2,1,2,2,1,7,1.24,1,2,1,1
95350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95351,1,1,2,2,2,2,2,1,2,12,3.67,3,1,NA,1
95352,1,2,2,2,2,2,2,2,2,3,1.19,1,1,NA,1
95353,1,2,2,2,2,2,2,2,2,5,0.57,1,2,1,1
95354,1,1,2,2,2,2,2,2,2,99,NA,1,2,3,1
95355,1,2,2,2,2,2,1,2,9,99,NA,1,2,1,1
95356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95357,2,2,1,2,2,2,2,2,2,4,0.75,1,2,1,1
95358,2,2,1,2,2,1,2,2,2,3,0.91,1,2,1,7
95359,2,2,2,2,2,2,2,2,2,5,0.98,1,2,1,1
95360,1,2,1,2,2,2,2,1,2,6,1.75,2,1,NA,1
95361,1,2,1,1,2,2,2,2,1,11,5,3,2,2,2
95362,1,2,2,2,2,2,2,2,2,5,0.82,1,2,2,1
95363,2,1,2,2,2,2,1,2,2,10,3.41,3,2,2,1
95364,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
95365,1,2,2,2,2,2,2,2,2,99,NA,9,9,NA,2
95366,1,1,2,2,2,2,2,2,2,12,4.3,3,2,1,1
95367,1,1,2,2,2,2,2,1,2,9,2.44,3,1,NA,1
95368,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
95369,1,2,1,2,2,9,2,2,2,6,1.02,1,2,1,1
95370,2,2,1,2,2,1,1,2,2,3,0.69,1,2,1,4
95371,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
95372,2,2,1,2,2,2,2,1,1,9,3.65,3,2,3,1
95373,1,2,2,2,1,2,2,1,2,10,2.13,3,1,NA,1
95374,1,2,2,2,2,2,2,2,2,3,0.38,1,2,1,1
95375,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
95376,1,2,2,2,2,2,2,2,1,6,1.53,2,2,1,1
95377,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,2
95378,2,2,1,2,1,2,2,1,2,6,1.75,2,1,NA,3
95379,2,2,2,2,2,2,2,2,2,99,NA,1,1,NA,2
95380,1,1,1,2,2,2,2,2,2,2,0.75,1,2,1,1
95381,1,2,2,2,2,2,2,1,1,12,5,3,1,NA,1
95382,1,2,2,2,2,2,2,2,2,12,5,3,2,1,1
95383,9,9,2,2,2,2,2,2,2,99,NA,9,2,99,2
95384,1,2,2,2,2,1,1,2,2,9,2.89,3,2,2,1
95385,1,2,2,2,2,2,1,2,2,11,2.96,3,2,4,2
95386,1,2,2,2,2,2,2,2,1,2,0.37,1,2,1,1
95387,1,2,2,2,2,2,1,2,2,3,0.59,1,2,1,1
95388,1,2,2,2,2,2,2,2,2,5,1.33,2,2,1,1
95389,1,1,2,2,2,2,1,2,2,6,0.81,1,2,4,1
95390,1,1,1,2,2,2,2,2,2,3,0.77,1,1,NA,1
95391,1,2,2,2,2,2,2,2,2,1,0,1,2,1,7
95392,1,2,2,2,2,2,2,2,2,99,NA,3,2,1,1
95393,1,2,2,2,2,2,2,1,2,11,5,3,1,NA,1
95394,1,1,2,2,2,2,2,2,2,5,1.18,1,2,1,1
95395,1,2,2,2,2,2,2,2,1,4,1.09,1,2,1,1
95396,1,2,2,2,2,2,2,2,1,8,2.35,3,2,1,1
95397,2,2,1,2,2,2,2,2,2,5,0.88,1,2,1,3
95398,1,2,2,2,2,2,2,2,2,7,1.51,2,2,1,1
95399,1,2,2,2,2,2,2,1,2,99,NA,2,1,NA,1
95400,1,2,2,2,2,2,2,2,1,12,4.78,3,2,4,1
95401,2,2,1,2,1,2,2,1,9,12,5,3,2,3,9
95402,1,2,2,2,2,2,2,2,2,11,2.92,3,2,3,1
95403,1,2,1,1,2,1,2,2,2,2,0.53,1,2,1,3
95404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95405,1,2,2,2,2,2,2,1,2,11,5,3,1,NA,1
95406,2,2,1,2,1,2,2,1,2,12,5,3,1,NA,1
