"seqn","inq020","inq012","inq030","inq060","inq080","inq090","inq132","inq140","inq150","ind235","indfmmpi","indfmmpc","inq300","ind310","inq320"
84117,1,2,2,2,2,2,2,1,2,77,NA,3,2,1,1
84118,9,2,2,2,2,9,1,2,2,99,NA,9,2,1,1
84119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84120,1,2,2,1,1,1,2,2,2,5,0.99,1,2,1,1
84121,1,2,2,1,2,2,2,2,2,9,1.22,1,1,NA,1
84122,9,2,2,1,2,1,2,2,2,7,3.67,3,2,1,2
84123,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
84124,2,2,2,2,2,2,1,2,2,3,0.29,1,2,1,2
84125,2,2,1,1,2,2,2,1,1,10,4.12,3,1,NA,1
84126,1,2,2,2,2,1,2,2,1,4,0.49,1,2,1,1
84127,1,2,2,1,2,2,2,2,2,9,1.22,1,1,NA,1
84128,1,2,2,2,2,2,2,2,2,3,0.92,1,2,1,1
84129,2,2,2,2,2,1,2,2,2,3,0.82,1,2,1,3
84130,1,2,2,2,2,2,2,2,2,6,1.87,3,2,4,1
84131,1,1,2,2,2,2,2,2,1,6,0.81,1,2,1,1
84132,1,2,2,2,2,2,2,2,2,7,1.1,1,2,1,1
84133,1,2,2,2,2,2,2,2,2,8,2.39,3,2,1,1
84134,1,1,2,2,2,2,2,2,2,10,2.21,3,2,99,1
84135,1,2,2,2,2,2,2,2,2,6,1.37,2,2,1,1
84136,1,2,2,2,2,2,2,2,2,4,0.79,1,2,1,1
84137,1,2,2,2,2,2,2,2,2,6,2.42,3,2,1,6
84138,1,1,2,2,2,2,2,1,2,6,1.09,1,1,NA,1
84139,2,2,1,2,2,2,2,2,2,4,1.32,2,2,1,3
84140,1,2,2,2,2,2,2,2,2,4,1.62,2,2,1,2
84141,1,2,2,2,2,2,2,2,2,9,2.24,3,2,1,1
84142,1,2,2,2,2,2,2,2,2,12,5,3,2,3,1
84143,1,2,2,2,2,1,2,2,2,3,0.84,1,2,1,2
84144,1,2,2,2,2,2,2,2,1,9,2.98,3,2,1,1
84145,1,2,2,2,2,2,2,2,2,11,4.96,3,1,NA,1
84146,1,2,2,2,2,2,2,2,2,3,0.51,1,2,1,1
84147,1,2,2,2,2,2,2,2,2,3,0.39,1,2,1,1
84148,1,2,2,2,2,2,2,2,2,12,4,3,1,NA,1
84149,1,2,2,2,2,2,2,2,2,7,1.48,2,1,NA,1
84150,1,2,2,2,2,2,2,2,2,12,4.22,3,1,NA,1
84151,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
84152,1,2,2,2,2,2,2,2,2,4,0.83,1,2,1,1
84153,1,2,2,2,2,2,1,2,2,99,NA,1,2,1,1
84154,1,2,2,2,2,2,2,2,2,4,0.9,1,2,1,3
84155,1,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,1
84156,1,2,1,2,2,2,2,2,2,4,0.68,1,2,1,1
84157,1,2,1,2,2,1,2,2,2,99,NA,2,2,1,2
84158,1,2,2,2,2,2,2,2,2,10,2.77,3,2,1,1
84159,2,2,2,2,2,1,1,2,2,2,0.42,1,2,1,4
84160,1,2,2,2,2,1,2,2,2,12,5,3,1,NA,1
84161,1,2,2,2,2,2,2,2,2,6,0.85,1,2,1,1
84162,1,2,2,2,2,2,2,2,2,9,2.11,3,2,1,1
84163,1,2,2,2,2,2,1,2,2,4,0.55,1,2,1,1
84164,1,1,2,2,2,2,2,2,2,77,NA,3,1,NA,1
84165,1,2,1,2,2,2,1,1,2,5,0.65,1,1,NA,2
84166,2,2,1,2,2,2,2,1,2,11,5,3,1,NA,1
84167,1,2,2,2,2,2,2,2,2,10,2.32,3,2,1,1
84168,1,2,1,2,2,2,2,2,2,5,1.07,1,2,1,1
84169,1,2,2,2,1,2,2,2,1,7,1.9,3,2,1,1
84170,1,2,2,2,2,2,2,1,2,9,2.99,3,1,NA,2
84171,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
84172,2,2,2,2,2,2,2,2,2,3,0.96,1,2,1,1
84173,1,2,2,2,2,2,2,2,2,9,2.99,3,2,2,1
84174,1,1,2,2,2,2,2,2,2,8,3,3,2,1,1
84175,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
84176,1,2,2,2,2,2,2,2,1,11,2.96,3,2,2,1
84177,2,2,1,1,2,2,2,2,2,3,0.88,1,2,1,8
84178,1,1,1,2,1,2,2,2,2,8,1.47,2,1,NA,1
84179,1,2,2,2,2,2,2,1,2,99,NA,3,1,NA,1
84180,2,2,2,2,2,2,2,2,2,3,0.71,1,2,1,4
84181,1,2,2,2,2,2,2,2,2,3,0.23,1,2,1,1
84182,1,2,2,2,2,2,2,2,1,9,2.47,3,2,3,1
84183,1,2,1,2,2,1,2,2,2,8,1.51,2,1,NA,1
84184,2,1,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1
84185,1,1,2,2,2,2,2,2,1,5,0.99,1,2,1,1
84186,1,2,2,2,2,2,2,2,2,7,1.79,2,2,1,1
84187,1,2,2,2,2,2,2,2,2,12,4,3,1,NA,1
84188,1,2,1,1,2,2,2,2,2,99,NA,3,2,1,4
84189,1,2,1,2,2,2,2,2,2,9,2.98,3,2,1,1
84190,1,2,2,2,2,2,2,2,2,5,0.59,1,2,1,1
84191,1,2,2,2,2,1,2,2,2,7,1.83,2,2,1,1
84192,1,1,1,2,2,1,2,2,2,8,1.77,2,2,1,1
84193,1,1,2,2,2,2,2,1,2,12,5,3,2,2,1
84194,1,1,2,2,2,2,2,2,2,7,2.62,3,2,3,1
84195,1,2,2,2,2,2,2,2,2,3,1.11,1,2,1,1
84196,1,2,2,2,2,2,2,1,2,99,NA,3,1,NA,1
84197,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
84198,1,1,2,2,2,2,2,2,2,9,1.47,2,2,1,1
84199,1,2,2,2,2,2,2,1,1,99,NA,1,2,1,1
84200,2,2,2,1,2,2,2,2,2,3,0.82,1,2,2,1
84201,2,2,1,2,2,2,2,2,2,3,0.92,1,2,1,1
84202,1,2,2,2,1,2,2,2,2,12,4.22,3,2,1,1
84203,1,1,2,2,2,2,2,2,1,99,NA,2,2,1,1
84204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84205,1,2,2,2,2,1,2,2,2,6,1.03,1,2,1,1
84206,1,2,2,2,2,2,2,2,2,12,4.95,3,1,NA,1
84207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84208,2,2,2,2,2,2,2,2,2,3,0.82,1,2,1,6
84209,1,2,2,2,2,2,2,2,2,3,0.59,1,2,1,1
84210,1,2,2,1,2,1,2,2,2,12,2.65,3,9,NA,1
84211,1,2,2,2,2,2,2,2,2,11,3.46,3,1,NA,1
84212,2,2,1,2,2,1,2,2,2,2,0.61,1,2,1,6
84213,1,2,2,2,2,2,2,2,2,11,2.66,3,2,3,1
84214,1,2,2,2,2,2,2,2,2,7,1.35,2,2,1,1
84215,1,2,2,2,2,2,2,2,2,3,0.75,1,2,1,6
84216,2,2,2,2,2,2,2,1,2,77,NA,7,7,NA,1
84217,1,2,1,2,1,2,1,2,2,9,2.88,3,2,1,1
84218,1,2,2,2,2,2,2,2,2,11,3.46,3,1,NA,2
84219,1,2,2,2,2,2,2,2,1,9,2.47,3,2,1,1
84220,1,2,2,2,2,2,2,2,2,99,NA,3,2,2,1
84221,1,2,2,2,2,2,2,2,2,7,1.35,2,2,2,1
84222,1,2,2,1,2,2,2,2,2,9,3.45,3,2,1,1
84223,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
84224,9,2,2,1,2,1,2,2,2,99,NA,3,2,1,2
84225,2,2,1,2,2,2,2,2,2,5,1.07,1,2,1,1
84226,1,2,1,2,2,2,2,2,2,5,1.19,1,2,1,1
84227,7,7,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1
84228,1,2,2,2,2,2,2,2,2,99,NA,3,2,1,1
84229,2,2,1,2,2,1,2,2,1,4,1.05,1,2,1,1
84230,1,1,1,2,2,2,2,2,1,8,1.47,2,2,1,1
84231,2,2,1,2,2,2,2,1,2,5,1.89,3,1,NA,1
84232,1,2,1,1,2,2,1,2,1,7,1.48,2,2,2,1
84233,1,2,1,2,2,1,2,2,2,5,0.99,1,2,1,1
84234,2,2,1,2,2,2,1,2,2,77,NA,1,2,1,1
84235,1,2,1,2,2,1,2,2,2,77,NA,1,2,2,3
84236,2,2,1,2,2,2,2,2,2,3,0.82,1,2,1,1
84237,1,2,1,2,2,1,2,2,2,5,1.07,1,1,NA,1
84238,1,2,2,2,2,2,2,2,2,3,0.83,1,2,1,1
84239,2,2,1,2,1,2,2,1,2,11,5,3,1,NA,1
84240,1,2,2,2,2,2,2,2,2,6,1.8,2,2,1,1
84241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84242,1,2,2,2,2,2,2,2,2,8,1.69,2,2,1,1
84243,1,2,2,2,2,2,2,2,2,7,1.27,1,2,1,1
84244,1,2,2,2,2,2,2,2,2,8,1.86,3,2,3,1
84245,1,1,2,2,2,2,2,1,2,99,NA,3,1,NA,1
84246,1,2,2,2,2,2,2,1,2,7,3.47,3,1,NA,1
84247,1,1,2,2,2,2,2,2,2,12,4.95,3,2,2,1
84248,1,2,2,2,2,2,2,2,2,2,0.66,1,2,1,3
84249,2,2,1,1,2,2,2,2,2,12,5,3,2,1,1
84250,1,1,2,2,2,2,2,1,2,8,2.38,3,2,3,1
84251,1,2,2,2,2,2,2,2,2,5,1.5,2,2,1,1
84252,1,2,1,1,2,1,2,2,2,5,0.84,1,2,1,1
84253,1,2,2,2,2,2,2,2,2,2,0.3,1,2,1,1
84254,1,2,2,2,2,2,2,2,1,7,1.73,2,2,1,1
84255,1,2,2,2,2,2,2,2,2,6,1.09,1,2,1,1
84256,2,2,1,1,1,2,1,2,2,8,1.98,3,2,1,1
84257,1,2,2,2,2,2,1,2,2,3,0.4,1,2,1,1
84258,1,2,1,2,2,1,2,2,2,7,1.1,1,2,1,1
84259,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
84260,1,1,2,2,2,2,2,2,2,99,NA,2,2,1,1
84261,1,2,2,2,2,2,2,2,1,1,0,1,2,1,1
84262,1,2,2,2,2,2,2,2,2,7,2.32,3,2,2,1
84263,1,2,2,2,2,2,2,1,2,7,1.22,1,2,1,1
84264,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
84265,1,2,2,2,2,2,2,2,2,4,0.49,1,2,1,1
84266,1,2,2,2,2,2,2,2,2,3,0.35,1,2,1,2
84267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84268,1,2,2,2,2,2,2,2,2,9,2.03,3,2,1,1
84269,1,2,2,2,2,2,2,2,2,3,1.21,1,2,1,2
84270,1,2,2,2,2,2,2,2,1,6,1.43,2,2,1,1
84271,1,2,1,2,1,2,2,1,1,7,1.84,2,1,NA,1
84272,1,2,2,2,2,2,2,2,2,9,3.11,3,1,NA,1
84273,1,2,2,2,2,2,2,2,2,3,0.71,1,2,1,4
84274,1,2,2,2,2,2,2,1,2,11,2.45,3,1,NA,1
84275,1,2,2,2,2,2,2,2,2,11,2.74,3,2,2,1
84276,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
84277,1,2,2,2,2,2,2,2,2,4,0.59,1,2,1,1
84278,1,2,2,2,2,2,1,2,1,7,1.48,2,2,1,1
84279,1,2,1,2,2,2,2,2,2,99,NA,3,2,1,1
84280,1,2,1,2,1,2,2,2,2,7,2.26,3,2,5,1
84281,1,2,1,2,1,1,2,2,2,9,2.11,3,1,NA,1
84282,1,2,2,2,2,2,2,2,2,6,1.55,2,2,1,1
84283,1,1,2,2,2,2,2,1,2,9,2.11,3,1,NA,1
84284,2,2,1,2,2,2,2,2,2,6,2.16,3,2,3,1
84285,1,2,2,2,2,2,2,2,2,1,0,1,2,1,3
84286,1,2,2,2,2,2,1,2,2,3,0.72,1,2,1,1
84287,1,1,1,2,2,2,2,2,2,4,0.49,1,2,1,1
84288,1,1,2,2,2,2,2,1,2,11,2.58,3,2,1,1
84289,1,2,2,2,2,2,2,2,1,7,1.78,2,2,1,1
84290,1,1,2,2,2,2,2,2,2,2,0.17,1,2,1,1
84291,1,1,2,2,2,2,2,2,2,6,1.05,1,2,1,1
84292,1,2,2,2,2,2,2,9,1,99,NA,3,9,NA,66
84293,1,2,2,2,2,2,2,2,2,11,4.18,3,2,1,1
84294,1,2,2,2,2,2,2,2,2,5,1.19,1,2,1,1
84295,1,2,1,2,2,2,1,2,2,4,1.41,2,2,1,7
84296,1,2,2,2,2,2,2,2,2,7,1.29,1,2,1,1
84297,1,2,2,2,2,1,2,2,2,99,NA,9,2,1,8
84298,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
84299,1,2,2,2,2,2,2,1,1,10,4.16,3,2,2,1
84300,1,2,2,2,2,2,2,2,2,99,NA,1,2,99,1
84301,1,2,1,2,2,2,2,2,2,3,0.9,1,2,1,1
84302,1,2,1,2,1,2,2,2,2,8,2.86,3,2,3,1
84303,2,2,1,2,2,2,2,1,2,11,5,3,1,NA,1
84304,1,2,2,2,2,2,2,2,2,11,2.96,3,2,1,1
84305,2,2,2,2,2,2,2,2,2,3,0.72,1,2,1,1
84306,1,2,2,2,2,2,2,2,2,99,NA,1,2,1,1
84307,1,2,2,1,2,1,2,2,2,6,0.82,1,2,5,1
84308,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
84309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84310,2,1,2,2,2,2,2,2,2,8,1.22,1,2,1,1
84311,1,2,2,2,2,2,2,2,1,3,0.82,1,2,1,3
84312,1,2,2,2,2,2,2,2,2,77,NA,2,7,NA,1
84313,7,7,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1
84314,1,2,2,2,1,2,2,2,2,5,0.84,1,2,1,1
84315,1,2,2,2,2,2,2,2,2,12,5,3,1,NA,1
84316,1,2,2,2,2,2,2,2,2,10,2.53,3,1,NA,1
84317,1,1,2,2,2,2,2,1,2,6,1.49,2,2,3,1
84318,1,2,2,2,2,2,2,2,2,3,0.54,1,2,1,1
84319,1,2,2,2,2,2,2,1,2,77,NA,7,7,NA,1
84320,1,2,2,2,2,2,2,1,2,10,2.21,3,1,NA,1
84321,1,2,2,2,2,2,2,2,2,8,2.69,3,2,1,1
84322,1,2,2,2,2,2,2,2,2,99,NA,9,2,1,3
84323,1,2,2,1,2,2,2,2,1,12,3.59,3,1,NA,1
84324,1,2,2,1,2,1,2,2,1,7,2.02,3,2,1,1
84325,1,2,2,2,2,2,2,2,2,7,1.48,2,2,1,1
84326,2,1,2,2,2,2,2,2,2,10,2.53,3,2,4,9
84327,1,2,2,2,2,2,2,2,2,9,2.47,3,7,NA,1
84328,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
84329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84330,1,1,2,2,1,2,2,2,1,3,0.4,1,2,1,1
84331,1,2,2,2,1,2,2,2,1,4,1.05,1,2,2,1
84332,2,2,1,2,2,2,2,2,2,2,0.59,1,2,1,3
84333,1,2,2,2,2,2,2,2,1,8,1.44,2,2,1,1
84334,1,2,2,2,2,2,2,2,2,11,3.73,3,1,NA,1
84335,1,1,1,1,1,2,2,2,1,77,NA,7,7,NA,1
84336,1,2,1,2,1,2,2,1,2,5,1.67,2,1,NA,1
84337,1,2,2,2,2,1,2,2,1,6,0.85,1,2,1,1
84338,1,2,2,2,2,2,2,2,2,8,3.37,3,2,1,1
84339,1,2,2,2,2,1,2,2,2,6,1.03,1,2,1,1
84340,1,2,2,2,2,2,2,2,2,9,2.47,3,2,3,1
84341,1,2,2,1,2,1,2,2,2,12,2.65,3,9,NA,1
84342,1,2,2,2,2,2,2,2,2,6,0.93,1,2,1,4
84343,1,2,2,2,2,2,2,2,2,6,1.34,2,2,1,1
84344,1,2,2,2,2,2,1,2,2,6,1.43,2,2,1,1
84345,1,2,2,2,2,2,1,2,2,3,0.42,1,2,1,3
84346,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
84347,1,2,2,2,2,2,2,2,2,6,2.63,3,2,2,1
84348,1,2,2,2,2,2,2,2,2,4,0.89,1,2,1,1
84349,1,2,2,2,2,2,2,1,1,10,3.58,3,1,NA,1
84350,1,2,2,2,2,2,2,2,2,7,1.73,2,2,1,1
84351,1,2,2,2,2,2,2,2,2,10,1.96,3,2,2,1
84352,1,2,2,2,2,2,2,2,2,6,0.93,1,2,1,1
84353,1,2,2,2,2,2,2,2,2,7,1.27,1,2,1,1
84354,2,2,1,2,2,2,2,2,2,5,1.51,2,2,1,1
84355,2,2,2,2,2,1,2,2,2,99,NA,1,2,1,6
84356,1,1,2,2,2,2,2,2,1,7,1.25,1,2,1,1
84357,1,2,2,2,2,2,2,2,2,8,3.01,3,2,1,1
84358,1,2,2,2,2,2,2,2,2,99,NA,3,2,1,1
84359,1,1,1,2,2,2,2,1,2,77,NA,7,1,NA,1
84360,1,2,2,2,2,2,2,2,2,10,3.58,3,7,NA,1
84361,1,1,2,2,2,2,2,2,2,12,5,3,1,NA,1
84362,1,2,2,2,2,2,2,2,2,99,NA,2,2,1,1
84363,1,2,2,2,2,2,2,2,2,8,1.98,3,2,1,1
84364,1,2,2,2,2,2,2,2,2,6,1.38,2,2,1,1
84365,1,2,2,2,2,1,2,2,2,3,0.46,1,2,1,3
84366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84367,1,2,2,2,2,2,2,2,2,99,NA,3,2,2,1
84368,1,2,2,2,2,2,2,2,1,9,2.98,3,2,1,1
84369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84370,1,2,1,2,2,2,1,1,2,5,0.65,1,1,NA,2
84371,1,2,2,2,2,2,2,2,2,6,0.92,1,2,1,1
84372,1,1,1,2,2,2,2,2,2,5,1.94,3,2,1,3
84373,1,2,2,1,2,2,2,2,2,9,3.1,3,9,NA,1
84374,2,2,1,1,1,2,2,2,2,7,2.08,3,1,NA,1
84375,1,2,2,2,2,2,1,2,2,99,NA,7,2,1,3
84376,1,2,2,2,2,2,2,2,2,3,1.02,1,2,1,1
84377,1,1,1,2,2,2,2,2,2,99,NA,7,7,NA,1
84378,1,2,1,1,2,2,2,2,2,5,0.59,1,2,1,1
84379,1,2,2,2,2,2,2,2,2,9,2.47,3,2,3,1
84380,1,2,2,2,2,2,1,2,2,2,0.3,1,2,1,1
84381,2,2,1,2,1,2,2,2,2,4,1.05,1,2,1,1
84382,1,2,2,2,2,2,2,2,2,6,0.96,1,2,1,1
84383,1,2,2,2,2,2,2,1,1,12,5,3,2,3,1
84384,1,2,2,2,2,2,2,1,2,8,2.22,3,1,NA,1
84385,1,2,2,2,2,2,2,2,1,7,1.73,2,2,1,1
84386,1,1,2,2,2,2,2,1,2,12,4.42,3,1,NA,1
84387,1,2,1,2,1,2,2,2,1,4,0.77,1,2,1,1
84388,1,2,1,2,1,2,2,2,2,6,1.81,2,2,3,1
84389,1,1,1,2,2,2,2,2,2,7,2.25,3,1,NA,1
84390,1,1,2,2,2,2,2,2,2,99,NA,1,2,1,1
84391,1,2,2,2,2,2,2,2,2,11,4.9,3,1,NA,1
84392,2,2,9,9,2,2,1,2,2,NA,NA,NA,NA,NA,1
84393,1,1,2,2,2,2,2,2,2,11,3.95,3,1,NA,1
84394,1,1,2,2,2,2,1,2,2,6,0.92,1,2,1,1
84395,1,1,1,2,2,2,2,2,1,99,NA,2,2,1,1
84396,1,2,2,2,2,2,2,2,2,8,2.27,3,2,1,1
84397,1,1,2,2,2,2,1,2,2,6,1.31,2,2,1,1
84398,1,2,2,2,2,2,2,2,2,4,1.41,2,2,1,1
84399,1,2,1,1,1,2,2,1,2,11,4.78,3,1,NA,1
84400,2,2,1,2,2,2,2,2,2,3,0.77,1,2,1,1
84401,9,2,9,2,2,2,9,2,2,99,NA,9,2,1,6
84402,1,1,2,2,2,2,2,2,1,1,0,1,2,1,2
84403,1,2,2,2,2,1,2,2,2,12,5,3,1,NA,1
84404,1,1,2,2,2,2,2,2,2,11,3.46,3,2,2,1
84405,2,2,2,2,2,2,2,2,2,1,0,1,2,3,1
84406,1,2,2,2,2,2,2,2,2,99,NA,1,2,2,1
84407,1,1,2,2,2,2,2,2,2,8,1.2,1,2,3,1
84408,1,2,2,2,2,2,2,2,1,8,3,3,2,3,1
84409,1,2,1,1,2,1,2,2,2,5,0.99,1,2,1,2
84410,1,2,2,2,2,2,2,2,2,6,0.7,1,2,1,1
84411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84412,1,2,2,2,2,2,2,2,1,3,0.72,1,2,2,2
84413,1,2,2,2,2,2,2,1,2,12,5,3,1,NA,1
84414,1,2,2,2,2,2,2,2,2,9,2.03,3,1,NA,1
84415,1,1,2,1,2,2,2,1,2,11,2.98,3,2,1,1
84416,1,2,2,2,2,2,2,2,2,11,3.95,3,2,1,1
84417,1,2,2,2,2,2,2,2,2,10,2.53,3,2,4,1
84418,2,2,1,2,1,2,2,2,2,4,1.13,1,2,1,1
84419,1,2,2,2,2,2,2,2,2,8,1.98,3,2,1,1
84420,1,2,2,2,2,1,2,2,1,6,1.11,1,2,1,1
84421,1,2,2,2,2,2,2,2,2,1,0,1,2,1,1
84422,1,2,2,2,2,2,2,2,2,7,0.73,1,2,1,1
84423,2,2,1,2,2,2,2,2,2,2,0.49,1,2,1,3
84424,2,2,1,2,2,2,2,1,2,4,1.58,2,2,1,1
84425,2,2,2,2,2,2,2,2,1,3,0.81,1,2,1,1
84426,1,2,2,2,1,2,2,2,1,10,2.96,3,1,NA,1
84427,1,2,1,2,2,2,2,2,2,9,2.98,3,2,1,1
84428,1,2,2,2,2,2,2,2,1,77,NA,7,7,NA,1
84429,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
84430,1,2,1,2,2,2,2,2,2,9,1.33,2,2,2,1
84431,1,2,2,2,2,2,2,2,2,8,1.98,3,2,1,1
84432,1,2,2,2,2,2,2,1,2,10,3.57,3,1,NA,1
84433,1,2,1,2,2,2,2,2,2,7,1.48,2,2,1,1
84434,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,1
84435,2,2,1,2,1,2,2,1,2,7,3.03,3,2,5,1
84436,1,2,2,2,2,2,2,2,1,11,3.46,3,2,2,1
84437,2,2,2,2,2,2,2,2,2,77,NA,3,1,NA,1
84438,1,1,2,1,2,2,2,1,2,12,5,3,2,3,1
84439,1,2,2,2,2,2,2,2,2,5,0.84,1,2,1,1
84440,1,2,2,2,2,2,2,2,2,6,2.55,3,2,1,1
84441,1,1,2,2,2,2,2,2,2,77,NA,1,2,1,1
84442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84443,1,2,2,2,2,1,2,2,2,6,2.09,3,2,1,1
84444,1,2,2,2,2,2,2,2,2,12,3.98,3,1,NA,1
84445,1,2,1,1,2,2,2,2,2,5,0.59,1,2,1,1
84446,1,2,2,2,2,2,2,2,2,7,1.73,2,2,1,1
84447,2,2,1,2,1,2,2,1,2,11,5,3,1,NA,1
84448,1,2,2,2,2,2,2,1,1,1,0,1,1,NA,1
84449,1,2,2,2,2,2,2,1,2,11,3.04,3,2,3,1
84450,1,2,1,2,2,1,2,2,2,8,2.38,3,1,NA,1
84451,1,2,2,2,2,2,2,2,2,7,3.67,3,2,1,4
84452,1,2,2,2,2,2,2,2,2,3,1.22,1,2,1,1
84453,1,1,1,2,2,9,2,2,2,99,NA,9,2,1,1
84454,1,2,2,2,2,2,2,2,1,6,0.81,1,2,1,1
84455,2,2,1,2,2,2,2,2,2,3,0.96,1,2,1,1
84456,1,2,1,2,1,1,2,2,2,9,2.11,3,1,NA,1
84457,1,2,2,2,2,2,2,2,2,7,3.06,3,2,1,1
84458,1,2,2,2,2,2,2,2,2,6,1.49,2,2,1,3
84459,1,1,1,2,2,2,2,2,2,9,2.28,3,2,1,1
84460,1,2,2,2,2,2,2,2,2,4,0.46,1,2,1,1
84461,1,2,2,2,2,2,2,2,2,12,3.98,3,1,NA,1
84462,2,2,2,2,2,2,2,2,2,4,0.59,1,2,1,1
84463,1,2,1,1,2,1,1,2,2,1,0,1,2,2,1
84464,2,2,1,2,1,2,2,1,2,7,3.54,3,1,NA,1
84465,1,2,2,2,2,2,2,2,2,6,0.92,1,2,1,1
84466,1,2,2,2,2,2,2,2,2,1,0,1,2,1,4
84467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84468,1,1,2,2,2,2,2,2,2,7,1.48,2,2,1,1
84469,1,1,1,2,2,2,2,2,2,5,1.19,1,2,1,1
84470,1,2,2,2,2,2,2,1,2,7,3.06,3,1,NA,4
84471,1,2,1,2,2,2,2,2,2,12,5,3,1,NA,1
84472,1,2,2,2,2,2,2,2,2,7,1.48,2,2,2,1
84473,1,2,2,2,2,2,2,1,2,7,3.03,3,2,1,1
84474,1,2,2,2,2,2,2,2,2,99,NA,2,2,1,1
84475,1,2,2,2,2,2,2,2,2,4,0.81,1,2,1,1
84476,1,1,1,2,2,2,2,2,2,4,0.49,1,2,1,1
84477,2,1,2,2,2,2,2,2,2,7,1.73,2,2,3,1
84478,1,2,2,2,2,2,2,2,1,9,2.47,3,2,1,1
84479,2,1,2,2,2,2,2,2,2,7,2.62,3,2,5,1
84480,2,2,1,1,2,2,2,2,2,7,2.25,3,2,4,1
84481,2,2,2,2,1,2,2,2,2,4,0.98,1,2,1,1
84482,1,2,2,2,2,2,2,2,2,10,5,3,2,1,1
84483,1,2,2,2,2,2,2,1,2,9,2.57,3,1,NA,1
84484,1,2,2,2,2,2,2,2,2,4,0.84,1,2,1,1
84485,1,2,2,2,2,2,2,2,2,4,0.59,1,2,2,1
84486,1,1,2,2,2,2,2,2,2,99,NA,3,1,NA,1
84487,1,2,2,2,2,2,2,1,2,8,1.86,3,2,4,1
84488,1,2,2,2,2,2,2,1,2,5,2.04,3,1,NA,1
84489,1,2,2,2,2,2,2,1,2,77,NA,7,7,NA,1
84490,1,2,2,2,2,2,2,2,2,99,NA,1,9,NA,1
84491,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,2
84492,1,2,2,2,2,2,2,2,2,4,0.68,1,2,1,1
84493,2,2,1,2,2,1,2,2,1,4,1.53,2,2,1,1
84494,1,2,2,2,2,2,2,1,2,6,1.39,2,2,1,1
84495,1,2,1,2,2,2,2,2,2,4,1.21,1,2,1,1
84496,2,2,2,2,2,2,2,2,2,1,0.25,1,2,1,1
84497,1,2,2,2,2,2,2,2,2,8,1.82,2,2,1,1
84498,1,2,2,2,2,2,2,2,2,10,4.52,3,1,NA,1
84499,1,1,2,2,2,2,2,2,2,7,1.27,1,2,2,1
84500,1,2,1,2,2,2,2,1,2,12,5,3,1,NA,1
84501,1,2,2,2,2,2,2,2,2,99,NA,9,9,NA,2
84502,1,2,2,2,2,2,2,2,2,11,2.58,3,7,NA,1
84503,1,2,2,1,2,2,2,2,2,4,1,1,2,1,1
84504,2,2,1,2,2,1,1,2,2,6,0.92,1,2,1,1
84505,1,1,2,2,2,2,2,2,2,4,1.43,2,2,1,4
84506,1,1,2,2,2,2,2,2,1,1,0.05,1,2,1,3
84507,2,2,2,2,2,2,1,2,2,4,0.63,1,2,1,1
84508,1,2,2,2,2,2,2,2,2,12,4.94,3,2,3,1
84509,1,2,1,2,2,1,1,2,2,2,0.39,1,2,1,1
