"seqn","ocd150","ocq180","ocq210","ocd231","ocd241","ocq260","ocq265","ocd270","ocq290g","ocq290q","ocq380","ocd390g","ocd391","ocd392","ocd395","ocq510","ocq520","ocq530","ocq540","ocq550","ocq560","ocq570","ocq580"
41839,1,40,NA,5,17,1,1,2,2,NA,NA,1,1,18,120,1,10,2,NA,1,1,1,1
41840,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,16,48,2,NA,2,NA,2,NA,2,NA
41841,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,16,10,348,2,NA,2,NA,2,NA,1,29
41842,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,21,24,2,NA,2,NA,2,NA,2,NA
41843,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,16,11,36,2,NA,2,NA,2,NA,2,NA
41844,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,8,16,240,2,NA,2,NA,1,1,1,1
41848,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,19,360,2,NA,2,NA,2,NA,2,NA
41850,1,25,2,18,13,1,1,7,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
41852,1,68,NA,19,21,1,3,480,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,25,1,30
41853,1,75,NA,4,19,5,5,384,2,NA,NA,2,NA,NA,NA,1,32,1,32,1,32,1,32
41855,1,6,2,19,6,1,2,12,2,NA,NA,1,4,19,36,1,3,1,3,1,1,1,3
41856,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,4,240,2,NA,1,20,1,20,1,15
41857,1,32,1,6,2,1,1,108,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
41858,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,20,360,1,30,1,30,1,30,1,30
41861,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41863,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,10,216,2,NA,2,NA,2,NA,1,4
41864,1,40,NA,8,20,1,1,288,1,2,NA,2,NA,NA,NA,1,25,1,25,2,NA,1,25
41865,1,40,NA,21,7,3,1,372,2,NA,NA,2,NA,NA,NA,1,15,1,4,1,1,1,1
41867,1,60,NA,9,22,1,1,36,2,NA,NA,2,NA,NA,NA,1,13,1,5,1,13,2,NA
41868,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,21,384,1,17,1,17,2,NA,1,20
41869,1,40,NA,14,1,1,1,48,2,NA,NA,1,17,9,132,2,NA,1,5,1,5,2,NA
41870,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,5,21,60,2,NA,2,NA,2,NA,1,2
41871,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,19,17,24,2,NA,2,NA,2,NA,2,NA
41873,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,17,336,2,NA,2,NA,2,NA,2,NA
41875,1,40,NA,6,17,1,1,36,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
41876,1,8,1,9,22,1,1,12,2,NA,NA,1,4,19,240,1,20,1,20,1,20,1,20
41877,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,6,8,48,2,NA,2,NA,2,NA,2,NA
41878,2,NA,1,5,21,1,4,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,10
41879,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,9,60,NA,NA,NA,NA,NA,NA,NA,NA
41881,1,25,2,12,16,1,1,132,2,NA,NA,1,8,16,480,2,NA,2,NA,1,3,2,NA
41882,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,18,360,1,30,2,NA,2,NA,2,NA
41883,1,37,NA,10,17,1,1,192,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
41888,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,20,204,1,17,1,17,1,27,1,30
41889,1,50,NA,14,14,5,1,12,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,8,1,8
41893,1,30,1,18,13,1,2,7,1,8,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
41895,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15,8,120,2,NA,2,NA,2,NA,2,NA
41896,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,19,432,1,36,2,NA,2,NA,2,NA
41897,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,9,144,2,NA,2,NA,2,NA,2,NA
41898,1,50,NA,9,1,2,1,372,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
41899,1,48,NA,8,16,1,1,72,2,NA,NA,1,4,20,84,1,7,1,16,2,NA,2,NA
41901,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,22,240,2,NA,2,NA,2,NA,2,NA
41902,1,40,NA,4,19,1,1,96,2,NA,NA,2,NA,NA,NA,1,2,2,NA,2,NA,2,NA
41903,1,70,NA,8,22,1,1,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,4,2,NA
41904,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,17,72,2,NA,2,NA,2,NA,2,NA
41907,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41908,1,40,NA,15,13,3,1,108,2,NA,NA,2,NA,NA,NA,2,NA,1,10,2,NA,2,NA
41909,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,18,180,2,NA,1,15,2,NA,2,NA
41910,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41911,1,40,NA,13,17,1,1,6,2,NA,NA,1,18,13,12,2,NA,2,NA,2,NA,2,NA
41912,1,37,NA,11,2,1,1,72,2,NA,NA,1,11,16,156,2,NA,2,NA,2,NA,2,NA
41913,1,21,2,8,22,1,4,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
41914,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,14,14,60,2,NA,2,NA,2,NA,2,NA
41915,1,50,NA,16,6,1,1,7,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
41918,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,18,13,240,2,NA,2,NA,2,NA,2,NA
41919,1,52,NA,16,1,1,1,84,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
41921,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,14,14,144,1,10,2,NA,2,NA,2,NA
41922,1,40,NA,16,2,3,1,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
41923,1,32,1,16,5,1,1,18,2,NA,NA,2,NA,NA,NA,1,8,2,NA,2,NA,2,NA
41924,1,40,NA,19,21,1,1,48,2,NA,NA,1,18,17,108,2,NA,2,NA,2,NA,2,NA
41925,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41926,1,50,NA,4,1,5,1,216,2,NA,NA,2,NA,NA,NA,1,30,1,35,2,NA,1,30
41927,1,45,NA,19,21,5,1,60,2,NA,NA,1,8,16,120,2,NA,2,NA,1,1,1,2
41929,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,17,312,2,NA,2,NA,1,0,2,NA
41933,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,11,2,324,1,0,2,NA,1,0,1,0
41934,1,32,2,8,16,1,2,7,2,NA,NA,1,5,21,180,1,15,2,NA,1,15,1,15
41936,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41942,1,72,NA,16,10,5,5,108,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
41944,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,11,180,1,15,1,15,1,15,2,NA
41946,1,36,NA,8,16,1,4,84,2,NA,NA,1,6,21,144,1,12,2,NA,1,12,2,NA
41947,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,19,21,12,1,15,1,15,1,15,1,15
41948,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41949,1,30,1,8,13,1,4,8,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
41951,1,20,2,1,1,1,1,3,2,NA,NA,2,NA,NA,NA,1,0,1,0,2,NA,2,NA
41952,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,8,360,2,NA,2,NA,2,NA,2,NA
41953,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,17,84,NA,NA,NA,NA,NA,NA,NA,NA
41955,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,14,20,3,2,NA,2,NA,2,NA,2,NA
41958,1,55,NA,4,19,1,1,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
41959,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41960,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,16,300,NA,NA,NA,NA,NA,NA,NA,NA
41961,1,50,NA,6,1,1,1,216,1,1,NA,2,NA,NA,NA,1,3,2,NA,1,21,1,25
41962,1,35,NA,4,19,5,1,72,2,NA,NA,1,5,20,180,1,4,1,8,2,NA,1,12
41963,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,4,19,216,2,NA,2,NA,2,NA,2,NA
41964,1,42,NA,14,8,1,1,36,2,NA,NA,1,14,16,144,2,NA,2,NA,2,NA,2,NA
41965,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,16,36,2,NA,2,NA,2,NA,2,NA
41966,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,8,16,336,2,NA,2,NA,2,NA,2,NA
41968,1,36,NA,4,19,1,1,12,1,8,NA,2,NA,NA,NA,1,10,1,10,1,5,1,10
41969,1,38,NA,8,17,1,4,60,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
41971,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,18,600,1,50,1,50,1,50,1,50
41972,1,40,NA,10,17,1,2,3,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
41973,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,21,420,2,NA,2,NA,1,35,1,35
41981,1,40,NA,15,6,4,5,12,2,NA,NA,1,21,17,120,2,NA,2,NA,2,NA,2,NA
41982,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41983,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,5,21,36,2,NA,2,NA,2,NA,2,NA
41984,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,15,300,2,NA,2,NA,2,NA,2,NA
41985,1,14,2,13,9,1,1,5,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,1,2,NA
41988,1,36,NA,8,16,1,4,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
41990,1,45,NA,4,22,1,1,96,2,NA,NA,2,NA,NA,NA,1,8,2,NA,1,8,1,8
41991,2,NA,1,19,20,1,1,240,2,NA,NA,2,NA,NA,NA,1,2,2,NA,2,NA,2,NA
41993,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,8,360,2,NA,2,NA,2,NA,2,NA
41994,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41998,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,16,24,2,NA,2,NA,2,NA,2,NA
42000,1,65,NA,15,8,4,1,240,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,8,2,NA
42001,1,40,NA,5,21,1,3,12,2,NA,NA,2,NA,NA,NA,1,1,2,NA,2,NA,2,NA
42002,1,40,NA,9,2,2,1,372,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
42003,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,14,22,84,2,NA,2,NA,1,7,2,NA
42004,1,40,NA,13,22,1,1,6,1,1,NA,1,21,12,300,1,15,2,NA,1,8,1,3
42005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,4,19,720,NA,NA,NA,NA,NA,NA,NA,NA
42009,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,16,17,48,2,NA,2,NA,2,NA,2,NA
42010,1,40,NA,11,17,1,1,60,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
42014,1,10,1,14,14,5,5,240,2,NA,NA,1,18,16,24,1,20,2,NA,1,20,1,5
42015,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,2,192,2,NA,2,NA,2,NA,2,NA
42016,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,17,36,2,NA,2,NA,2,NA,2,NA
42018,1,36,NA,12,14,1,1,108,2,NA,NA,1,7,21,420,1,25,2,NA,1,9,1,6
42021,1,20,1,9,22,1,5,6,2,NA,NA,2,NA,NA,NA,1,20,1,5,2,NA,1,4
42023,2,NA,2,5,21,1,1,0,2,NA,NA,1,16,17,24,2,NA,2,NA,1,0,2,NA
42024,1,40,NA,8,16,1,1,108,2,NA,NA,1,4,19,132,1,11,1,11,1,9,2,NA
42025,1,59,NA,18,16,1,4,36,2,NA,NA,1,8,16,60,1,3,2,NA,1,3,1,3
42026,1,58,NA,19,21,5,5,576,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
42028,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42029,1,8,2,14,14,1,1,300,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,25
42030,1,40,NA,16,11,1,1,156,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
42033,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,10,9,216,2,NA,2,NA,2,NA,2,NA
42034,1,40,NA,5,21,1,1,3,2,NA,NA,2,NA,NA,NA,1,6,2,NA,1,0,1,0
42035,1,40,NA,16,10,1,2,48,2,NA,NA,1,16,22,120,2,NA,2,NA,2,NA,2,NA
42037,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,2,396,2,NA,2,NA,2,NA,2,NA
42040,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,4,19,4,1,0,2,NA,2,NA,2,NA
42041,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,720,NA,NA,NA,NA,NA,NA,NA,NA
42042,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,4,19,180,1,15,2,NA,1,15,1,3
42043,1,33,1,6,21,1,1,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,10
42045,1,45,NA,16,1,1,1,12,2,NA,NA,1,4,19,180,2,NA,2,NA,2,NA,1,1
42047,1,40,NA,15,17,1,1,96,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
42048,1,60,NA,18,13,1,5,12,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
42049,1,40,NA,4,19,1,1,120,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,1
42050,1,40,NA,13,5,1,1,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
42051,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42052,1,25,2,14,14,1,5,60,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,8
42053,1,60,NA,11,2,1,1,3,1,0,NA,2,NA,NA,NA,2,NA,2,NA,1,0,2,NA
42055,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,18,13,24,2,NA,1,2,2,NA,2,NA
42056,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42057,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,22,12,1,1,1,1,1,1,1,3
42058,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,15,180,2,NA,2,NA,2,NA,2,NA
42059,1,65,NA,8,16,1,4,60,2,NA,NA,2,NA,NA,NA,2,NA,1,5,2,NA,2,NA
42061,1,52,NA,4,19,1,1,5,1,4,NA,1,16,15,120,1,1,1,1,1,1,1,1
42062,1,40,NA,4,19,1,1,180,2,NA,NA,2,NA,NA,NA,1,12,1,1,2,NA,1,12
42064,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,15,8,216,2,NA,2,NA,2,NA,2,NA
42065,1,40,NA,14,16,5,1,300,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
42066,1,40,NA,16,17,1,1,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
42067,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,21,12,240,2,NA,2,NA,2,NA,1,20
42068,1,5,2,8,16,1,4,24,2,NA,NA,2,NA,NA,NA,1,2,1,2,2,NA,2,NA
42069,2,NA,1,15,13,3,1,60,2,NA,NA,1,8,16,84,2,NA,1,7,2,NA,1,7
42071,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,16,1,240,2,NA,2,NA,2,NA,2,NA
42072,1,30,2,14,17,1,2,24,2,NA,NA,2,NA,NA,NA,1,1,2,NA,2,NA,1,1
42073,1,48,NA,1,18,1,5,84,2,NA,NA,1,9,22,120,1,7,1,7,2,NA,1,7
42074,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,11,1,300,2,NA,2,NA,2,NA,2,NA
42075,1,60,NA,2,22,1,1,168,2,NA,NA,2,NA,NA,NA,1,14,2,NA,1,14,2,NA
42077,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,22,24,1,1,2,NA,2,NA,2,NA
42079,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,7,4,420,NA,NA,NA,NA,NA,NA,NA,NA
42080,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42081,1,36,NA,14,14,1,1,132,1,1,NA,2,NA,NA,NA,1,11,1,11,2,NA,2,NA
42082,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,20,14,24,2,NA,1,2,2,NA,1,2
42083,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,8,17,0,2,NA,2,NA,2,NA,1,2
42085,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,14,120,1,15,1,5,1,5,1,10
42087,1,40,NA,15,2,3,1,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
42091,1,70,NA,8,16,1,1,24,2,NA,NA,2,NA,NA,NA,2,NA,1,0,2,NA,2,NA
42094,1,21,2,16,15,5,5,3,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
42096,1,45,NA,19,6,1,1,192,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
42099,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,8,360,2,NA,2,NA,2,NA,2,NA
42100,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,8,16,60,2,NA,2,NA,2,NA,2,NA
42102,1,9,1,14,14,5,1,168,2,NA,NA,1,6,21,276,2,NA,2,NA,2,NA,2,NA
42103,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,12,1,144,1,10,2,NA,2,NA,2,NA
42104,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,21,420,2,NA,2,NA,2,NA,2,NA
42106,1,40,NA,11,2,5,1,60,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
42107,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,4,408,1,8,1,1,2,NA,2,NA
42108,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,18,13,36,2,NA,1,1,2,NA,1,1
42109,1,35,NA,19,1,5,1,60,2,NA,NA,1,8,3,96,2,NA,1,1,2,NA,1,5
42110,1,40,NA,8,13,1,4,36,2,NA,NA,1,18,13,240,2,NA,2,NA,2,NA,2,NA
42111,1,55,NA,2,22,1,2,7,2,NA,NA,1,6,21,84,1,2,1,7,1,1,1,20
42118,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,18,13,36,2,NA,2,NA,2,NA,2,NA
42119,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,16,12,2,NA,1,5,2,NA,2,NA
42120,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,4,408,2,NA,2,NA,2,NA,2,NA
42121,1,20,2,18,13,1,4,1,1,1,NA,1,8,17,9,2,NA,1,0,2,NA,1,0
42123,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,12,180,2,NA,2,NA,2,NA,1,1
42124,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,22,4,120,1,9999,1,9999,1,9999,1,9999
42125,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,22,408,NA,NA,NA,NA,NA,NA,NA,NA
42126,1,40,NA,4,19,1,1,48,1,5,NA,2,NA,NA,NA,1,20,2,NA,1,20,1,15
42127,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,18,13,60,1,3,1,3,2,NA,1,3
42130,1,41,NA,5,17,1,1,156,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
42131,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,21,72,1,10,1,0,1,10,1,6
42132,1,45,NA,15,22,1,1,96,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
42133,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,21,17,240,1,0,2,NA,2,NA,2,NA
42134,1,34,1,5,21,1,1,24,1,6,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,2
42135,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,22,168,1,1,2,NA,1,15,1,10
42137,1,40,NA,12,16,5,1,24,2,NA,NA,1,19,9,120,2,NA,1,2,2,NA,2,NA
42138,1,30,1,21,13,4,1,3,2,NA,NA,1,18,14,24,1,1,1,0,2,NA,1,2
42139,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,15,24,2,NA,2,NA,2,NA,2,NA
42141,1,20,2,18,16,1,2,1,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
42143,1,50,NA,8,16,1,1,48,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
42144,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,14,14,156,2,NA,2,NA,2,NA,1,13
42145,1,3,2,19,14,5,1,24,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
42146,1,54,NA,4,19,1,1,180,2,NA,NA,2,NA,NA,NA,1,15,2,NA,2,NA,1,15
42147,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42151,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,16,60,2,NA,2,NA,2,NA,2,NA
42152,1,40,NA,18,16,1,1,96,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
42154,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,21,252,2,NA,2,NA,2,NA,2,NA
42157,1,20,2,19,9,5,1,72,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,1,0
42159,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,1,48,2,NA,2,NA,2,NA,2,NA
42160,1,40,NA,9,15,3,4,60,1,2,NA,1,8,16,48,2,NA,2,NA,1,4,2,NA
42161,1,12,2,4,19,5,5,360,2,NA,NA,1,8,16,192,1,23,1,16,1,16,2,NA
42163,1,68,NA,4,19,1,1,36,1,8,NA,2,NA,NA,NA,1,3,1,3,1,2,2,NA
42164,1,40,NA,14,14,4,1,4,2,NA,NA,1,4,19,180,1,15,2,NA,1,10,1,10
42165,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,14,420,1,35,2,NA,2,NA,1,2
42166,1,24,1,14,21,1,1,13,2,NA,NA,1,8,16,24,1,1,2,NA,2,NA,2,NA
42167,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,16,17,240,NA,NA,NA,NA,NA,NA,NA,NA
42168,1,45,NA,4,19,1,1,4,2,NA,NA,1,4,19,48,2,NA,1,4,2,NA,1,4
42170,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,19,720,1,60,1,60,2,NA,2,NA
42171,1,48,NA,7,22,1,1,60,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,1,5,2,NA
42172,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,21,324,2,NA,2,NA,2,NA,2,NA
42173,1,32,1,21,4,2,1,60,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
42175,1,45,NA,11,2,1,1,36,2,NA,NA,1,11,17,120,2,NA,2,NA,2,NA,2,NA
42177,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,17,84,2,NA,2,NA,2,NA,2,NA
42179,1,60,NA,9,22,1,1,108,1,3,NA,2,NA,NA,NA,1,1,2,NA,1,1,1,1
42180,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,19,420,1,35,1,35,2,NA,1,5
42181,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,21,540,NA,NA,NA,NA,NA,NA,NA,NA
42183,1,60,NA,11,20,1,1,15,2,NA,NA,1,14,16,240,2,NA,2,NA,2,NA,2,NA
42185,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,21,240,2,NA,2,NA,1,25,2,NA
42187,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,17,360,2,NA,2,NA,2,NA,2,NA
42189,1,40,NA,5,21,1,1,84,1,0,NA,2,NA,NA,NA,1,5,1,5,2,NA,2,NA
42190,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,23,264,NA,NA,NA,NA,NA,NA,NA,NA
42192,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42193,1,40,NA,21,17,2,1,15,1,1,NA,2,NA,NA,NA,1,1,2,NA,2,NA,2,NA
42197,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,19,240,1,26,1,26,1,3,1,26
42198,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,13,156,2,NA,1,13,2,NA,2,NA
42199,1,20,2,8,16,1,5,7,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2,NA,2,NA
