"seqn","cbd010","cbq020","cbq030","cbq040","cbq050","cbq060","cbd070","cbd090","cbd110","cbd120","cbd130","cbq140","cbd150","cbd160","cbd170","cbd180","cbq190"
44299,2,1,1,1,1,2,500,200,150,200,100,3,2,5,90,5,5
44300,2,4,1,5,5,1,500,0,272,0,0,1,120,7,120,14,14
44301,2,1,1,1,5,4,450,50,0,22,0,4,10,7,120,1,1
44302,2,1,1,1,5,5,300,0,0,0,0,2,30,7,45,666,NA
44303,1,1,1,1,1,1,857,85,200,250,0,2,5,5,60,5,5
44304,2,1,4,4,2,2,400,0,0,100,0,2,30,7,120,5,5
44305,1,1,1,2,3,1,200,75,300,150,50,2,120,7,120,11,11
44306,2,1,1,4,4,3,400,0,100,100,50,3,30,6,120,5,5
44307,1,1,1,3,1,4,685,0,428,0,0,1,10,6,120,7,6
44308,2,2,3,2,5,3,350,0,90,100,44,4,10,5,180,4,4
44309,2,1,1,1,4,1,250,0,30,40,0,3,5,6,180,7,6
44310,2,1,2,2,5,3,0,0,0,5,0,4,99999,0,NA,666,NA
44311,1,1,1,3,3,3,1300,200,150,100,0,4,15,7,300,21,21
44312,2,2,2,3,5,2,600,100,0,160,0,2,30,6,60,12,12
44313,1,1,1,3,5,4,600,0,500,200,0,2,30,7,180,7,7
44314,2,1,2,1,5,1,428,42,150,150,30,2,3,5,60,5,5
44315,2,2,1,1,5,1,400,50,0,60,0,2,5,7,90,7,7
44316,2,1,2,5,1,2,400,0,0,0,0,3,10,7,60,0,NA
44317,2,2,1,2,5,2,600,150,0,200,100,2,10,7,60,7,7
44318,2,4,1,5,5,1,500,0,272,0,0,1,120,7,120,14,14
44319,2,2,2,3,5,4,300,0,200,150,0,4,20,7,60,7,7
44320,2,1,3,3,5,2,600,0,100,250,75,3,15,5,60,7,7
44321,2,1,1,2,1,3,1071,214,0,500,260,1,20,5,180,5,5
44322,1,2,1,1,2,1,550,0,0,50,0,4,30,7,60,14,14
44323,2,3,4,3,4,2,600,0,200,0,0,4,15,6,180,2,2
44324,1,3,3,3,3,3,578,0,278,192,107,2,35,7,30,666,NA
44325,2,1,2,1,5,5,150,0,0,30,15,2,10,15,60,10,8
44326,2,2,3,1,5,1,428,107,60,60,0,2,30,5,60,5,5
44327,2,1,1,4,5,5,500,0,0,999999,0,5,15,7,120,7,7
44328,2,1,1,1,5,3,342,0,0,50,0,2,20,7,180,7,7
44329,2,1,1,1,5,1,514,0,0,120,0,1,10,7,180,14,14
44330,2,2,4,1,5,1,642,85,250,400,0,2,5,5,120,7,5
44331,1,1,1,2,3,3,857,0,100,857,0,2,20,7,180,2,2
44332,1,1,2,2,1,4,75,10,0,50,0,4,15,4,30,666,NA
44333,2,1,1,1,1,5,500,75,0,0,0,2,15,7,120,7,7
44334,2,1,1,2,1,4,642,214,100,0,30,2,5,7,90,4,4
44335,1,1,1,1,1,5,600,100,100,30,30,1,5,5,60,4,4
44336,2,1,2,3,5,1,600,100,100,75,75,2,25,3,90,4,2
44337,2,1,1,3,1,5,300,0,30,40,0,3,2,7,60,7,7
44338,2,3,1,3,5,1,500,0,100,80,40,3,15,7,60,5,5
44339,2,1,1,1,5,3,600,75,0,0,0,1,15,7,90,7,7
44340,2,1,2,1,1,3,642,85,0,120,0,2,5,6,30,1,1
44341,2,3,2,1,5,1,750,0,100,300,125,2,10,5,60,19,14
44342,2,2,2,3,1,1,500,0,0,50,0,1,10,5,120,7,5
44343,2,2,1,2,5,2,300,0,0,60,0,1,20,5,40,666,NA
44344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44345,2,1,1,1,1,1,300,0,0,30,0,2,30,6,75,20,20
44346,2,1,5,2,5,3,400,100,0,200,0,3,30,2,120,3,3
44347,2,1,1,3,5,1,450,0,200,999999,999999,1,10,7,240,5,5
44348,2,1,2,3,4,2,400,0,300,257,23,1,10,5,60,5,5
44349,2,3,5,1,5,1,999999,999999,0,0,0,4,5,7,120,7,7
44350,2,1,1,3,5,4,771,257,0,0,0,2,90,7,15,7,7
44351,2,1,1,1,1,1,600,0,0,400,0,2,15,6,90,5,5
44352,2,1,1,1,1,1,999999,999999,0,30,0,5,5,7,60,7,7
44353,2,2,4,2,1,5,107,0,0,0,0,1,10,6,45,666,NA
44354,1,1,2,3,1,3,300,0,50,60,80,3,10,6,180,18,18
44355,1,2,3,2,2,2,500,0,100,200,60,1,10,4,90,0,NA
44356,2,2,4,4,5,5,999999,999999,0,999999,0,99,10,4,15,4,4
44357,2,1,1,3,1,3,600,200,100,30,50,2,10,7,120,4,4
44358,2,1,1,5,1,1,200,0,0,200,0,3,15,4,35,4,4
44359,1,1,1,1,5,1,500,150,300,300,80,2,15,4,60,7,4
44360,2,3,4,3,2,3,428,0,214,500,100,2,5,6,120,21,21
44361,2,1,1,1,1,1,128,0,100,85,0,3,5,5,60,666,NA
44362,2,2,3,1,1,2,400,50,428,160,60,2,10,5,60,4,4
44363,2,2,1,2,5,3,514,0,128,0,0,1,10,7,120,6,6
44364,2,1,3,5,5,4,160,0,0,0,0,4,10,3,120,666,NA
44365,1,1,1,1,1,1,342,0,171,999999,0,1,5,5,60,6,4
44366,1,1,1,5,1,5,214,0,0,50,0,5,5,3,40,666,NA
44367,2,1,2,3,2,2,300,0,175,257,128,3,30,7,120,10,10
44368,2,1,1,4,1,4,200,0,0,20,0,3,10,7,60,7,7
44369,2,1,1,1,1,1,642,85,20,300,0,1,10,5,120,14,10
44370,2,1,1,1,5,1,428,0,0,42,0,2,10,5,45,5,5
44371,2,1,1,3,1,2,400,40,0,12,0,2,15,7,45,7,7
44372,2,2,1,1,1,1,350,50,0,128,0,2,5,7,60,7,7
44373,2,2,3,2,1,3,535,0,100,385,0,2,5,3,30,4,3
44374,2,1,1,2,5,1,400,0,0,70,0,4,20,1,60,7,7
44375,2,1,1,1,5,2,428,0,428,999999,999999,1,15,7,120,0,NA
44376,2,1,2,2,5,5,0,0,642,100,0,2,10,7,120,4,4
44377,2,1,1,1,5,3,4500,1071,200,50,400,4,20,7,300,7,7
44378,1,1,3,1,1,1,480,50,50,30,30,2,10,5,30,5,5
44379,2,1,1,1,5,1,200,0,0,20,0,3,40,7,60,7,7
44380,2,1,1,1,5,1,857,100,129,200,30,1,20,5,120,4,4
44381,2,1,1,1,1,1,200,0,0,100,0,3,10,2,120,6,3
44382,2,2,1,1,5,3,230,25,0,150,45,4,5,0,NA,0,NA
44383,2,1,2,1,5,4,550,0,20,28,0,4,15,7,1,7,7
44384,1,2,2,3,1,4,250,0,0,128,90,4,25,3,120,21,19
44385,1,2,2,3,3,3,250,50,100,0,0,1,15,7,240,7,7
44386,1,2,3,2,5,3,342,0,0,999999,0,2,15,4,60,4,4
44387,2,1,1,1,1,4,400,100,0,150,0,2,5,7,120,7,7
44388,2,2,1,3,1,1,421,0,0,0,0,4,10,7,60,7,7
44389,2,2,2,2,5,2,360,40,0,0,24,3,10,0,NA,0,NA
44390,2,3,3,4,5,3,400,50,0,50,0,3,5,0,NA,2,2
44391,1,1,1,1,5,1,400,30,0,20,0,2,360,4,120,4,4
44392,2,1,1,5,5,3,400,75,0,0,0,3,15,4,60,666,NA
44393,2,2,2,2,2,1,400,40,50,250,25,2,5,4,120,7,7
44394,2,1,1,1,4,2,642,30,50,300,0,2,10,7,90,7,7
44395,1,1,2,1,5,1,350,50,76,150,50,2,1,3,60,21,14
44396,2,1,2,2,5,1,500,0,100,100,50,1,5,5,90,8,5
44397,1,2,1,1,5,2,300,0,321,100,60,4,20,7,90,7,7
44398,2,3,4,1,1,1,300,0,0,75,50,2,NA,3,60,3,3
44399,2,2,1,3,5,2,600,0,0,999999,0,2,5,777,60,7,7
44400,1,1,1,1,1,1,214,0,0,64,0,3,10,7,10,666,NA
44401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44402,1,1,1,1,5,1,400,0,0,100,0,4,45,7,120,7,7
44403,1,1,3,2,5,1,150,30,0,40,0,2,5,4,60,14,11
44404,2,4,1,1,5,1,100,0,0,100,0,5,5,4,60,666,NA
44405,2,3,2,3,5,3,400,20,0,0,0,3,15,7,120,7,7
44406,2,1,1,3,5,3,999999,999999,0,999999,22,2,99999,7,120,7,7
44407,2,5,5,2,5,2,214,0,50,200,0,1,10,2,10,666,NA
44408,2,1,1,3,1,1,250,0,0,30,0,3,15,7,180,7,7
44409,2,2,2,1,4,1,200,50,0,20,0,3,30,7,30,7,7
44410,1,1,1,4,5,3,400,0,0,50,0,2,10,7,60,7,7
44411,2,1,1,3,5,1,400,30,6,0,0,4,10,4,30,0,NA
44412,1,3,3,2,5,2,150,50,0,107,0,4,15,4,90,4,4
44413,2,1,1,5,1,1,128,0,0,0,0,2,20,3,20,666,NA
44414,1,1,1,1,5,1,500,50,100,50,50,2,5,7,90,14,14
44415,2,1,1,1,1,1,500,100,0,350,75,2,15,4,120,4,4
44416,2,3,1,3,5,1,300,0,15,20,0,4,15,7,90,7,7
44417,2,5,5,5,5,5,20,10,0,100,30,6,5,0,NA,666,NA
44418,2,1,2,1,1,1,600,30,0,400,100,2,10,3,60,3,3
44419,2,2,2,3,5,1,857,171,0,80,0,2,30,6,60,7,7
44420,2,1,1,4,5,1,128,0,20,85,0,5,5,0,NA,666,NA
44421,2,1,1,3,1,5,400,0,0,200,200,2,4,7,120,7,7
44422,2,1,4,4,5,5,300,0,0,12,0,1,2,7,60,7,7
44423,1,1,3,5,1,1,70,30,350,150,0,2,10,2,120,1,1
44424,2,1,1,2,1,1,350,50,20,50,25,2,5,5,120,666,NA
44425,2,2,2,2,4,3,400,100,100,50,214,2,10,2,60,2,2
44426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44427,2,1,2,2,3,3,150,0,0,150,0,2,4,6,45,666,NA
44428,2,1,1,1,5,1,350,70,0,0,40,4,25,7,60,21,21
44429,2,5,3,3,5,5,100,20,0,10,0,4,3,4,60,0,NA
44430,2,3,3,2,5,1,350,0,100,100,60,2,5,2,60,0,NA
44431,1,2,2,4,5,5,278,0,0,20,0,3,30,4,60,7,7
44432,2,1,1,1,5,1,200,0,0,100,0,2,6,7,60,7,7
44433,2,1,1,2,3,1,200,75,0,100,5,4,5,7,180,19,19
44434,2,1,1,3,1,3,400,0,100,100,0,1,15,5,60,3,2
44435,1,1,1,1,5,1,857,342,500,500,200,2,15,4,30,4,4
44436,2,1,1,5,1,4,600,60,300,160,21,2,5,5,120,5,5
44437,2,1,1,4,5,4,428,999999,257,0,0,2,15,7,90,7,7
44438,1,1,1,4,1,3,800,100,0,0,25,2,15,7,30,3,3
44439,2,4,1,4,1,1,250,50,200,150,100,2,10,3,120,1,1
44440,2,1,1,3,2,3,800,100,200,100,0,3,20,6,120,7,6
44441,2,1,1,1,5,4,450,50,0,22,0,4,10,7,120,1,1
44442,2,3,2,1,5,1,400,100,0,200,0,4,15,0,NA,7,0
44443,2,2,3,4,1,4,500,100,50,150,80,3,15,6,60,7,6
44444,2,1,1,1,1,1,500,50,0,30,20,2,15,7,60,666,NA
44445,1,2,2,3,5,3,500,0,200,150,30,1,15,5,180,5,5
44446,2,1,1,3,4,3,300,0,200,50,40,1,20,6,90,3,3
44447,2,1,1,1,5,1,800,0,0,60,50,2,5,7,60,5,5
44448,1,2,3,4,5,3,450,0,300,300,40,3,5,7,120,7,7
44449,NA,1,1,2,2,2,10,0,0,0,0,6,99999,0,NA,666,NA
44450,2,1,1,1,5,1,642,0,0,428,0,3,10,1,120,1,1
44451,1,1,1,1,1,3,857,171,85,428,0,2,5,6,60,10,10
44452,2,1,1,1,1,1,300,0,0,0,0,1,10,7,20,7,7
44453,2,1,2,3,5,1,400,0,0,0,0,2,35,7,90,7,7
44454,2,1,1,1,5,1,500,0,0,160,0,1,10,7,60,7,7
44455,1,1,1,4,1,4,428,50,0,30,0,2,10,5,60,20,19
44456,2,1,4,1,1,1,800,200,0,700,0,1,10,2,90,3,1
44457,1,2,2,3,2,5,300,0,0,160,0,3,25,7,90,15,15
44458,2,3,1,5,5,3,250,0,0,0,0,1,3,5,240,7,5
44459,2,2,4,3,5,4,557,40,40,128,0,2,10,7,90,7,7
44460,2,1,1,1,5,1,642,0,214,0,0,1,5,7,120,7,7
44461,2,3,1,1,5,2,100,0,0,20,7,4,20,4,40,666,NA
44462,2,1,1,1,5,1,500,0,0,0,0,1,5,7,60,21,21
44463,2,1,1,2,2,4,300,100,150,40,25,3,20,4,120,7,7
44464,2,1,3,5,5,3,450,0,0,250,0,3,10,1,60,1,1
44465,2,2,1,1,5,1,428,0,100,0,0,2,5,0,NA,666,NA
44466,2,2,3,3,5,4,150,15,0,12,0,4,10,3,120,666,NA
44467,1,1,2,5,5,1,140,0,0,60,0,3,20,2,60,2,2
44468,2,1,3,4,5,1,514,0,171,171,0,2,10,3,60,20,20
44469,1,1,1,1,1,5,900,125,0,150,0,2,3,7,120,7,7
44470,2,2,1,4,1,4,557,64,128,50,20,3,2,4,60,5,5
44471,2,1,1,1,5,1,400,0,0,0,0,3,30,5,60,5,5
44472,2,2,2,1,4,1,500,0,0,3000,100,4,5,2,120,5,2
44473,1,1,1,1,5,1,450,0,40,100,100,3,3,4,120,4,4
44474,2,2,4,3,1,4,100,20,0,15,0,2,45,0,NA,666,NA
44475,2,1,1,3,5,1,350,0,0,300,0,1,30,7,120,666,NA
44476,2,1,4,1,5,5,20,999999,15,10,0,3,120,7,30,666,NA
44477,2,1,1,3,5,1,450,0,200,999999,999999,1,10,7,240,5,5
44478,2,1,1,3,5,2,800,999999,0,200,0,2,20,0,NA,3,3
44479,1,2,2,3,5,3,300,0,0,200,40,4,15,4,120,7,7
44480,2,3,3,2,5,3,300,50,10,100,30,3,10,2,60,2,2
44481,2,1,1,1,5,2,214,0,192,107,0,1,15,7,60,666,NA
44482,2,1,4,2,5,1,640,140,50,50,50,2,10,4,60,3,3
44483,2,1,1,1,5,1,800,0,0,150,0,3,20,7,60,7,7
44484,2,2,1,2,5,2,500,0,120,20,0,2,5,5,90,14,10
44485,2,2,2,2,3,4,600,0,200,150,60,3,10,5,120,5,5
44486,2,1,3,4,3,4,428,0,100,100,0,2,5,6,60,7,6
44487,1,2,2,3,3,3,257,42,0,400,50,5,10,0,NA,1,0
44488,1,1,1,4,5,2,400,30,0,40,10,3,30,5,60,1,1
44489,2,1,1,3,5,1,500,140,50,120,80,3,25,6,40,21,19
44490,2,1,1,1,5,1,450,150,20,0,0,4,10,7,60,7,7
44491,2,1,1,1,5,4,771,0,0,342,25,2,20,5,120,3,3
44492,2,1,2,1,5,1,300,20,40,128,0,4,15,3,75,21,9
44493,2,1,1,1,1,5,500,50,0,12,0,2,5,7,30,7,7
44494,1,1,1,3,1,1,800,200,200,214,16,2,15,3,90,14,12
44495,2,1,1,1,1,5,250,50,0,500,0,2,15,7,90,14,9
44496,1,2,3,3,5,1,500,100,0,30,0,2,15,7,60,7,7
44497,2,1,1,3,5,5,750,0,300,0,40,3,10,7,180,7,7
44498,2,1,3,1,2,1,30,0,0,0,0,4,30,7,30,666,NA
44499,2,1,1,1,5,3,857,0,150,125,0,1,20,7,90,7,7
44500,2,3,3,3,5,1,400,0,0,150,0,3,45,7,60,666,NA
44501,2,1,4,2,5,1,400,0,0,0,0,4,5,0,NA,21,21
44502,2,2,3,1,5,1,100,0,100,30,0,4,5,6,45,7,6
44503,2,1,2,2,1,5,364,4,100,175,20,2,300,0,NA,21,0
44504,2,1,1,2,1,2,150,50,0,128,0,4,15,7,60,7,7
44505,1,1,1,1,1,1,800,100,1000,400,40,2,5,5,60,14,14
44506,1,1,1,1,1,3,300,15,100,360,40,2,10,0,NA,4,2
44507,2,4,2,1,5,1,400,50,50,50,0,1,10,4,60,0,NA
44508,2,3,3,3,5,1,240,0,30,35,30,4,30,0,NA,4,0
44509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44510,1,1,1,3,5,1,300,0,4,20,0,2,10,14,120,5,5
44511,1,1,1,2,2,3,250,40,0,257,0,4,15,4,60,4,4
44512,2,2,1,2,5,1,300,0,200,200,0,2,15,2,60,2,2
44513,2,2,3,3,5,3,214,0,0,400,50,2,5,1,60,666,NA
44514,2,1,1,3,1,5,200,15,0,100,0,2,40,5,30,666,NA
44515,2,1,1,1,5,1,64,0,0,0,0,2,5,1,120,666,NA
44516,2,1,3,2,5,1,857,0,1285,0,0,1,20,7,120,7,7
44517,2,2,5,2,4,2,642,85,42,600,150,3,5,4,90,6,4
44518,NA,1,1,2,1,1,999999,999999,0,0,0,6,10,0,NA,666,NA
44519,1,1,2,2,1,1,728,30,50,400,25,2,5,2,60,3,3
44520,2,2,1,1,5,3,350,10,20,150,40,3,15,7,40,7,7
44521,2,1,4,5,1,1,200,0,0,35,0,3,30,30,60,21,21
44522,2,2,2,1,5,1,200,0,0,0,20,4,5,3,60,0,NA
44523,2,1,1,4,5,4,300,0,300,150,0,1,10,6,90,21,19
44524,1,1,1,3,5,1,300,0,100,150,0,3,5,7,60,21,21
44525,1,1,1,1,1,1,300,50,0,30,0,2,5,7,1,7,7
44526,2,3,2,4,5,5,400,50,400,250,250,3,10,0,NA,4,1
44527,2,1,1,2,5,1,400,0,25,100,0,2,15,7,60,7,7
44528,2,1,2,2,5,3,964,125,75,125,214,1,10,7,90,7,7
44529,2,1,3,3,5,5,382,30,50,60,0,4,30,6,90,6,6
44530,2,1,1,4,5,5,600,500,0,200,50,2,10,4,180,7,7
44531,2,1,3,2,5,2,200,0,0,50,0,4,10,7,120,0,NA
44532,1,1,1,2,1,1,257,42,0,300,0,2,5,2,60,4,4
44533,2,4,1,3,5,4,400,0,0,100,80,2,7,4,90,7,4
44534,2,1,1,2,4,1,450,100,0,120,30,1,2,6,45,10,10
44535,2,1,1,2,3,3,500,0,0,400,0,4,10,4,120,21,16
44536,2,1,2,1,2,3,642,128,0,85,171,2,10,5,180,6,5
44537,1,1,1,1,5,1,600,60,0,80,50,2,10,7,120,7,7
44538,2,2,2,4,5,5,400,0,75,100,0,2,15,7,45,7,7
44539,2,2,2,2,5,2,40,0,0,200,24,6,10,0,NA,666,NA
44540,2,2,2,3,3,2,450,0,400,214,0,2,10,1,120,7,7
44541,2,3,1,1,5,1,0,0,700,20,0,1,5,0,NA,0,NA
44542,2,1,1,1,3,1,1071,214,10,214,0,1,5,6,90,11,11
44543,1,1,2,1,5,3,750,0,0,814,0,2,10,7,120,2,2
44544,2,1,2,2,5,1,375,0,30,80,0,2,10,7,90,7,7
44545,2,1,1,1,5,1,800,50,0,200,0,4,1,5,120,9,9
44546,1,1,3,5,1,5,300,75,30,240,0,2,5,3,60,3,3
44547,2,1,1,3,1,4,800,0,600,1500,0,1,2,0,NA,7,0
44548,2,1,1,3,5,4,428,85,350,64,15,1,5,7,90,5,5
44549,2,3,3,1,5,1,600,80,0,0,0,2,5,7,120,7,7
44550,2,1,1,3,1,1,535,0,107,0,4,2,5,6,60,7,6
44551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44552,2,1,1,2,5,3,428,0,214,100,50,2,2,7,60,7,7
44553,2,1,1,2,5,5,364,0,85,40,0,2,15,7,120,7,7
44554,2,3,2,4,4,4,128,8,21,300,0,3,2,4,25,666,NA
44555,1,2,3,3,3,3,857,107,0,999999,999999,2,10,2,120,3,3
44556,2,1,4,5,1,1,428,0,0,0,0,1,10,7,60,7,7
44557,2,3,3,2,5,1,350,0,100,100,60,2,5,2,60,0,NA
44558,2,1,1,1,4,1,642,0,0,999999,999999,2,5,7,120,0,NA
44559,2,1,1,3,3,3,857,0,0,999999,0,2,20,5,150,3,3
44560,2,1,1,1,1,1,250,100,25,75,75,4,10,4,60,6,4
44561,1,1,3,1,1,3,300,50,200,30,85,3,10,5,60,5,5
44562,2,1,1,3,5,3,300,0,0,128,40,2,10,6,20,7,5
44563,2,2,2,1,5,1,280,20,40,60,22,4,15,2,90,2,2
44564,1,1,1,1,1,3,428,0,10,30,0,2,15,6,45,10,10
44565,2,1,1,3,5,5,500,0,200,128,0,1,45,7,60,21,21
44566,2,2,2,2,1,3,400,50,0,171,107,3,10,5,60,5,5
44567,2,2,5,3,1,1,250,40,20,190,0,4,10,7,120,7,7
44568,1,1,3,2,5,2,700,0,30,42,0,2,5,6,90,6,6
44569,2,1,1,3,5,4,428,0,42,42,0,2,90,6,60,6,6
44570,2,1,1,3,3,1,326,50,20,120,0,2,5,5,40,10,10
44571,2,1,1,3,5,4,200,0,0,30,0,2,20,7,60,7,7
44572,1,1,1,1,5,1,400,0,0,70,0,2,10,3,60,3,3
44573,2,1,3,3,1,3,400,999999,999999,214,0,2,15,7,120,7,7
44574,2,1,1,4,5,2,214,0,0,10,0,3,20,7,60,7,7
44575,2,2,5,1,5,3,300,100,0,0,0,2,10,7,180,7,7
44576,2,2,3,1,5,1,400,100,0,50,30,3,10,6,40,6,6
44577,NA,1,1,1,5,1,350,0,0,80,0,4,10,6,60,666,NA
44578,2,1,4,1,1,1,200,10,0,150,0,4,30,4,90,0,NA
44579,2,1,1,1,3,1,300,30,0,0,0,3,5,7,60,7,7
44580,2,2,2,3,3,2,450,0,400,214,0,2,10,1,120,7,7
44581,2,1,1,1,5,4,250,0,0,0,0,2,25,7,90,7,7
44582,2,3,1,1,5,3,128,0,10,107,0,2,5,7,120,7,7
44583,2,1,1,2,5,3,400,0,0,50,50,4,10,7,60,7,7
44584,NA,3,4,2,2,1,100,20,5,175,75,4,15,0,NA,666,NA
44585,2,2,1,2,5,1,300,0,0,50,50,3,1,0,NA,0,NA
44586,2,1,1,3,5,1,240,0,0,0,0,2,10,7,120,7,7
44587,2,5,1,2,5,1,50,0,0,0,0,4,10,3,60,666,NA
44588,2,3,2,1,5,1,500,100,100,214,214,4,5,3,120,2,2
44589,2,2,3,1,3,1,300,100,100,100,50,3,15,4,90,4,4
44590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44591,1,1,1,4,1,5,214,0,30,15,15,2,30,7,120,7,7
44592,2,1,1,3,5,4,500,0,0,200,100,3,5,5,30,14,14
44593,1,1,1,1,4,1,750,0,535,214,214,2,60,3,90,21,14
44594,2,1,1,3,1,1,128,0,0,0,0,2,15,7,60,7,7
44595,1,1,1,1,1,4,1714,214,100,214,30,2,10,6,120,10,9
44596,2,1,1,1,5,1,1000,100,200,300,30,2,10,5,60,5,5
44597,2,1,3,1,1,1,428,107,0,20,85,1,2,7,90,7,7
44598,2,1,1,5,5,2,342,0,0,128,0,2,10,7,120,7,7
44599,2,1,2,2,1,1,428,107,25,50,0,2,5,4,45,666,NA
44600,2,1,2,1,5,1,428,85,0,400,30,2,10,4,60,0,NA
44601,2,2,2,2,2,2,175,20,0,0,0,4,10,1,120,666,NA
44602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44603,2,1,1,1,5,1,169,20,25,0,0,4,45,7,90,7,7
44604,2,1,1,1,2,4,150,20,25,100,0,3,10,4,60,666,NA
44605,2,2,2,2,4,2,60,20,80,60,30,3,15,2,60,666,NA
44606,2,1,1,3,5,4,400,0,0,0,20,3,10,6,60,7,6
44607,2,1,1,1,1,1,600,100,0,60,40,1,5,5,90,3,3
44608,2,1,1,5,1,4,600,60,300,160,21,2,5,5,120,5,5
44609,1,1,2,1,5,1,800,0,0,100,50,2,10,7,60,2,2
44610,2,1,1,1,5,1,240,0,60,60,30,2,10,5,60,1,1
44611,2,2,2,2,5,1,400,0,0,40,0,3,5,5,120,7,7
44612,2,2,3,1,5,1,428,85,192,642,64,5,5,3,45,3,3
44613,2,1,2,1,5,2,400,100,100,0,0,3,30,7,120,7,7
44614,2,3,3,3,5,2,200,0,0,20,0,2,10,7,60,7,7
44615,2,1,1,2,5,5,400,0,300,50,0,2,15,7,60,1,1
44616,2,1,4,4,1,4,400,25,0,100,0,3,30,7,60,1,1
44617,2,1,1,1,5,3,200,25,50,300,40,3,5,5,180,4,4
44618,2,1,1,1,1,1,600,75,0,100,107,1,10,7,35,7,7
44619,2,1,1,4,5,4,400,100,300,200,0,1,10,7,120,7,7
44620,2,1,1,1,3,1,400,0,30,100,0,2,10,6,60,7,6
44621,2,1,1,4,3,1,400,0,150,300,0,3,15,7,120,1,1
44622,2,1,2,2,5,5,200,15,0,0,0,2,10,7,30,666,NA
44623,2,1,1,1,5,5,200,0,0,45,0,2,5,7,60,7,7
44624,2,5,4,4,5,5,150,0,0,0,0,4,30,7,30,7,7
44625,1,2,2,2,1,1,250,0,150,200,30,2,10,3,60,7,3
44626,1,1,1,1,1,1,514,0,214,107,0,2,5,7,300,1,1
44627,2,2,3,2,2,2,300,60,0,200,20,3,16,1,10,666,NA
44628,2,1,1,4,1,4,400,10,30,20,0,1,20,7,60,21,21
44629,2,1,1,1,5,1,300,0,0,30,30,2,5,7,180,5,5
44630,2,2,2,2,5,3,300,100,0,342,0,3,5,5,60,5,5
44631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44632,1,1,1,3,5,2,400,100,200,75,0,2,2,7,90,7,7
44633,1,1,1,1,5,1,500,100,100,400,0,3,25,3,30,12,12
44634,2,1,1,3,5,1,300,0,0,20,0,3,10,7,60,7,7
44635,1,2,1,3,5,4,900,200,0,60,0,2,10,7,120,1,1
44636,1,1,1,4,1,3,428,0,85,25,0,2,15,7,180,14,14
44637,1,1,2,4,5,4,257,42,150,0,0,1,15,7,120,7,7
44638,2,3,3,2,5,1,160,0,30,100,150,3,20,1,60,1,1
44639,2,3,1,3,3,3,400,0,0,0,0,2,10,7,180,7,7
44640,2,3,3,3,5,2,300,0,150,100,50,2,10,5,60,5,5
44641,1,2,2,2,4,1,350,0,50,0,40,4,30,4,90,0,NA
44642,2,3,3,5,2,2,214,0,0,107,0,2,10,3,60,666,NA
44643,1,1,1,2,5,5,200,0,25,0,0,2,15,7,60,666,NA
44644,2,3,4,3,1,3,40,10,0,10,5,4,45,6,60,666,NA
44645,2,3,3,1,5,1,500,0,0,642,50,1,5,5,60,4,3
44646,1,1,1,2,1,5,400,0,0,100,0,2,40,7,60,5,5
44647,1,3,3,3,5,1,100,20,0,40,20,4,20,2,60,666,NA
44648,2,1,2,1,5,1,999999,999999,400,150,0,5,15,7,120,666,NA
44649,1,1,1,2,3,3,857,0,100,857,0,2,20,7,180,2,2
44650,2,1,2,1,5,1,700,0,0,1000,20,2,5,3,60,7,7
44651,2,1,1,1,1,1,700,0,0,25,100,1,15,7,90,7,7
44652,2,1,2,3,3,2,600,128,100,120,0,2,5,5,60,5,5
44653,2,1,2,2,5,3,300,0,300,30,0,1,10,7,60,7,7
44654,2,1,1,4,1,4,428,171,0,128,0,2,10,7,60,7,7
44655,1,1,3,5,5,5,300,0,0,150,0,2,30,7,90,18,18
44656,2,1,1,4,5,4,150,0,0,50,0,3,15,2,30,0,NA
44657,2,1,1,1,5,1,1000,300,0,400,200,2,5,7,120,7,7
44658,1,1,1,1,1,1,857,321,428,428,257,2,15,4,60,7,4
44659,2,2,2,4,5,5,110,20,50,171,0,2,5,2,60,666,NA
44660,2,1,1,4,5,5,800,0,500,0,0,3,30,7,120,7,7
44661,2,1,2,4,1,1,999999,999999,0,0,0,6,15,6,5,666,NA
44662,2,1,1,3,1,3,560,0,257,160,60,1,5,5,90,5,5
44663,2,1,1,1,5,1,535,0,0,300,0,2,10,7,99999,7,7
44664,1,3,2,1,5,2,130,40,160,150,20,3,15,6,60,5,5
44665,1,1,1,1,1,3,428,0,10,30,0,2,15,6,45,10,10
44666,2,1,1,1,5,1,514,0,0,214,214,2,10,7,90,7,7
