"seqn","ocd150","ocq180","ocq210","ocd231","ocd241","ocq260","ocq265","ocd270","ocq290g","ocq290q","ocq380","ocd390g","ocd392","ocd395"
36810,1,15,2,16,10,1,1,36,2,NA,NA,2,NA,NA
36813,1,60,NA,7,16,1,1,60,1,3,NA,2,NA,NA
36814,1,40,NA,14,17,1,1,6,1,1,NA,1,16,84
36815,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,13,180
36817,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,16,8
36818,1,35,NA,8,16,1,1,24,2,NA,NA,2,NA,NA
36819,1,30,2,5,21,1,1,132,2,NA,NA,2,NA,NA
36823,1,43,NA,8,16,1,5,8,2,NA,NA,1,22,204
36824,1,40,NA,7,17,1,1,48,2,NA,NA,2,NA,NA
36826,1,23,2,18,16,1,4,0,2,NA,NA,2,NA,NA
36827,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,14,240
36828,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
36830,1,37,NA,21,12,3,1,168,2,NA,NA,2,NA,NA
36831,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,456
36832,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,120
36835,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
36838,1,33,2,8,22,1,1,72,2,NA,NA,1,17,60
36839,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,300
36840,1,30,1,18,13,1,3,5,2,NA,NA,2,NA,NA
36841,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,13,36
36843,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,360
36845,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,18,48
36847,1,50,NA,19,20,1,1,660,2,NA,NA,2,NA,NA
36849,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,336
36850,1,40,NA,21,2,4,1,120,2,NA,NA,2,NA,NA
36851,1,40,NA,19,21,1,1,6,1,8,NA,2,NA,NA
36853,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,21,48
36857,1,70,NA,16,11,5,5,240,2,NA,NA,2,NA,NA
36858,1,32,1,8,17,1,5,0,1,0,NA,1,17,6
36859,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
36861,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,60
36863,1,35,NA,6,17,1,1,6,2,NA,NA,2,NA,NA
36864,1,40,NA,7,22,1,4,18,1,6,NA,2,NA,NA
36865,1,34,1,4,19,1,1,60,1,1,NA,2,NA,NA
36866,1,15,2,18,13,1,4,12,1,1,NA,2,NA,NA
36867,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
36868,1,40,NA,12,16,1,1,36,1,1,NA,1,16,144
36869,1,45,NA,17,1,4,1,12,2,NA,NA,1,9,60
36873,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,14,108
36875,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,324
36876,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,432
36879,1,45,NA,21,7,4,1,60,2,NA,NA,2,NA,NA
36880,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,8
36881,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,10
36883,1,50,NA,2,1,1,1,324,2,NA,NA,2,NA,NA
36885,1,45,NA,8,16,1,1,60,2,NA,NA,2,NA,NA
36886,1,25,2,18,13,1,4,2,2,NA,NA,1,16,24
36888,1,40,NA,11,17,3,1,12,1,1,NA,1,16,36
36889,1,15,1,20,14,5,1,18,2,NA,NA,1,21,96
36891,1,48,NA,17,15,4,4,24,1,1,NA,1,16,36
36894,1,40,NA,8,16,1,4,6,1,4,NA,1,22,8
36896,1,40,NA,8,13,1,4,108,2,NA,NA,1,13,216
36898,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
36899,1,60,NA,16,10,1,1,12,1,3,NA,2,NA,NA
36900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,18
36902,1,38,NA,8,20,1,1,4,2,NA,NA,2,NA,NA
36903,1,50,NA,13,16,1,1,30,1,0,NA,1,9,180
36904,1,35,NA,17,20,1,1,12,1,2,NA,1,21,48
36907,1,40,NA,8,16,1,1,24,2,NA,NA,2,NA,NA
36908,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,384
36909,1,40,NA,15,13,4,1,60,2,NA,NA,2,NA,NA
36911,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,48
36913,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,14,336
36915,1,40,NA,4,22,1,1,6,2,NA,NA,1,19,180
36916,1,75,NA,9,22,5,5,72,1,1,NA,2,NA,NA
36917,1,50,NA,5,21,1,2,72,2,NA,NA,2,NA,NA
36918,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,720
36921,1,30,1,11,16,1,1,18,2,NA,NA,2,NA,NA
36922,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
36923,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,360
36925,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,17,48
36926,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,11,36
36927,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
36931,1,20,2,4,1,4,5,1,2,NA,NA,1,1,480
36932,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,120
36934,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,72
36935,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,108
36937,1,16,2,8,16,1,5,5,2,NA,NA,2,NA,NA
36940,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,216
36941,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,132
36944,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
36945,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,16,0
36946,1,38,NA,21,2,1,1,72,2,NA,NA,2,NA,NA
36947,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,192
36949,1,35,NA,12,14,1,1,24,1,1,NA,1,1,24
36950,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,14,36
36952,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,420
36955,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,36
36956,1,32,2,8,22,6,1,18,2,NA,NA,1,22,24
36957,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,13,264
36959,1,35,NA,1,1,5,1,720,2,NA,NA,2,NA,NA
36961,1,50,NA,18,13,1,5,48,1,10,NA,2,NA,NA
36962,1,30,2,19,22,1,4,0,2,NA,NA,1,22,12
36963,2,NA,1,21,1,1,1,36,2,NA,NA,2,NA,NA
36965,1,40,NA,4,19,4,1,120,2,NA,NA,2,NA,NA
36969,1,52,NA,6,21,1,1,8,2,NA,NA,1,14,120
36971,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,10,300
36974,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,19,120
36975,1,14,2,12,16,1,5,264,2,NA,NA,1,5,360
36976,1,20,1,15,17,3,1,24,2,NA,NA,1,16,60
36977,1,25,2,11,16,1,1,48,2,NA,NA,2,NA,NA
36978,2,NA,1,17,21,1,1,240,2,NA,NA,2,NA,NA
36980,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,13,336
36981,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,444
36984,1,35,NA,5,21,1,1,60,2,NA,NA,2,NA,NA
36986,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21,132
36987,1,40,NA,15,17,3,1,84,2,NA,NA,1,22,60
36992,1,40,NA,11,17,1,1,12,1,8,NA,1,2,252
36993,1,40,NA,8,16,1,5,9,2,NA,NA,1,21,48
36995,1,40,NA,21,2,2,1,204,2,NA,NA,2,NA,NA
36996,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,1
36998,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,84
37001,1,40,NA,16,10,3,4,48,2,NA,NA,1,16,168
37002,1,50,NA,8,20,1,1,48,1,3,NA,2,NA,NA
37005,1,55,NA,8,2,1,1,18,2,NA,NA,1,8,48
37006,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21,96
37007,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,12,360
37012,1,40,NA,17,15,1,3,144,1,8,NA,1,22,240
37014,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,240
37016,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
37020,1,40,NA,15,8,3,1,252,2,NA,NA,2,NA,NA
37021,1,35,NA,4,19,1,1,48,2,NA,NA,2,NA,NA
37022,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,15,24
37023,1,38,NA,16,1,1,1,36,2,NA,NA,2,NA,NA
37025,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,360
37027,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,120
37028,1,40,NA,5,21,1,1,132,2,NA,NA,2,NA,NA
37030,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,21,168
37031,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,10,360
37032,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,18,120
37033,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,504
37034,1,52,NA,6,17,1,1,216,2,NA,NA,2,NA,NA
37036,1,40,NA,21,17,3,1,216,2,NA,NA,2,NA,NA
37037,1,46,NA,6,16,1,1,30,2,NA,NA,1,17,84
37038,1,48,NA,16,10,1,4,360,2,NA,NA,2,NA,NA
37039,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA
37040,1,18,2,15,1,99,1,72,2,NA,NA,2,NA,NA
37043,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,60
37046,1,40,NA,16,17,1,1,7,1,1,NA,2,NA,NA
37047,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,456
37048,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,13,216
37049,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,228
37050,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,360
37051,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,24
37054,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,22,0
37056,1,110,NA,19,20,1,5,240,2,NA,NA,2,NA,NA
37057,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,132
37066,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,384
37067,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
37069,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,204
37070,1,50,NA,15,8,3,1,60,2,NA,NA,2,NA,NA
37071,1,40,NA,5,21,1,1,276,1,1,NA,2,NA,NA
37072,1,12,2,18,13,1,1,0,2,NA,NA,2,NA,NA
37074,1,45,NA,1,18,1,1,3,2,NA,NA,1,22,24
37075,1,21,2,15,12,3,1,420,2,NA,NA,2,NA,NA
37077,1,40,NA,16,11,1,2,10,2,NA,NA,2,NA,NA
37078,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,120
37081,1,55,NA,11,17,1,1,5,1,1,NA,1,13,144
37083,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
37084,1,45,NA,4,1,1,1,7,2,NA,NA,2,NA,NA
37087,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
37088,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,480
37089,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,16,12
37090,1,40,NA,6,17,1,1,156,1,0,NA,2,NA,NA
37091,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,22,468
37092,1,40,NA,16,17,1,1,36,1,1,NA,2,NA,NA
37093,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,312
37097,1,32,1,8,16,1,4,24,1,1,NA,2,NA,NA
37099,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,48
37102,1,58,NA,8,16,1,4,2,2,NA,NA,2,NA,NA
37103,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
37105,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,288
37106,1,50,NA,10,1,1,1,24,2,NA,NA,1,9,300
37108,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,14,18
37110,1,38,NA,8,22,1,1,24,2,NA,NA,2,NA,NA
37111,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,11,60
37114,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,17,24
37115,1,43,NA,18,13,1,1,48,1,3,NA,1,14,240
37116,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,360
37117,1,35,NA,15,22,1,1,120,2,NA,NA,2,NA,NA
37120,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,14,96
37121,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,13,18
37122,1,40,NA,16,15,1,1,1,2,NA,NA,2,NA,NA
37124,2,NA,1,14,22,1,1,120,1,12,NA,2,NA,NA
37126,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15,24
37127,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,396
37128,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA
37129,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,13,336
37130,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,240
37131,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,16,72
37132,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,17,240
37133,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,14,312
37134,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,17,12
37135,1,45,NA,12,21,1,1,300,1,1,NA,2,NA,NA
37136,1,40,NA,5,17,1,1,24,1,8,NA,1,8,48
37138,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,216
37139,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,21,6
37140,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,13,60
37142,1,30,2,16,11,1,1,48,2,NA,NA,2,NA,NA
37146,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
37147,1,40,NA,19,21,1,1,420,2,NA,NA,2,NA,NA
37148,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,420
37149,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,2
37151,1,40,NA,8,16,1,4,18,1,1,NA,2,NA,NA
37152,1,20,2,18,13,1,5,12,1,2,NA,2,NA,NA
37154,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,96
37155,1,40,NA,15,8,3,1,108,2,NA,NA,1,20,216
37163,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,19,60
37164,1,45,NA,16,14,1,1,36,2,NA,NA,1,20,312
37166,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,8,24
37168,1,20,2,18,13,1,4,12,2,NA,NA,1,22,24
37170,1,30,2,18,13,1,2,8,2,NA,NA,2,NA,NA
37172,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
37173,1,50,NA,17,15,5,1,24,2,NA,NA,2,NA,NA
37174,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,336
37176,1,65,NA,9,17,2,1,108,1,1,NA,2,NA,NA
37177,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,3
37178,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA
37179,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,408
37180,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,16,10
37187,1,65,NA,6,2,1,1,24,2,NA,NA,2,NA,NA
37188,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,240
37190,1,45,NA,5,21,1,1,48,2,NA,NA,2,NA,NA
37191,1,30,2,16,10,1,5,32,2,NA,NA,2,NA,NA
37193,1,40,NA,9,17,2,1,120,2,NA,NA,2,NA,NA
37196,1,40,NA,11,7,1,1,24,2,NA,NA,1,17,120
37201,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,13,24
37205,2,NA,2,15,8,4,5,12,2,NA,NA,1,8,324
37206,1,32,1,4,19,1,1,72,2,NA,NA,2,NA,NA
37208,1,7,2,13,17,1,5,48,2,NA,NA,1,17,564
37210,1,20,2,16,15,2,1,72,2,NA,NA,2,NA,NA
37212,1,50,NA,4,19,1,1,336,1,1,NA,2,NA,NA
37218,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,84
37219,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
37221,1,23,2,18,13,1,2,18,2,NA,NA,2,NA,NA
37224,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,14,0
37225,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,312
37228,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,36
37233,1,40,NA,11,2,1,1,12,1,1,NA,2,NA,NA
37234,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,22,24
37235,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
37236,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,21,420
37238,1,70,NA,21,12,4,1,1,1,1,NA,2,NA,NA
37239,1,10,2,17,15,1,4,6,2,NA,NA,1,16,12
37240,1,42,NA,18,14,1,1,24,2,NA,NA,1,22,48
37241,1,35,NA,21,17,3,1,108,2,NA,NA,2,NA,NA
37243,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,216
37244,1,15,2,18,13,1,3,12,2,NA,NA,2,NA,NA
37245,1,19,2,19,17,1,2,1,2,NA,NA,1,13,3
37248,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,23,264
37250,1,45,NA,21,17,3,1,36,1,1,NA,2,NA,NA
37252,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,336
37255,1,38,NA,18,16,1,4,8,2,NA,NA,2,NA,NA
37256,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,20,276
37257,2,NA,1,22,23,2,4,72,1,1,NA,1,19,132
37258,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,14,0
37260,1,25,1,7,21,1,1,120,2,NA,NA,2,NA,NA
37261,1,70,NA,19,20,1,5,84,1,10,NA,2,NA,NA
37263,1,34,1,4,19,6,1,144,2,NA,NA,2,NA,NA
37266,1,38,NA,18,13,1,4,1,1,2,NA,1,15,24
37267,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,420
37269,1,40,NA,10,1,1,5,48,2,NA,NA,2,NA,NA
37270,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,720
37271,1,45,NA,11,2,1,1,36,2,NA,NA,1,2,120
37274,1,48,NA,9,22,1,4,3,1,8,NA,2,NA,NA
37275,1,65,NA,13,9,5,5,240,2,NA,NA,2,NA,NA
37276,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,60
37277,1,32,1,5,1,1,1,132,2,NA,NA,2,NA,NA
37278,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,312
37279,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,8,120
37281,1,40,NA,15,5,3,1,18,2,NA,NA,1,1,48
37282,1,40,NA,16,17,1,1,6,2,NA,NA,2,NA,NA
37283,1,60,NA,19,22,1,3,84,1,12,NA,2,NA,NA
37284,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
37286,1,30,2,4,19,1,1,12,2,NA,NA,1,13,72
37289,1,70,NA,13,10,1,4,18,1,1,NA,2,NA,NA
37290,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,14,1
37292,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
37293,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,540
37295,1,42,NA,13,4,1,1,24,2,NA,NA,2,NA,NA
37296,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA
37298,1,30,1,8,16,1,4,2,2,NA,NA,2,NA,NA
37299,1,70,NA,12,16,1,5,10,2,NA,NA,1,3,60
37301,1,32,2,16,10,1,1,360,2,NA,NA,2,NA,NA
37302,1,40,NA,16,17,1,1,24,2,NA,NA,2,NA,NA
37303,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,22,84
37304,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,528
37305,1,43,NA,11,17,1,1,36,2,NA,NA,2,NA,NA
37306,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
37307,1,45,NA,13,7,5,1,36,2,NA,NA,2,NA,NA
37308,1,73,NA,7,16,1,4,60,2,NA,NA,2,NA,NA
37311,1,40,NA,16,19,1,1,96,2,NA,NA,2,NA,NA
37312,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,624
37313,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,14,36
37315,1,16,2,18,16,1,2,3,2,NA,NA,2,NA,NA
37316,1,60,NA,8,22,1,1,2,2,NA,NA,1,22,96
37317,2,NA,1,14,22,4,1,36,2,NA,NA,2,NA,NA
37319,1,5,2,16,15,1,4,5,2,NA,NA,1,16,24
37321,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,13,4
37324,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,16,180
37326,1,48,NA,16,10,1,3,2,2,NA,NA,2,NA,NA
37327,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,276
37328,1,20,2,18,13,1,1,12,2,NA,NA,2,NA,NA
37329,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,168
37330,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,552
37331,1,28,2,16,13,1,1,24,2,NA,NA,1,13,24
37332,1,42,NA,5,17,1,1,96,2,NA,NA,1,21,120
37333,1,55,NA,13,2,1,1,12,2,NA,NA,2,NA,NA
37336,1,39,NA,16,11,1,2,5,1,1,NA,2,NA,NA
37338,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,600
37339,1,50,NA,4,19,1,1,3,2,NA,NA,1,21,156
37342,1,48,NA,16,10,1,1,8,2,NA,NA,1,10,24
37348,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
37350,1,19,2,15,15,1,1,72,2,NA,NA,1,3,420
37351,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,9
37352,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,120
37353,1,48,NA,1,18,1,1,168,2,NA,NA,2,NA,NA
37354,2,NA,1,13,3,1,1,36,2,NA,NA,1,3,24
37355,1,57,NA,9,22,1,5,24,1,0,NA,1,19,168
37356,1,38,NA,11,17,1,1,18,2,NA,NA,2,NA,NA
37357,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,12
37358,1,45,NA,21,12,4,3,36,2,NA,NA,2,NA,NA
37360,1,39,NA,8,17,1,4,24,1,8,NA,2,NA,NA
37361,1,40,NA,16,1,1,1,372,2,NA,NA,2,NA,NA
37362,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,120
37363,1,12,2,11,16,1,5,24,2,NA,NA,1,13,60
37366,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,180
37367,1,65,NA,19,1,1,1,360,2,NA,NA,2,NA,NA
37368,2,NA,2,8,10,1,1,144,2,NA,NA,2,NA,NA
37369,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,360
37373,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,96
37374,1,40,NA,9,20,2,5,144,2,NA,NA,2,NA,NA
37377,1,40,NA,15,8,3,1,180,2,NA,NA,2,NA,NA
37378,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,23,360
37382,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,384
37383,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,19,36
37384,1,30,1,7,22,1,5,36,2,NA,NA,2,NA,NA
37385,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,20,120
37386,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,21,144
37387,1,35,NA,16,6,4,1,228,1,1,NA,1,6,156
37388,1,30,2,17,14,4,1,240,2,NA,NA,1,8,276
37389,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,19,360
37393,1,38,NA,16,10,1,1,72,2,NA,NA,2,NA,NA
37394,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,576
37395,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,19,60
37400,1,40,NA,13,2,1,1,3,2,NA,NA,2,NA,NA
37402,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21,264
37404,1,56,NA,16,1,1,1,4,2,NA,NA,2,NA,NA
37405,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,1
37407,1,26,2,15,8,1,4,8,2,NA,NA,2,NA,NA
37410,1,20,2,15,8,5,5,36,2,NA,NA,1,11,72
37412,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,24
37413,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,240
37418,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,11,12
37419,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,120
37420,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA
37421,1,30,1,19,15,1,1,6,2,NA,NA,1,16,14
37424,1,40,NA,11,4,1,1,60,2,NA,NA,2,NA,NA
37425,1,45,NA,4,19,1,1,60,2,NA,NA,2,NA,NA
37426,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,14,132
37429,2,NA,1,16,10,1,3,36,2,NA,NA,2,NA,NA
37430,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,16,144
37432,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,156
37436,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,17,132
37437,1,40,NA,18,16,1,1,6,2,NA,NA,2,NA,NA
37440,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,21,192
37442,2,NA,2,15,8,3,1,396,2,NA,NA,2,NA,NA
37444,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,48
37445,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22,24
37447,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,16,12
