"seqn","fsd032a","fsd032b","fsd032c","fsd032d","fsd032e","fsd032f","fsd041","fsd052","fsd061","fsd071","fsd081","fsd092","fsd102","fsd111","fsd122","fsd132","fsd141","fsd146","fsdhh","fsdad","fsdch","fsd151","fsd401","fsd411","fsd421","fsd431","fsq440","fsd451","fsq170","fsd170n","fsd180","fsd190","fsd200","fsq210","fsq220","fsq162","fsd650","fsd660","fsd670"
38252,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,600,NA,1,1,2,9
38253,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
38254,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,3,1,12,1,176,NA,2,NA,NA,NA
38255,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,1,1,2,12
38256,2,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,2,0,2,NA,NA,NA,NA,1,1,1,13
38257,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,4,1,12,1,305,NA,2,NA,NA,NA
38258,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38259,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
38260,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
38261,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,1,1,1,3
38262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38263,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,1,8,1,371,NA,2,NA,NA,NA
38264,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
38265,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38266,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,1,2,18
38267,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38268,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,1,1,1,5
38269,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
38270,2,3,2,NA,NA,NA,1,3,1,1,2,2,NA,NA,NA,NA,NA,NA,3,3,NA,2,3,3,3,3,2,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38271,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38272,2,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
38273,2,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38274,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
38275,1,1,1,NA,NA,NA,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,4,4,NA,2,2,2,2,3,2,2,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38276,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38277,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38278,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38279,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
38280,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
38281,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38282,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38283,1,1,3,1,2,2,1,2,2,2,2,2,NA,1,2,NA,1,2,4,3,4,1,3,3,3,3,2,NA,2,0,2,NA,NA,NA,NA,1,NA,NA,NA
38284,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38285,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
38286,2,3,3,2,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,3,3,3,3,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
38287,2,3,3,3,3,3,1,3,1,2,2,2,NA,2,2,NA,2,2,3,3,1,2,3,3,3,3,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
38288,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,394,1,NA,NA,NA
38289,2,2,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,1,1,1,24
38290,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
38291,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38292,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38293,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38294,2,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,2,0,2,NA,NA,NA,NA,1,1,1,8
38295,3,3,2,NA,NA,NA,1,3,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,2,3,3,3,3,2,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38296,2,3,3,NA,NA,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,3,3,3,3,2,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
38297,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,120,NA,1,1,1,12
38298,2,2,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,2,0,2,NA,NA,NA,NA,1,1,1,12
38299,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
38300,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38301,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38302,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38303,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38304,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38305,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38306,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
38307,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,4,1,12,1,262,NA,1,1,1,9
38308,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
38309,2,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,270,NA,1,NA,NA,NA
38310,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,1,1,1,12
38311,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,1,NA,NA,NA
38312,2,2,2,2,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,3,3,2,3,2,2,1,1,2,NA,NA,NA,360,2,NA,NA,NA
38313,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38314,1,2,3,2,2,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,3,3,3,3,2,NA,1,4,1,12,1,0,NA,2,NA,NA,NA
38315,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
38316,2,2,3,2,3,3,1,2,1,2,2,1,3,2,2,NA,2,2,3,4,2,1,3,3,3,3,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
38317,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
38318,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38319,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
38320,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38321,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38322,1,1,1,NA,NA,NA,1,2,1,1,9,2,NA,NA,NA,NA,NA,NA,4,4,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38323,2,2,2,NA,NA,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,3,3,3,3,2,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38324,2,2,2,2,2,2,2,NA,2,2,2,2,NA,2,2,NA,2,2,3,3,3,2,3,3,3,3,2,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38325,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38326,3,2,2,2,2,2,2,NA,2,2,2,2,NA,2,2,NA,2,2,3,2,3,2,2,3,2,3,NA,2,1,3,1,1,1,300,NA,1,1,1,1
38327,2,2,2,2,2,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,3,3,3,NA,NA,2,0,2,NA,NA,NA,NA,1,1,1,36
38328,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,152,NA,2,NA,NA,NA
38329,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
38330,2,3,2,1,2,2,2,NA,2,2,2,2,NA,2,2,NA,2,2,3,2,3,1,3,3,3,3,NA,2,1,1,1,12,1,142,NA,2,NA,NA,NA
38331,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,1,1,1,12
38332,2,2,2,2,2,2,1,2,1,2,2,2,NA,1,2,NA,2,2,4,4,3,1,3,3,2,3,NA,2,1,1,2,NA,NA,NA,600,1,NA,NA,NA
38333,2,2,2,2,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,3,3,3,2,2,2,9,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
38334,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
38335,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38336,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,1,1,1,2,NA,25,2,NA,NA,NA
38337,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38338,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
38339,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38340,2,2,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,3,2,3,2,2,1,1,1,12,1,592,NA,2,NA,NA,NA
38341,2,3,3,3,3,2,2,NA,2,2,2,2,NA,2,2,NA,2,2,2,2,2,2,3,3,3,3,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
38342,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38343,2,2,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,2,0,2,NA,NA,NA,NA,1,1,1,20
38344,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,163,NA,1,NA,NA,NA
38345,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
38346,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
38347,2,2,2,2,2,3,1,2,1,2,2,2,NA,2,2,NA,2,2,4,4,3,2,1,1,2,1,2,1,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38348,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,1,12,1,278,NA,2,NA,NA,NA
38349,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,99999,NA,1,NA,NA,NA
38350,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
38351,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38352,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
38353,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
38354,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,4,1,7,1,426,NA,1,NA,NA,NA
38355,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,1,1,1,12
38356,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,1,1,1,5
38357,1,1,1,1,1,1,2,NA,1,1,1,1,1,2,2,NA,2,2,4,4,3,2,3,3,3,3,NA,NA,1,6,1,12,1,12,NA,2,2,NA,NA
38358,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38359,2,2,3,2,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,3,3,3,3,NA,NA,2,0,2,NA,NA,NA,NA,1,1,1,48
38360,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38361,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38362,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,NA,2,2,4,4,3,2,3,3,3,3,NA,2,1,1,2,NA,NA,NA,388,2,NA,NA,NA
38363,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,2,NA,NA
38364,2,2,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,2,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38365,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38366,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38367,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,236,NA,1,1,1,1
38368,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
38369,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
38370,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38371,2,2,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,2,1,1,2,NA,NA,129,NA,2,NA,NA,NA
38372,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38373,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38374,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
38375,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38376,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,2,NA,NA,NA
38377,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,1,NA,NA,NA
38378,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
38379,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,0,1,1,1,24
38380,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,149,2,NA,NA,NA
38381,2,2,1,NA,NA,NA,2,NA,2,2,1,1,2,NA,NA,NA,NA,NA,3,4,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
38382,2,3,3,NA,NA,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA
38383,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,1,1,1,1
